apuro 	KDD 	5 	z 		apuro epuro KDD z 5 . Apuro rudzi rwemuchero unoberekwa nemuapuro.
rifa 	DK 	5 	z 		rifa DK z 5 . Rifa imbatya kana midziyo inosiyiwa nemufi, zvinozogoverwa hama dzake.
rihwa 	KD 	5 	z 		rihwa KD z 5 . riva .
rikicho 	DDK 	5 	z 		rikicho DDK z 5 . Rikicho ibasa, serekusakura mumunda memumwe, rinoitwa nemunhu kuti awane mari kana chekubata. richo 5 .
rima 	KD 	5 	z 		rima KD z 5 . Rima kusviba kunoita kunze. dima 5 . ANTONYMS chiedza.
rimi 	K- 	5 	z 		rimi K- z 5 . Rimi murazvu wemoto.
rimuka 	DKD 	5 	z 		rimuka DKD z 5 . Rimuka inzvimbo yakakura, isingagari vanhu. Rimuka inzvimbo yakachengetedzwa, inogara mhuka.
rinda 	DK 	5 	z 		rinda DK z 5 . guva 5 .
ringitingi 	KDKD 	5 	z 		ringitingi KDKD z 5 . Uyu munhu anenge akapusa zvikuru.
rise 	D- 	5 	z 		rise D- z 5 . Marise mashizha kana mauswa anounganidzwa nembeva mumwena kuitira kuti dzigodziyirwa.
riva 	KD 	5 	z 		riva KD z 5 . Riva ibwe rehwendefa, rinoteyiwa kuti mbeva kana shiri zvinotswanyiwa kana zvapindamo.
rize 	DK 	5 	z 		rize DK z 5 . Rize kapuka kane makumbo matanhatu, kanoruma nekumuswe kwako. chinyavada 7, chinyaride 7 .
robhoti 	KDD 	5 	z 		robhoti KDD z 5 . Robhoti magetsi anopfuta zvinopa majana ekufamba kwevanhu nezvinofamba nemavhiri, semotokari nemabhazi, panopesana migwagwa mumadhorobha.
roja 	KD 	5 	z 		roja KD z 5 . Roja munhu anogara pamba pemumwe, achibhadhara mari yekugarapo.
rokwe 	KD 	5 	z 		rokwe KD z 5 . Rokwe ihembe yechikadzi inopfekwa kunze, inoreba zasi kusvika kumabvi kana kudarika.
rombe 	D- 	5 	z 		rombe D- z 5 . Rombe munhu asina pfungwa dzakakwana, anoita zvinhu zvisina ungwaru, zvinoita kuti ave murombo. Rombe munhu anofamba achipemha.
rombo 	DK 	5 	z 		rombo DK z 5 . Rombo mukana unoita kuti ave munhu anosangana nezvakanaka kana kuti zvakashata muupenyu. Akaita rombo rakanaka kukurumidza kuwana basa. mhanza 9 .
ronda 	D- 	5 	z 		ronda D- z 5 . Ronda inzvimbo iri pamuviri yakakuvara.
rondo 	K- 	5 	z 		rondo K- z 5 . Rondo ivhu rinoshandiswa pakuumba hari kana zvimwewo zvakadaro.
rongo 	DK 	5 	z 		rongo DK z 5 . Rongo ihari inoshandiswa kubikira usavi.
roora 	KKD 	5 	z 		roora KKD z 5 . Roora ipfuma inobviswa pakuroorwa kwemwanasikana.
ropa 	D- 	5 	z 		ropa D- z 5 . Ropa ndezvakaita mvura tsvuku, zvinowanikwa mumuviri womunhu kana mhuka, zvinotakura chikafu nomweya kuendesa kunhengo dzomuviri dzakasiyana.
roro 	KD 	5 	z 		roro KD z 5 . Roro muchero unoberekwa nemuroro, unoti kana waibva unotsvuka.
rovambira 	KKKD 	5 	z 		rovambira KKKD z 5 . Iyi inyoka huru yakasvibira, inogara mugomo kazhinji ino uturu hunokurumidza kuuraya.
rovha 	DK 	5 	z 		rovha DK z 5 . Rovha munhu asina basa anongogara pamba. Rovha munhu asingashandi asi achitsaka basa kana kuti achirida.
rovhu 	KD 	5 	z 		rovhu KD z 5 . Rovhu tumunyepfu twakapfava twunoputira mhodzi dziri mukati memanhanga kana mapudzi.
roya 	KD 	5 	z 		roya KD z 5 . Roya munhu akadzidza nezvemutemo, anogona kukumiririra kana wasungwa nemhosva. gweta 5 .
-ruma 	K 	5 	z 		-ruma K z 5 . Ku ruma kupa chitsidzo kumukadzi kuti acharoora kunoitwa nemurume.
ruma 	KD 	5 	z 		ruma rumha KD z 5 . Ruma izwi rinoshandiswa pakuvhundutsa pwere, richireva zibukana ziguru rinodya vanhu.
ruman'ombe 	KKKD 	5 	z 		ruman'ombe KKKD z 5 . Urwu rudzi rweigo rakaita dema, uye riri hombe kune mamwe marudzi emago. gon'ombe 5 .
rume 	K- 	5 	z 		rume K- z 5 . Rume munhu wechirume ane muviri wakakura.
runda 	DK 	5 	z 		runda DK z 5 . Runda inyama inonetsa kutsenga ichiita kunge uri kutsenga, rabha mukanwa. mudzira 3 . Runda mudungwe wezvinhu. Miti yakadyarwa yakaita runda.
ruva 	D- 	5 	z 		ruva D- z 5 . Ruva kamuti kana kakwenzi kana kasora kanosimwa kana kumera kega, kanoshandiswa kunakisa mudzimba nezvivanzi. Ruva inhengo yemuti kana sora inotumbuka ichizoita michero kana mhodzi.
rwenya 	DK 	5 	z 		rwenya DK z 5 . Rwenya chimuti chine mashizha ane unye hunovava.
sadza 	D- 	5 	z 		sadza D- z 5 . Sadza kudya kunobikwa neupfu nokudyiwa pamwe chete neusavi. Sadza rezviyo rinonaka nenyama yehuku.
safaya 	KDD 	5 	z 		safaya KDD z 5 . Safaya rudzi rwedombo rinokosha, rinogona kugadziriswa zvishongo zvakaita semhete.
saga 	DK 	5 	z 		saga sagi DK z 5 . Saga zihombe rinogadzirwa nemapurasitiki kana nemafaibha, rinonyanya kushandiswa kuchengeta zvirimwa zvakasiyana-siyana. saki 5 .
saidhibhodhi 	KDDDD 	5 	z 		saidhibhodhi saibhodhi KDDDD z 5 . Uyu mudziyo une makona, unochengeterwa midziyo yokubikira.
saisai 	D- 	5 	z 		saisai D- z 5 . masaisai 6 .
saka 	K- 	5 	z 		saka K- z 5 . Saka kamukana kari pakati pemazino maviri ekumusoro epahuma. Nyemudzai anozvida nesaka rake rinenge vende. sakavadzimu 5 .
sakaramende 	DDDKD 	5 	z 		sakaramende DDDKD z 5 . Ichi chikomborero chaunopiwa nomupurisite kana nomubhishopu. NeSvondo Nyemwe naKuda vakapiwa sakaramende romuchato.
sakatira 	D- 	5 	z 		sakatira D- z 5 . Iri isumbu rezvinhu zviri pamwe chete. bumbu 5 .
sakatire 	KKDK 	5 	z 		sakatire KKDK z 5 . Sakatire ibarwe rinomera kubva mune rimwe, kana ivhu riine chokudya chakawanda. mhakatirwa 9 .
sakavadzimu 	KKDKK 	5 	z 		sakavadzimu KKDKK z 5 . saka 5 .
saki 	DK 	5 	z 		saki DK z 5 . saga 5 .
samanisi 	KKDD 	5 	z 		samanisi KKDD z 5 . Iyi itsamba inenge ichibva kumapurisa, ichikushevedza kumatare emhosva. Akatumirwa samanisi kuti aende kudare musi weChishanu.
Samu 	KD 	5 	z 		Samu KD z 5 . Mapisarima 6 .
sandanga 	DKD 	5 	z 		sandanga DKD z 5 . sengende 5 .
sanganda 	DKD 	5 	z 		sanganda DKD z 5 . sengende 5 .
sanganiso 	D- 	5 	z 		sanganiso D- z 5 . Iri ivhu rakakanyiwa rokudzudzurisa madziro.
sangano 	D- 	5 	z 		sangano D- z 5 . Sangano mubatanidzwa wavanhu vanenge vane chinangwa chimwe chete. Sangano ravanomirira kodzero dzevakaremara rakaita musangano mukuru.
sango 	K- 	5 	z 		sango K- z 5 . Sango inzvimbo ine uswa nemiti mizhinji, isina vanhu vanogarako. dondo 5 .
sanhu 	D- 	5 	z 		sanhu sanho D- z 5 . Sanhu mudziyo une mubato wakareba unoshandiswa kutema huni kana zvimwewo. demo 5 .
sanifurawa 	D- 	5 	z 		sanifurawa D- z 5 . Ichi chirimwa chinoita ruva rinotevera kufamba kwezuva, uye chinoita mhonzi dzinogadzirisa mafuta.
sanzu 	K- 	5 	z 		sanzu shazhu, shazho K- z 5 . Sanzu muti wakaita mudoko, unenge wakatemwa ukaoma pamwe chete nemashizha awo.
saramusi 	D- 	5 	z 		saramusi D- z 5 . Ichi chiitiko chinoshamisa, chisina tsananguro iri pachena.
sare 	DK 	5 	z 		sare DK z 5 . Sare mwana wechibage unomera pamuchekechera wacho. Sare chipundu chinomera pachigaramanhenga chehuku.
sarurabenzi 	DDDKK 	5 	z 		sarurabenzi DDDKK z 5 . Uku kuti mumwe ashaye chimwe chinhu oga, asi vamwe vose vapuwa.
sasa 	K- 	5 	z 		sasa K- z 5 . musuo 3 .
sau 	KD 	5 	z 		sau KD z 5 . Sau muchero unovavira, unoberekwa nomuti unonzi musau.
savara 	KKD 	5 	z 		savara KKD z 5 . gunguwo 5 .
savasi 	DKD 	5 	z 		savasi DKD z 5 . Savasi ivhu dzvuku rakakora.
save 	K- 	5 	z 		save K- z 5 . Save ihove dzine chifuva chitsvuku dzinowanikwa murwizi Save.
sawi 	DK 	5 	z 		sawi DK z 5 . shawi 5 .
sekwe 	DK 	5 	z 		sekwe DK z 5 . Sekwe idhadha romudondo rinogara murwizi.
sendi 	KD 	5 	z 		sendi KD z 5 . Sendi imari duku yokutangisisa.
sendiraini 	KDKD 	5 	z 		sendiraini KDKD z 5 . Uyu mukoto uri pakati pedzimba, wakasiirwa kuti vanochenesa zvivanze vakwanise kufamba.
sendwa 	DK 	5 	z 		sendwa DK z 5 . Sendwa chimedu chakapamhama chinobviswa paorenji kana panhanga rinenge richibviswa makanda okunze. Paivezera baba vangu mipini, pakazara sendwa dzamatanda.
sengende 	K- 	5 	z 		sengende K- z 5 . Sengende idengu rakarukirwa padanda, rinoshandiswa kutakura zvinhu richikwehwa nen'ombe. sandanga 5, sangada 5 .
serima 	KKD 	5 	z 		serima KKD z 5 . Serima ibadza rapera basa.
shamba 	DK 	5 	z 		shamba DK z 5 . Shamba chirimwa chakada kuita sevise, chinobikiswa nhopi kana kupiwa zvipfuyo.
shamhanda 	DKK 	5 	z 		shamhanda DKK z 5 . shayamhanda 5 .
shanguriro 	D- 	5 	z 		shanguriro D- z 5 . Urwu rudzi rwembira ine zvokuridza zvipfupipfupi. chipfuriro 7 . Iyi inzvimbo inopfurirwa simbi.
shanhu 	D- 	5 	z 		shanhu D- z 5 . sanhu 5 .
shaveshave 	D- 	5 	z 		shaveshave D- z 5 . Iyi ishiri ine mavara matema nemachena akatevedza muviri wayo, yakapusa uye isingadyiwi. shavishavi 5 . Ichi chipembenene chine mapapiro ane mavara akasiyana-siyana.
shavi 	DK 	5 	z 		shavi shave DK z 5 . Shavi mweya wakaipa unogara pamunhu.
shavishavi 	D- 	5 	z 		shavishavi D- z 5 . shaveshave 5 .
shawi 	DK 	5 	z 		shawi DK z 5 . Shawi uswa hwakasvibirira, hwakasimba uye hwakada kufanana norukweza, huchiita midzi inodzika pasi chaizvo. sawi 5 .
shayamhanda 	DDKK 	5 	z 		shayamhanda DDKK z 5 . Iri ifaibha romusango rinomera mumakomo. shamhanda 5 .
shazhu 	K- 	5 	z 		shazhu K- z 5 . Shazhu muti kana bazi remuti diki rakatemwa. sanzu 5 .
shengezhu 	DDK 	5 	z 		shengezhu DDK z 5 . Shengezhu uswa ukobvu hwakada kuita seshanga, hunomera pane mvura yakawanda.
shenjere 	DDK 	5 	z 		shenjere DDK z 5 . mushenjere 3 .
shereni 	KDD 	5 	z 		shereni KDD z 5 . Shereni imari ine masenzi gumi.
shiripiti 	D- 	5 	z 		shiripiti D- z 5 . saramusi 5 .
shitibhedha 	KDDD 	5 	z 		shitibhedha KDDD z 5 . Uyu mucheka mutete unowaridzwa pakati pamachira.
shizha 	D- 	5 	z 		shizha D- z 5 . Shizha inhengo yemuti kana gwenzi kana muriwo yakapamhama, iri kumuromoromo kwematavi.
shohori 	DKK 	5 	z 		shohori shohwari DKK z 5 . Shohori ishiri ine muromo murefu, inoonekwa munyika muno muzhizha. dambiramurove 5, shuramurove 5 .
shoko 	D- 	5 	z 		shoko D- z 5 . Shoko mazwi aunotaura kana pane zvaunoda kuzivisa vamwe.
shondya 	DK 	5 	z 		shondya DK z 5 . sondya .
shuku 	D- 	5 	z 		shuku D- z 5 . Shuku muchero unoberekwa nomushuku unotapira zvikuru.
shura 	DK 	5 	z 		shura DK z 5 . Shura chinhu chinoshamisa, chinotaridza matambudziko anogona kuveko mberi. chipini 7 .
shuramaneji 	DDKDK 	5 	z 		shuramaneji shuramaninji DDKDK z 5 . Ichi chinhu chinoshamisa, chinoratidza kuti pangangoitika chinhu chakashata mberi. Uyu munhu anongoita zvinhu zvake asingambonyari kuti panaani.
shuramurove 	DDKKK 	5 	z 		shuramurove DDKKK z 5 . shohori 5 .
shuwishuwi 	DKDD 	5 	z 		shuwishuwi DKDD z 5 . Ichi chinanairwa chakada kufanana negurwe, asi icho chisina mapapiro, uye chichiita ruzha runofanana nezita racho.
shwindi 	DK 	5 	z 		shwindi DK z 5 . Shwindi munhu anongofunga kuti zvake chete ndizvo, uye ane nharo zvikuru.
sikanadvuku 	KKKDK 	5 	z 		sikanadvuku KKKDK z 5 . Urwu rudzi rwesvosve dzvuku rinoruma zvinorwadza, rinogona kungonyuka kubva napasi mumba. gadzishava 5 .
sikarudzi 	D- 	5 	z 		sikarudzi D- z 5 . beche 5 . mboro 5 .
sikati 	KKD 	5 	z 		sikati KKD z 5 . masakati 6 .
sikavakadzi 	DDDKK 	5 	z 		sikavakadzi DDDKK z 5 . Ava vana vemuti unonzi musikavakadzi.
sikiro 	D- 	5 	z 		sikiro D- z 5 . Sikiro igango kana guyo rinoitirwa mutambo wokusika nyimo.
sikitira 	D- 	5 	z 		sikitira D- z 5 . Uku kuzvimba kunoita ganda warumwa nego kana nesvosve.
sikonzi 	DKD 	5 	z 		sikonzi DKD z 5 . Sikonzi kudya kunobikwa nefurawu, kunowanzosara kwakanamira furawu kumativi.
siku 	K- 	5 	z 		siku K- z 5 . usiku 14 .
simba 	DK 	5 	z 		simba DK z 5 . Munhu kana mhuka ine simba inenge ine utano hwakanaka hunoita kuti ikwanise kuita zvakasiyana-siyana. Simba kukwanisa kuita chimwe chinhu zvisingagoni kuonekwa namaziso. Simba raMwari ndiro rinoita kuti vanhu nemhuka zvirarame. Simba remagetsi ndiro rinofambisa michina. Simba utano hwakanaka hunoita kuti ukwanise kuita zvakasiyana-siyana. Mwana mudiki uyu, haangamboita simba rokusimudza zibhokisi guru rakadai. Simba chinzvimbo nechiremera china vamwe vanhu chinosakisa kuti vatyiwe nokutererwa, vachiitirwa zvavanenge vachida. Ane simba rokubudisa munhu basa.
simbakaviri 	D 	5 	z 		simbakaviri D z 5 . Kuita simbakaviri kuita basa raunozoitazve. Ukasuka midziyo nemvura isina kunatsochena kuita simbakaviri nokuti uchazoda kudzisukazve. munetakaviri 3 .
simbapamuganhu 	DKKDKD 	5 	z 		simbapamuganhu simbapamuganho DKKDKD z 5 . Kuita simbapamuganhu kushanda basa nomoyo wose, wava kuona kuti rave kupera asi pamwe pose wanga uchimboita usimbe.
simbe 	D- 	5 	z 		simbe D- z 5 . Simbe munhu asingadi kushanda, anofarira kungogara chete. Simbe dzinoshuzha kwakanaya. nyope 9, shomvu 9 .
singa 	D- 	5 	z 		singa D- z 5 . Singa umhizha hwokuita chinhu hunoita zvokutambidzanwa mumhuri. Mafa ane masinga asekuru vake okuredza hove nemaduwo.
sinini 	K- 	5 	z 		sinini K- z 5 . Sinini igonye rinodyiwa, rinogara mumutondo, rine ruvara rwamashizha, uye rinoonekwa panguva dzezhizha.
sirika 	KDD 	5 	z 		sirika KDD z 5 . Sirika igurwe gadzi. Sirika rudzi rwemucheka mutete, wakapfavirira.
siriri 	K- 	5 	z 		siriri K- z 5 . Masiriri mate matete, anoita kunge tambo yesirivha achibva mumuromo. Imbwa payakaona mabhonzo, yakatanga kubuda masiriri.
sitepisi 	DKDD 	5 	z 		sitepisi DKDD z 5 . Ichi chivakwa chinotsikwa navanhu vachipinda mumba kana kuti vachikwira mudenga.
sitokononzi 	DKDDD 	5 	z 		sitokononzi DKDDD z 5 . Ichi chipfeko chomutsoka chonotatamuka, chinopfekwa pasi peshangu. sokisi 5 .
sivinda 	DKD 	5 	z 		sivinda DKD z 5 . Sivinda ishavi rinoita kuti akagarwa naro aite zvokurapa.
sofa 	KD 	5 	z 		sofa KD z 5 . Sofa chigaro chine makumbo akaita mapfupi, chinotefetera.
soja 	KD 	5 	z 		soja KD z 5 . uto 5 .
sokisi 	KDD 	5 	z 		sokisi KDD z 5 . sitokononzi 5 .
soko 	DK 	5 	z 		soko DK z 5 . shoko 5 .
sokorodzi 	KKKD 	5 	z 		sokorodzi KKKD z 5 . humbu 9 .
sondya 	DK 	5 	z 		sondya shondya DK z 5 . Sondya igonye dema rinodyiwa, rinogara mumupani uye rinoonekwa kana mvura yanaya. dora 5 .
sonzi 	DK 	5 	z 		sonzi DK z 5 . svosve 5 .
sope 	D- 	5 	z 		sope D- z 5 . Sope munhu mutema asi ane ganda jena rakada kuita seromurungu. supe 5, musope 1 .
sora 	D- 	5 	z 		sora D- z 5 . Kana munda une sora unenge une zvimwewo zvinokura zvega zvichinganisa kukura kwembeu. uswa 14, bundo 5 .
soro bandamba 	K- 	5 	z 		soro bandamba K- z 5 . Uku kuramba uchingosangana nezvinhu zvisingakufadzi. munyama 3 .
soso 	D- 	5 	z 		soso D- z 5 . Soso munzwa wakaomarara mupfupi, une miromo miviri. feso 5 .
sosoori 	K- 	5 	z 		sosoori K- z 5 . Iri ibundo rinoreba, rinoita maruva akanaka, asi rine mhonzvora inoita zvinobaya.
suko 	D- 	5 	z 		suko D- z 5 . Suko ivhu jena rinoshandiswa pakudzudzura madziro.
sununikwa 	KKDK 	5 	z 		sununikwa KKDK z 5 . Uyu munhu anongofamba asingazivi kuti chii chiri kuitika, kazhinji nepamusana pokuti pfungwa hadzina kunyatsoti kwesere.
sununu 	KKK DDD 	5 	z 		sununu KKK DDD z 5 . Sununu munhu kana mhuka inofamba isingatarisi kwainoenda.
suo 	KD 	5 	z 		suo KD z 5 . Suo mukana unopinda nawo vanhu munzvimbo yakakura. Suo renhandare yebhora rakasara rovhurwa, vanhu vatomirira.
supe 	D- 	5 	z 		supe D- z 5 . sope 5 .
susu 	KD 	5 	z 		susu KD z 5 . Susu ndemunogara kudya kusati kwanatsogayiwa mudumbu memhuka dzakaita sen'ombe.
susubheri 	KKDD 	5 	z 		susubheri KKDD z 5 . Uyu muchero unoita vana vanoibva vachiita yero, vanotapira. guzubheri 5, guzvuveri 5 .
svesve 	DK 	5 	z 		svesve DK z 5 . svosve 5 .
svikiro 	D- 	5 	z 		svikiro D- z 5 . Svikiro munhu anogarwa nemweya, zvichiita kuti mweya utaure navanhu nemaari.
svinga 	K 	5 	z 		svinga K z 5 . Svinga mubatanidzwa wehuni dzakawanda, dzakasungirirwa pamwe chete.
svingo 	D- 	5 	z 		svingo D- z 5 . Svingo chidziro chakavakwa namabwe oga, pasina dhaka rakashandiswa. tsvingo 9, rusvingo 11 .
svinurira 	D- 	5 	z 		svinurira D- z 5 . Idzi inyora dzerunako dzepadama. nhurura 10 .
svisvinwa 	K- 	5 	z 		svisvinwa K- z 5 . Svisvinwa ndezvinosara paunodya zvakaita semuchero.
svosve 	DK 	5 	z 		svosve DK z 5 . Svosve kananairwa kanogara mumwena kanoruma, uye kanowanzoonekwa kwanaya. svesve 5, svesvi 5 .
svusvu 	DK 	5 	z 		svusvu DK z 5 . Svusvu munhu ane chiso nechimiro chakanaka, chakaurungana. Svusvu mushonga unobikwa kuti umwiwe navanhu vazhinji somuteyo.
tandadza 	D- 	5 	z 		tandadza D- z 5 . Tandadza muti unokura uchimonera imwe miti, unoita tambo dzinorukisa matengu.
tangi 	KD 	5 	z 		tangi KD z 5 . Tangi mudziyo unochengeterwa mvura kana mafuta emotokari.
tapiri 	KDD 	5 	z 		tapiri KDD z 5 . Tapiri chirimwa chinoberekera muvhu semadhumbe kana mbambaira, chinowanzobikiswa machipisi. tapura 5 .
tarenda 	DKD 	5 	z 		tarenda DKD z 5 . Tarenda chipo chokugona kana kuziva zvimwe zvinhu. Mufundisi wedu ane tarenda rokuparidza.
tauro 	KDD 	5 	z 		tauro KDD z 5 . Tauro mucheka une man'aran'azha senapukeni, unoshandiswa pakugeza kana pakuberekesa mwana.
tayira 	KDD 	5 	z 		tayira tayera KDD z 5 . Tayira idendenedzi rerabha, kazhinji rinoiswa chubhu mukati, zvozopfekedzwa nechokunze kwerimu, zvobatana zvakadaro kuita vhiri rinozadzwa mweya.
teve 	K- 	5 	z 		teve K- z 5 . Teve chikamu chaunopiwa kuti ushande mumunda. ndima 9 . Teve mushonga unoiswa mumucheka unosungurwa muruoko kana pamwewo. Teve mushonga unoiswa mumucheka unosungirwa muruoko kana pamwewo.
tikiti 	DKD 	5 	z 		tikiti DKD z 5 . Tikiti kagwaro kaunopiwa mubhazi kana pamwewo, kanotaridza kuti wabhadhara mari yerwendo.
tinini 	KD 	5 	z 		tinini KD z 5 . Kuti tinini kumira kunoita chokuitisa weti chomurume.
tiroko 	DKD 	5 	z 		tiroko DKD z 5 . Tiroko ikamuri rechitima rinohakichwa nokukwevewa nemusoro.
tsiga 	KD 	5 	z 		tsiga KD z 5 . Tsiga idanda gobvu pfupi, rinosara rakamira panenge patemwa muti.
tsimba 	D- 	5 	z 		tsimba D- z 5 . dzimba 5 . Tsimba kamhuka kaduku kanofamba usiku, uye kanodya mbeva, makonzo neshiri. nyongo 9, simba 9 . Tsimba zvinhu zvinenge zvakazadza chanza cheruoko rwemunhu. Ndinokorerevo tsimba yemutetenerwa.
tsime 	KD 	5 	z 		tsime KD z 5 . Tsime igomba rinochererwa kushandisa mvura inobuda mariri.
tsiru 	KD 	5 	z 		tsiru KD z 5 . Tsiru in'ombe hadzi isati yabereka.
tsito 	K 	5 	z 		tsito K z 5 . Ma tsito itsvina tema inoita papoto inenge yambogadzwa pamoto.
tsoka 	DK 	5 	z 		tsoka DK z 5 . Tsoka inzvimbo ine miti yakawanda chose. sango 5, chiunde 7 .
tsuru 	K- 	5 	z 		tsuru K- z 5 . Tsuru inyika isina munhu anogara mairi. chatsuru 7, chakasara 7 .
tsurundundira 	DDDDK 	5 	z 		tsurundundira DDDDK z 5 . Ava vanhu vakawanda vasingadi kufamba, kana kuti vanofamba zvishoma. Uku kurovana kunoita mvura sepamapopopo.
tundu 	K- 	5 	z 		tundu K- z 5 . mutundu 3 .
tuso 	D- 	5 	z 		tuso D- z 5 . Tuso chinhu kana kukudzwa kwaunopiwa sorutendo rwezvaunenge waita.
uto 	K- 	5 	z 		uto K- z 5 . Uto chikwata kana nhengo yechikwata chinorwa hondo yokudzivirira nyika. soja 5 .
uyu 	DK 	5 	z 		uyu DK z 5 . Uyu muchero unoberekwa nezimuti rakakora chaizvo, rinomera kunzvimbo dzakaoma, rinonzi muuyu.
vanga 	D- 	5 	z 		vanga D- z 5 . Vanga ndechinosara apo paimbove neronda rikapora. dzvadzi 5 .
vango 	D- 	5 	z 		vango D- z 5 . Vango idanda rinosungirirwa mureza. bango 5 .
vara 	K- 	5 	z 		vara K- z 5 . Vara kuratidzika kungaite hembe kana mudziyo kana chimwewo chichisiyana nezvimwe, sekuti chitema here kana chitsvuku. Vara chidimbu chezwi chinotaurika chiri chega sekuti a-, -ma, na-i muna amai . bhii 5 .
vembe 	DK 	5 	z 		vembe DK z 5 . Vembe munhu asingakwanise kuimba.
vende 	D- 	5 	z 		vende D- z 5 . Vende iburi rinenge rabva zino kana chimedu chehari.
veve 	KD 	5 	z 		veve KD z 5 . Veve kusanzwa kurwadza kunomboita nhengo yemuviri kwekanguva kubva apo unenge wakuvara. Kana uchibviswa zino unobaiwa jikiseni kuti paite veve. chiveve 7 .
vhere 	D- 	5 	z 		vhere D- z 5 . Ma vhere rudzi rwevhudzi rinomera pamberi kana kuti muhapwa dzemunhu. choya 7 . Ma vhere mambava ehuku.
vhesi 	KD 	5 	z 		vhesi KD z 5 . Vhesi chipfeko chinoiswa mukati mehembe. Vhesi indima yemubhaibheri kana yedetembo.
vhinga 	DK 	5 	z 		vhinga DK z 5 . Vhinga ivhu rakaumbana pamwe chete, rinenge rakuduburwa pakurima. vhungwa 5 .
vhiri 	KD 	5 	z 		vhiri KD z 5 . Ma vhiri makumbo echakaita sengoro kana motokari.
vhiyo 	KD 	5 	z 		vhiyo KD z 5 . Vhiyo munhu asingatani kufurirwa nevamwe, zvokuti anotokanganwa zvekumba kwake achingoita zvekwevamwe.
vhudzi 	D 	5 	z 		vhudzi bvudzi D z 5 . Vhudzi imvere dzinomera mumusoro nemuviri wemunhu.
vhunurwa 	KDK 	5 	z 		vhunurwa KDK z 5 . Vhunurwa iganda renyoka kana rechidzvinyu rinosara painenge yavhunura.
vhuvhurubwe 	D- 	5 	z 		vhuvhurubwe D- z 5 . Iri idombo risina kusimba, rinongopfupfunyuka kana munhu akarigumha nechakaomarara.
vise 	KD 	5 	z 		vise KD z 5 . nwiwa 5 .
vivi 	KD 	5 	z 		vivi KD z 5 . Vivi moto mukuru ungabuda sezvakaita pamatanda akakuhunwa, akazotungidzwa nemoto.
vune 	DK 	5 	z 		vune DK z 5 . maune 6 .
vuri 	DK 	5 	z 		vuri DK z 5 . buri 5 .
vuvo 	D- 	5 	z 		vuvo D- z 5 . Vuvo chimbuyu chinowanikwa munguva dzezhizha chinonwa ropa pan'ombe kana vanhu.
wara 	D- 	5 	z 		wara D- z 5 . Munhu anonzi ane wara kana achingoita zvinhu zvokuzhandukira kana zvemanyemwe.
werera 	D- 	5 	z 		werera D- z 5 . Werera ibveni rinofamba roga. chonda 7, mberera 9 .
windo 	KD 	5 	z 		windo hwindo KD z 5 . Windo iburi rinosiyiwa muchidziro kuti ripinze mhepo, kana chiedza, kana zvese. Tuwindo twemundege twudikidiki twunogara twakavhara, asi unokwanisa kudongorera uchiona makore kana pasi chaipo. fatitera 5 .
zai 	KD 	5 	z 		zai KD z 5 . Zai ndiro rinokandirwa nehuku kana shiri, rinozoburitsa nhiyo. zanda 5 .
zai rasakupenza 	KD KKDKK 	5 	z 		zai rasakupenza KD KKDKK z 5 . Ichi chipo chinopiwa kumunhu mudiki nomukuru wake, kuratidza kuti anomuda.
zainga 	DKD 	5 	z 		zainga DKD z 5 . Zainga igango rehari yakatsemuka, munokangirwa maputi nenzungu. zenga 5 .
zakwatira 	D- 	5 	z 		zakwatira D- z 5 . Izvi zvinhu zvinenge zvawanda chaizvo.
zambuko 	D- 	5 	z 		zambuko D- z 5 . Zambuko chivakwa zvimbo inofambwa nevanhu vachibira mhiri kwerwizi. Mazambuko mazhinji ari kure nemadziva engwena.
zambune 	DKD 	5 	z 		zambune DKD z 5 . hoko 9 .
zamu 	K- 	5 	z 		zamu K- z 5 . Ma zamu inhengo mbiri dzemuviri dziri pamativi echipfuva chemunhu. Mazamu evanhukadzi anokura, kuti agozoita mukaka unoyamwiwa nevana.
zana 	D- 	5 	z 		zana D- z 5 . Zana zvinhu gumi zvakapetwa kagumi.
zana 	DK 	5 	z 		zana DK z 5 . Zana zimwana renyuchi rinenge richiri gonye. Nyuchi dzinochengetera mazana adzo mumukoko.
zanda 	DK 	5 	z 		zanda DK z 5 . zai 5 .
zangira 	DDK 	5 	z 		zangira DDK z 5 . Zangira mukaka unenge wava nemazuva, wakora zvekudyisa sadza.
zango 	D- 	5 	z 		zango D- z 5 . Zango mushonga unosungirirwa muruoko, muhuro kana muchiuno.
zanhi 	K- 	5 	z 		zanhi K- z 5 . shizha 5 .
zano 	D- 	5 	z 		zano D- z 5 . Zano ipfungwa yakanaka pamusoro peimwe nyaya. Zano pangwa uine rako. Zano imhangwa kana pfungwa yokuraira nokuvaka munhu tsika dzake. Zano ishiripiti rekuona mafambisiro akanaka ehurongwa hweupenyu kana humwewo.
zanzi 	K- 	5 	z 		zanzi K- z 5 . Zanzi iruva rinoshandiswa kugeza mumba maitikira rufu.
zarima 	DKD 	5 	z 		zarima DKD z 5 . Zarima kusviba kwakanyanya kunenge kwakaita kunze. mhindo 9 .
zariro 	D- 	5 	z 		zariro D- z 5 . Ma zariro mapango anovhariswa padanga.
