apo 	D- 		bat 		apo D- bat . Izwi iri rinoshandiswa kuratidza nguva yakaitika chinhu mushure mokunge chimwezve chinhu chaitika. Vana vose vakafara apo vakazomuona mukuru wechikoro.
mupon'oro 	DKDD 	3 	z 		mupon'oro DKDD z 3 . Ichi chivakwa chitete chakarebenuka, chakaita semudhuri mutete ungavakwa uchikwira mudenga. Uyu mubato wepoto wakarebesa. Aka kumuromo kepfuti kunobuda namabara.
mupopo 	DKD 	3 	z 		mupopo DKD z 3 . Mupopo muti unobereka michero mihombe inonzi mapopo, anoti kana aibva anenge ari eyero.
mupuro 	DKK 	3 	z 		mupuro DKK z 3 . Mupuro rwumuti rwunoshandiswa pakupura zviyo.
mutemo 	DKK 	3 	z 		mutemo DKK z 3 . Mutemo mashoko anodzikwa nechinangwa chekuti pave nekugarisana kwakanaka. murau 3 . Mutemo chinhu chakatarwa kuti ndicho chinofanira kutevedzwa. murau 3 .
mharidzo 	KKD 	9>10 	z 		mharidzo KKD z 9>10 . Mharidzo mashoko anotaurwa panonamatwa kana pane musangano. Mharidzo yafata yakatendeutsa vanhu vazhinji.
mhedzisiro 	KKKD 	9 	z 		mhedzisiro mhedziso KKKD z 9 . Mhedzisiro maperero kana kwokupedzisira kwenyaya. Mhedzisiro yokudanana kwavo yakazoita muchato. magumisiro 6 . ANTONYMS mavambo 6.
mhendero 	D- 	9 	z 		mhendero D- z 9 . mupendero 3 .
mutezo 	DKK 	3 	z 		mutezo DKK z 3 . Mutezo inhengo yemuviri. Mutezo inhengo yechita.
mutinhiro 	DDKK 	3 	z 		mutinhiro DDKK z 3 . Urwu ruzha runobuda mumishini yakaita semota kana zvombo zvinodhuuka, zvakaita semabhambo kana pfuti. Urwu ruzha runowanzobatana nemheni, runoitika kana mvura ichinyaya. mupande 3 .
muto 	D- 	3 	z 		muto D- z 3 . Muto zvimvura zvinosevewa mumuriwo. Muto imvura inobva mumuchero kana muti.
mhepo 	K- 	9 	z 		mhepo K- z 9 . Mhepo ndechinovhuvhuta chisingaonekwi. Kana kusina mhepo, mabarwe haarudziki zvakanaka. Mhepo idenda rinokonzera murwere kunzwa chando kana zvazvo kuchipisa. Pamusha panonzi papinda mhepo kana paita urwere kana zvimwe zvisinganzwisisike. Mhepo kapundu kakaomarara kanomera paganda remunhu.
mhereredzo 	KKKD 	9 	z 		mhereredzo KKKD z 9 . Aya magumiro anoita zvinhu zvisina kunyatsokwanira pane zvazvanga zvichinzi zviite.
mhesero 	D- 	9 	z 		mhesero D- z 9 . Mhesero inzira yokutaura wakavanza chaicho chaicho chauri kuda kuburitsa.
mhetamakumbo 	D- 	9 	z 		mhetamakumbo D- z 9 . Uyu munhu ane urema hunokonzerwa nezvirwere zvinokonzerwa nekusadzivirirwa kwezvirwere zvevana vadiki. chirema 7 .
muenzaniso 	D- 	3 	z 		muenzaniso D- z 3 . Kupa muenzaniso kuratidza vamwe zvavangaite, kana kuti kufananidza zvinhu. mufananidzo 3 .
mufambo 	DKK 	3 	z 		mufambo DKK z 3 . Mufambo kuteera nyika uchienda kwaunenge uchida kusvika. rwendo 11 . Mufambo mutunhu wakareba pakufamba rwendo. KuMazowe kure zvakadii? Aa, pane mufambo.
mufananidzo 	DKKKD 	3 	z 		mufananidzo DKKKD z 3 . Uyu mufanikiso wemunhu kana chimwewo chinenge chatorwa nemushini. Chipo naCharisi pavakadanana, vakapanana mifananidzo yavo kuratidza rudo rwavo. pikicha 9 . Ichi chinhu chinenge chichienzaniswa nechimwe. MuBhaibheri zvinonzi Mwari akasika munhu nemufananidzo wake. Urwu runyaya rwunobuda rwuine mapikicha anenge atorwa kuti vanhu vagozoona. Takaona mufananidzo wa"Neria" nezuro patiivhii. firimu 5, bhaisikopo 5 . Iyi inyaya ine chinangwa chekudzidzisa vateereri.
mufanikiso 	DKKKD 	3 	z 		mufanikiso DKKKD z 3 . mufananidzo 3 .
muravidzo 	D- 	3 	z 		muravidzo D- z 3 . Ichi ndechokudya kana chekunwa chishomanana chaunopiwa, kana uchida kunzwa kunaka kwazvingazoita zvawanda. Vanhu vazhinji vanoda kutanga vapiwa svidoro svomuravidzo, vasati vatenga doro racho. nzwisa 9 .
murazvo 	DKD 	3 	z 		murazvo murazvu DKD z 3 . Murazvo moto unobvira uchikwira mudenga uchinge unotamba-tamba.
mureveso 	DKKD 	3 	z 		mureveso DKKD z 3 . Iri idoro rinopiwa baba vepamusha nemudzimai wavo, semucherechedzo wekuti doro ramirira kuti richinwiwa.
mutombo 	DKK 	3 	z 		mutombo DKK z 3 . Mutombo muti kana mushonga unoshandiswa kurapa kana kuuraya.
mutongo 	DKK 	3 	z 		mutongo DKK z 3 . Mutongo kuenzaniswa nokugurwa kunoitwa nyaya padare.
mutoo 	D- 	3 	z 		mutoo mutowo D- z 3 . Mutoo maitiro anoitwa zvinhu.
mutoro 	DDK 	3 	z 		mutoro DDK z 3 . Mutoro inzvimbo inoitirwa mitambo yakakosha sekupira midzimu. Mutoro inyaya kana basa rakaoma rakatarisana newe. Mutoro idoro rinobikwa vanhu vachizorishandisa kukumbira mvura kuvadzimu.
mutorododo 	D- 	3 	z 		mutorododo D- z 3 . Uku kuteerana kwezviitiko zvakareba, chimwe chichienda pamusoro pechimwe. Uku kutaura kwenguva refu mutauri asingazorori, kana kupawo vamwe nguva yekutaura. Pandakamubvunza nezvemari yangu akatangs kunditaurira mutorododo wenyaya.
mhinganidzo 	KKKD 	9 	z 		mhinganidzo KKKD z 9 . Uyu mushonga wakaipa unoshandiswa kuti pfungwa dzemumwe dzivhiringike, agotadza kuita basa rake zvakanaka, sekutadza kunyora bvunzo. mhingamupinyi 7 .
mhingo 	K- 	9 	z 		mhingo K- z 9 . Mhingo mushonga unopihwa munhu nen'anga kuti afambe nawo, kana kuisa pamusha pake, kudzinga vavengi pamwe nekuita kuti mishonga yavo ishaye basa. Mhingo idanda rinoshandiswa kuvhara pamusiwo wakaita sewetsapi.
muforo 	DKD 	3 	z 		muforo DKD z 3 . Muforo indima inenge yarimwa kana kuti icharimwa, panotenderera mombe negejo panguva imwe.
murimo 	D- 	3 	z 		murimo D- z 3 . Murimo mubairo wemabasa akaipa anenge achiitwa nemunhu. Ambuya vakagara vayambira kazukuru kavo kuti kutsva ndomurimo wemisikanzwa yekutamba nemoto. Murimo mabasa emaoko anoitwa senzira yekuzvivaraidza nayo, zvakafanana nekuruka tswanda.
muripo 	D- 	3 	z 		muripo D- z 3 . Iyi imari, kana chimwewo chinobviswa nemunhu, kutsiva mhosva yaanenge apara. Muripo imari kana chimwewo chingangobviswa nemunhu achitenga, mungave muchitoro kanawo paimwe nzvimbo.
muriwo 	DKK 	3 	z 		muriwo DKK z 3 . Muriwo mashizha anodyiswa sadza kana zvimwewo, anorimwa nevanhu kana kumera ega. Muriwo kudya kwese kwakaita senyama, hove kana mashizha kunogona kudyiswa sadza.
muromo 	D- 	3 	z 		muromo D- z 3 . Muromo inhengo yemuviri inopinda nayo chikafu, uye ine mazino nerurimi mukati. Muromo wegejo kana badza ndiwo unotanga kupinda muvhu kana richirima. Kana munhu achinzi ane muromo anenge achidenha zvikuru.
muromoromo 	D- 	3 	z 		muromoromo D- z 3 . Uku ndekwekutanga-tanga kwechinhu.
mutsago 	D- 	3 	z 		mutsago D- z 3 . Mutsago kasimbi kanomonerwa shinda, yozoiswa pazasi pemushini ichibatana neshinda yepamusoro, mushini wozosona. bhobhiri 9, chibhobhiri 7 . Mutsago chitanda chaivezwa kare chaishandiswa kutsamira wakarara. Mutsago chihomwe chakaiswa machira kana shinda yakapfava chekutsamira wakarara. piro 9, mutsago 3 .
mutsamiro 	DKKD 	3 	z 		mutsamiro DKKD z 3 . mutsago 3 .
mutsaukano 	DKKKD 	3 	z 		mutsaukano DKKKD z 3 . mutsauko 3 .
mhino 	D- 	9>10 	z 		mhino D- z 9>10 . mhuno 9 . Mhino rudzi rweimwe patani yokuruka.
mhinzo 	D- 	9 	z 		mhinzo D- z 9 . Mhinzo mashoko ekutanga panhoroondo yenyaya. Mhinzo inzira inoita kuti panzvimbo pakwanisike kusvikwa. mhinzamumba 9 .
mhirimo 	D- 	9 	z 		mhirimo D- z 9 . Mhirimo ihari huru inochengeterwa doro.
mhomho 	K- 	9>10 	z 		mhomho K- z 9>10 . Mhomho vanhu vazhinji vakaungana. Mhomho yevanhu yakadungamidzana ichipinda munhandare kunoona nhabvu.
mhondoro 	D- 	9>10 	z 		mhondoro D- z 9>10 . Mhondoro imhuka yemusango yakada kufanana nembada, inotyiwa nedzimwe mhuka. shumba 9 . Mhondoro mudzimu unochengeta vanhu vedunhu. gombwe 5 .
mugaranhoko 	DDDDK 	3 	z 		mugaranhoko DDDDK z 3 . Uhwu ura hwembudzi kana hwai, hunochengeta nhoko dzisati dzaburitswa mudumbu. mugaragovera 3, mutsindanhoko 3 .
mugopogopo 	DKKDK 	3 	z 		mugopogopo DKKDK z 3 . Iyi imhando yemuti unoreba chaizvo, uye unowanikwa kumabvazuva kwenyika yeZimbabwe.
mugorihondo 	DDKDD 	3 	z 		mugorihondo mugoriondo DDKDD z 3 . Uyu muti unoreba zviri pakati nepakati, uine mwoyo wakasimba chaizvo. mukamba 3, mungongoma 3 .
murotso 	DKK 	3 	z 		murotso DKK z 3 . Murotso mushonga unopiwa munhu kuti akwanise kurota zvinhu zvinomubatsira pane zvaanoda. Murotso mushonga unopiwa munhu kuti ataure akarara zvaasingadi kubudisa pachena akasvinura.
mutsinganhoko 	DKKDK 	3 	z 		mutsinganhoko mutsinzanhoko DKKDK z 3 . Ichi chikamu cheura chinogara nhoko dzemhuka dzakaita sembudzi, tsuro nemakwai. mugaranhoko 3 .
mutsvoritsvoto 	DDKDD 	3 	z 		mutsvoritsvoto DDKDD z 3 . Urwu rudzi rwemuti unowanzomera mumakomo, une minzwa pamapazi, uchibereka muchero unodyiwa unonzi tsoritsvoto. musvisvirondo 3 .
mhopiro 	DKD 	9 	z 		mhopiro DKD z 9 . Mhopiro kutaura kunoita munhu neruzha, akangwarisa.
mhosho 	D- 	9>10 	z 		mhosho D- z 9>10 . Mhosho kutadza kuita chinhu nemazvo kana kuti kukanganisa. mhotswa 9 . Kuita mhosho kutadza kunanga zvakanaka chinhu chawanga uchida kurova. mhotswa 9 .
mugumo 	DKK 	3>6 	z 		mugumo DKK z 3>6 . Mugumo ndipo panoperera chipi nechipi zvacho chinhu. Mugumo weundururani hwaJonasi rakazongove jeri. mhedziso 9 .
mugwango 	DKK 	3 	z 		mugwango DKK z 3 . Mugwango mwoyo kana kuti mweya wokufarira chimwe chinhu. Vadzidzi vanoita mapitse nedoro havazomboitawo mugwango nemabhuku. Mugwango kukwanisa kana kunzwisisa zvinodiwa pakufara nevamwe kana kufambidzana navo.
musakazo 	D- 	3 	z 		musakazo D- z 3 . Uyu mumhanzi zienda nakuenda, rinongorira asi pasina kuimba.
mutupo 	DKK 	3 	z 		mutupo DKK z 3 . Mutupo mucherechedzo weukama hwevanhu verudzi rumwe chete, unotorwa kubva pamhuka kana zvimwewo zvisikwa. Mutupo wenyu munoera chii? Munhu akati chimwe chinhu mutupo kwaari anenge achireva kuti haatombodi kana kuchibata kana kuchiita. Isu vanamati doro utori mutupo. Kana munhu ari nyope badza unenge utori mutupo kwaari.
mhuno 	D- 	9<10 	z 		mhuno mhino D- z 9 <10 . Mhuno mapuri ekufemesa nawo nekunhuwidza mweya yakasiyana-siyana.
mujaho 	D- 	3 	z 		mujaho mujahwo D- z 3 . Mujaho mutambo unenge vanhu vachiita zvinhu zvakaita sekumhanya netsoka kana nemabhiza, kuti vaone anokunda vamwe. makwikwi 6 .
musambo 	D- 	3 	z 		musambo D- z 3 . Musambo ibutwa rakaputirwa neuswa kana nemashizha. mushunje 3 . Musambo maitiro emumwe munhu, kazhinji anenge asina kunaka. Musambo wako wekufamba usiku, uchakupinza muna taisireva. magariro 6 . Musambo rudzi rwemhanzi. Zvino chiregai timbokuridzirai musambo werumba.
musatanyoko 	DDKDD 		kanu 		musatanyoko musatakanyoko DDKDD kanu . Iri izwi rekutuka munhu nezvamai vake rinonyadzisa nekurwadzwa chose.
muururo 	DKKD 	3 	z 		muururo DKKD z 3 . Iyi isimbi inoti, kana yaiswa muchoto yapisa, yobooreswa zvinhu zvakaita semipinyi yemapadza kana yematemo. mupfondo 3 .
muuyo 	D- 	3 	z 		muuyo D- z 3 . Muuyo kunze kwemadziro emba.
mukarirano 	D- 	3 	z 		mukarirano D- z 3 . Uku kusada kuita basa kwevanhu, mumwe nemumwe achiti mumwe ndiye anofanirwa kuriita.
muko 	DK 	3 	z 		muko DK z 3 . Muko mutemo unoti ukakanganiswa, pane chinoitika kuna nyakukanganisa. MaShona ane muko wekuti munhu haafaniri kudya mutupo. Muko mutemo wezvinorambidzwa kana zvinotofanirwa kuitwa, zvinonzi nen'anga kana ukasazvitevedza mushonga wayakupa hauzoshanda.
museredzero 	D- 	3 	z 		museredzero D- z 3 . Utwu twunwiwa kana twudyiwa twunodyiwa mushure mekudya kukuru kwenguva iyoyo. Mazuva ese tapedza kudya sadza remanheru, amai vangu vanototi vabike tii yemuseredzero.
Muvhuro 	D- 	3 	z 		Muvhuro D- z 3 . Muvhuro ndiro zuva rekutanga pavhiki. Musumbunuko 3, Mande 9 .
muwirowiro 	DKDKD 	3 	z 		muwirowiro DKDKD z 3 . Uyu muti unomera panzvimbo ine mabwe. mukosvo 3, mudanhatsindi 3 .
muyapo 	D- 	3 	z 		muyapo D- z 3 . Muyapo rubatsiro rwaunowana. ruyamuro 11 .
miriro 	D- 	9 	z 		miriro D- z 9 . Miriro itarisiro yekuti chimwe chinhu chiitike.
mo-o 	K 		ny 		mo-o K ny . Kuti mo-o kuita ruzha kwenyuchi dzakawanda. nzi-i .
mokoto 	D- 		ny 		mokoto D- ny . Kuti mokoto kuparara kwechinhu chaiswa mumvura. Kuti mokoto kuyerera kwemisodzi kana kwejecha.
mukoto 	DDK 	3 	z 		mukoto DDK z 3 . Mukoto karwizi kadiki diki. karukova 12 .
mukundo 	DKK 	3 	z 		mukundo DKK z 3 . Mukundo kuita zvinhu zvisingafadze vamwe pamusana pekuti unoti uri mukuru, kana kuti unoti ndiwe unoziva. chisimba 7 .
mushapato 	DKKK 	3 	z 		mushapato DKKK z 3 . Izvi zvinyamanyama nezviroparopa zvinobuda panosunungukwa mwana. musana 3 .
mosikito 	DDKD 	9>10 	z 		mosikito DDKD z 9>10 . umhutu 14 .
mushumbo 	DKK 	3 	z 		mushumbo DKK z 3 . Mushumbo kudokwairira kunoita munhu kurara nemumwe waanenge achiva. ruziso 11 .
mbiradzakondo 	DDKDD 	10 	z 		mbiradzakondo DDKDD z 10 . Uku kusungwa kunoitwa munhu makumbo nemaoko, zvekuti anenge asisagone kana kutsukunyuka.
mbocho 	D- 	9<10 	z 		mbocho D- z 9 <10 . Mbocho imbudzi hono isina kugadziriswa. gotora 5 .
mboko 	D- 	9<10 	z 		mboko D- z 9 <10 . Mboko inhanga rine mavara mavara, kazhinji machena nematema.
motsiro 	DKD 	9 	z 		motsiro DKD z 9 . Motsiro maverengerwo enhamba yekutanga nevana, pavanenge vachiverenga vachitamba mutambo wavo. Vana vanotamba vachiti motsiro - dhendere - wagara - mashango. . . . . . . poshiro 9 .
mubati wechigaro 	DKK DKDD 	1 	z 		mubati wechigaro DKK DKDD z 1 . Uyu munhu anotungamirira musangano. sachigaro 1a .
mubato 	DKK 	3 	z 		mubato DKK z 3 . Mubato chihochekero kana chimupon'oro chiri pamidziyo, chinoshandiswa kuitakurisa. Mubato wepoto iyoyo uchiri kupisa. Ubate nemucheka.
munamato 	D- 	3 	z 		munamato D- z 3 . Aya mazwi anotaurwa kuna Mwari kana kuvadzimu, vanhu vachikumbira kana kutenda zvakasiyana-siyana. munyengetero 3 .
musimbiro 	DDKK 	3 	z 		musimbiro DDKK z 3 . Musimbiro wemunhu kuwanda kwenyama dzemuviri wake. Musimbiro wemunhu kukwanisa kwake kuita zvinorema asi asingakasiri kuneta. Musimbiro wechinhu kugona kugara kwenguva refu kwacho chisati chaparara.
musindo 	D- 	3 	z 		musindo D- z 3 . Musindo muitiro wekuda kurwa nguva zhinji. mheremhere 9 . Musindo ruzha runonyaudza chaizvo. Marori mahombe anotiitira musindo isu tichida kurara.
musiwo 	DKD 	3 	z 		musiwo musuwo DKD z 3 . Musiwo iburi rekupinda naro mumba kana munzvimbo yakavakirirwa. mukova 3 . Musiwo ndechinovhurwa kana kuvharwa, kana munhu achipinda kana kubuda mumba kana mumotokari. sasa 5 .
musokoso 	D- 	3 	z 		musokoso D- z 3 . Iyi inhamo inoshevedza dzimwe nhamo.
mubayiro 	D- 	3 	z 		mubayiro D- z 3 . Uyu mugove unopiwa munhu kana akunda vamwe, kana kuti aita chimwe chinhu chinorumbidzwa. Iyi imari kana zvimwewo zvaunogona kupihwa mushure mekunge washandira mumwe munhu. mubhadharo 3, muripo 3 .
mubhadharo 	D- 	3 	z 		mubhadharo D- z 3 . Ichi ndechinobviswa pakutenga chinhu, kazhinji iri mari. muripo 3 . Ichi ndechinopihwa munhu anenge akushandira. muripo 3 . Ichi ndechinobviswa neanenge atadzira mumwe kuti mumwe wake amuregerere. muripo 3 .
mubobo 	D- 	3 	z 		mubobo D- z 3 . Mubobo inyoka huru yakasvibirira inowanzoonekwa mumakomo, ine uturu hunouraya. rovambira 5, nzayo 9 .
mubobobo 	D- 	3 	z 		mubobobo D- z 3 . Mubobobo mushonga unonzi unoshandiswa nevarume kupindira nekunorara nevakadzi nevanhukadzi, kana varume vavo varere navo vasingazive kuti ndizvo zviri kuitika. muchemedzambuya 3 .
musono 	D- 	3 	z 		musono D- z 3 . Musono ndepanenge pakabatanidzwa napo chisonwa.
musoro 	DKK 	3 	z 		musoro DKK z 3 . Musoro inhengo yemuviri ine nzeve, maziso, vhudzi, mhino nezvimwewo. Chinhu chine musoro chinhu chinoratidza njere. pfungwa 9 . Kana munhu achirwara ne musoro anenge achirwadziwa nawo uchimutema. Musoro izita rebhuku kana nyaya, sekuti "Chakwesha".
musoso 	D- 	3 	z 		musoso D- z 3 . Aka kasora kanotunga kubva muvhu, kanoita tuminzwa tunobaya. mufeso 3 .
musudzo 	D- 	3 	z 		musudzo musuzo D- z 3 . Uyu mweya unoburitswa nemunhu nekumashure, unogona kubuda chinyararire uchiti pfu-u, kana kubuda zvine ruzha uchiti bhu. rusudzo 11 .
musumbunuko 	D- 	3 	z 		musumbunuko D- z 3 . Iri izuva rekutanga resvondo, panotanga vanhu kushanda. Muvhuro 1a .
musumo 	DKK 	3 	z 		musumo DKK z 3 . Musumo kakari kanotanga kupiwa muridzi wemusha, kumuratidza kuti doro rava kuda kunwiwa. Musumo mashoko ekutanga anotaurwa kana vanhu vachipira kuvadzimu. Musumo mashoko anonyorwa kwekutanga kwebhuku.
muchato 	D- 	3 	z 		muchato D- z 3 . Muchato kubatanidzwa kwevaviri vanenge vafunga zvekuroorana. Muchato mabiko anoitirwa vaviri vanenge vachiroorana. Takadya tikazvimbirwa kumuchato waMai naBaba Tinarwo.
munyatso 	D- 	3 	z 		munyatso D- z 3 . Munyatso pamuromo pezamu panobuda nemukaka.
munyengetero 	DKKKD 	3 	z 		munyengetero DKKKD z 3 . Uyu munamato kana chikumbiro kuna Mwari kana kuvadzimu. munamato 3 .
musungo 	DKK 	3 	z 		musungo DKK z 3 . Musungo itambo chero chimwewo chinosevenzeswa pakusunga zvinhu zvakasiyana-siyana. Musungo itambo kana waya inosevenzeswa pakuteya mhuka dzakaita diki setsuro.
musvo 	DK 	1 	z 		musvo musho DK z 1 . Musvo munhu anenge asina kufukidza muviri wake nenhumbi, kana zvimwewo zvingaputira muviri. mushwi 3 . Musvo imbeu yakaita sechibage kana zviyo, painenge yapurwa yabva pana mai vayo. Musvo imari yesimbi yakaparadzana, asi yakawanda.
muchero 	D- 	3 	z 		muchero D- z 3 . Muchero mwana wemiti, angava anodyiwa kana asingadyiwi.
muoneko 	D- 	3 	z 		muoneko D- z 3 . muonekedzo 3 .
mupakato 	DKKD 	3 	z 		mupakato DKKD z 3 . Ichi chisimbi kana chijira kana chimuti chinobatiswa chese chese chingangosimudzwa chakaita sebhegi kana poto. mubato 3 .
rumano 	D- 	11 	z 		rumano D- z 11 . Rumano mudziyo wokubatisa mapuranga kuti asazungunuka kana achivezwa. vhaisi 9, chimano 7 .
rumino 	D- 	11 	z 		rumino D- z 11 . Kana munhu ane rumino , anenge achikasika kuramwa. Baba vane rumino varamba kuroodza mwana.
sero 	KD 	9>10 	z 		sero KD z 9>10 . Sero zvinhu zvadzikiswa mitengo muchitoro. Kana kwaKupfumaishungu kune sero, vanhu vanotsikirirana, vachitenga hembe.
runjirusitungenguo 	DKDKDDDD 	11 	z 		runjirusitungenguo DKDKDDDD z 11 . Iri izwi rinoshandiswa kutsanangura mukadzi anenge akanaka zvakanyanya, zvokuti anofananidzwa netsono yakanakisisa zvokuti haisoneswi kuri kutyira kuti ingazokuvara.
sipo 	D- 	9>10 	z 		sipo D- z 9>10 . Sipo chigadzirwa chinopupuma, chinoshandiswa kubvisisa tsvina panhumbi kana pamwewo. sepa 9 .
runyararo 	DKKD 	11 	z 		runyararo DKKD z 11 . Kana panhu paine runyararo panenge pasina kana karuzha zvako. Iyi inguva yorudekaro pasina ari kukonana nomumwe.
runyindo 	D- 	11 	z 		runyindo D- z 11 . Runyindo kuva nokugutsikana nokusatya pane zvaunoita. Ndakanyora bvunzo ndiine runyindo.
ruoko 	DKK 	11>6 	z 		ruoko DKK z 11>6 . Ruoko mutezo wemunhu unoshandiswa kubata zvinhu, unobva pabendekete kusvika kuminwe.
ruombeko 	D- 	11 	z 		ruombeko D- z 11 . rubhabhatidzo 11 .
rupanzo 	DKK 	11 	z 		rupanzo DKK z 11 . Rupanzo kurwara kunoita munhu achinzwa mudumbu, achiburitsa tsvina yakaita mvura. manyoka 6, rupazho 11 .
rupazo 	D- 	11 	z 		rupazo D- z 11 . Rupazo kuva nekunzwa kuda kungopaza zvinhu. Mbavha ine rupazo.
rupfumbidzo 	D- 	11 	z 		rupfumbidzo D- z 11 . Ichi chipo chinopiwa munhu neanenge achimutumidza zita. Babamukuru vakapa mwana rupfumbidzo, kuitira kuti abvume zita ravo.
rupipiro 	DKKD 	11 	z 		rupipiro DKKD z 11 . Uku kuita kwemunhu anenge achireverera anonenerwa mhosva kuti asabatwa nayo. Gweta raiva nerupipiro nokuti raiva rabhadharwa.
ruponeso 	DKKD 	11 	z 		ruponeso ruponiso DKKD z 11 . Uku kununurwa kunoitwa vanhu naKristu kubva muzvivi.
shandiro 	KKD 	9>10 	z 		shandiro KKD z 9>10 . Shandiro ibhasikiti kana ndiro huru inoshanda mabasa akasiyana-siyana.
shanduro 	D- 	9>10 	z 		shanduro D- z 9>10 . mhinduro 9 .
shangameso 	K- 	9 	z 		shangameso K- z 9 . eUyu mubairo unopihwa munhu anenge anhonga chinhu chinenge charasika.
rupupiro 	D- 	11 	z 		rupupiro D- z 11 . Iri ifuro rinobuda pamuromo pemunhu kana ataura kwenguva refu. Uku kuva munhu anopopota kana kuti anotaurisa.
ruredzo 	DDK 	11 	z 		ruredzo DDK z 11 . Ruredzo mashizha omufeso anoshandiswa somushonga anoti ukaakwiza ukaisa mumvura anorera. Kare vasikana vaigeza vhudzi ravo neruredzo kuti rinakirire.
rusariro 	DKKD 	11 	z 		rusariro DKKD z 11 . Ichi chuma chakatungwa chine chipiyaniso chokuverengesa minamato. ruzariro 11 .
shanguriro 	D- 	5 	z 		shanguriro D- z 5 . Urwu rudzi rwembira ine zvokuridza zvipfupipfupi. chipfuriro 7 . Iyi inzvimbo inopfurirwa simbi.
sonho 	KD 		ny 		sonho KD ny . Kuti sonho kuwa uchibva pakakwirira zvikuru.
rushambo 	DKK 	11 	z 		rushambo DKK z 11 . Rushambo chibhandi chakarukwa nemauswa kana netambo dzesimbi, chinopfekwa mumaoko.
ruso 	DK 	11 	z 		ruso DK z 11 . Ruso kuva nekufambirana zvakanaka nezvaunoita nguva dzose.
rusudzo 	D- 	11 	z 		rusudzo rusudze D- z 11 . Rusudzo mweya unonhuhwa, unobuda kusure zvisina ruzha. Kana munhu akadya nyemba anoita rusudzo.
rusununguko 	DKKKD 	11 	z 		rusununguko DKKKD z 11 . Uku kuva norugare muchizvitonga pamadiro. MuZimbabwe vanhu vatema vakawana rusununguko kubva kuvapambepfumi mugore ra1980. ANTONYMS utapwa.
soso 	D- 	5 	z 		soso D- z 5 . Soso munzwa wakaomarara mupfupi, une miromo miviri. feso 5 .
suko 	D- 	5 	z 		suko D- z 5 . Suko ivhu jena rinoshandiswa pakudzudzura madziro.
rutondedzo 	DKKD 	11 	z 		rutondedzo DKKD z 11 . Uyu mucherechedzo wokuyeuchidza munhu. Mudonzvo uyu rutondedzo rwasekuru vangu vakafa.
rutsero 	D- 	11 	z 		rutsero D- z 11 . rusarura 11 .
rutsigiro 	DKKD 	11 	z 		rutsigiro DKKD z 11 . Iyi imari inobviswa kuti igoshandiswa basa rinoyamura vanhu vechechi.
tano 	K- 		pr 		tano K- pr . Munhu mu tano ndeane muviri wakanaka, usina chirwere.
ruvaravando 	D- 	11 	z 		ruvaravando D- z 11 . Izvi ndezvinotaurwa kana kuitwa muchihwande. Hondo yechimurenga yaiva ruvaravando.
ruvheneko 	D- 	11 	z 		ruvheneko D- z 11 . ANTONYMS rima 5. rujeko 5 .
ruvhevho 	D- 	11 	z 		ruvhevho D- z 11 . Ruvhevho kunyengedza mumwe kuti asaziva chokwadi.
ruwadzano 	D- 	11 	z 		ruwadzano D- z 11 . Uku kunyatsonzwana kana kuwirirana kunoita vanhu. Ichi chita kana kuungana kwevatenderi pamwe chete vachibva munharaunda dzakasiyana, vachiuya kuzorariroimba nekunamata vari pamwe.
suo 	KD 	5 	z 		suo KD z 5 . Suo mukana unopinda nawo vanhu munzvimbo yakakura. Suo renhandare yebhora rakasara rovhurwa, vanhu vatomirira.
ruzivo 	DKK 	11 	z 		ruzivo DKK z 11 . Ruzivo injere dzekugona nekuziva zvakawanda. Mwana wangu angangoita ruzivo nezvechirwere chamunotaura ichi, nokuti iye ndichiremba. Ruzivo kuva nepfungwa dzekuona zvakanaka nezvakaipa muupenyu.
ruzvidzo 	D- 	11 	z 		ruzvidzo D- z 11 . Ruzvidzo kutarisira mumwe pasi, uchiona sepasina zvaanogona kana kuziva. rushoro 11 . ANTONYMS rukudzo 11.
shodo 	KD 		ny 		shodo KD ny . Kuti shodo kuzadza saki zvakanyanya. shutu . Kuti shodo kukuvara panzvimbo dzomuviri dzinosangana mabhonzo, wakanganisa kutsika kana kuti watsikirirwa.
shoko 	DK 	9<10 	z 		shoko DK z 9 <10 . tsoko 9 . Shoko izwi raunotaura nomuromo wako.
shokoshoko 	D- 		ny 		shokoshoko D- ny . Kuti shokoshoko ruzha runoitwa nenzungu dzisati dzamenywa.
tariro 	D- 	9 	z 		tariro D- z 9 . Tariro chivimbo chokuwana zvinofadza zvichauya, kana kuti zvichaitika. MaKristu ane tariro yokuenda kudenga kana afa. Tanga tisina tariro yekuti vachasvika nhasi. -tarisiro .
surudzo 	KKD 	9<10 	z 		surudzo KKD z 9 <10 . Surudzo mudziyo unoiswa ivhu rine munyu, munozodirwa mvura ichibuda nemuromo unenge wakataridzwa pasi painochingidzirwa. Surudzo imvura inomiminwa mudota, inobikiswa derere nayo.
