Agasiti 	KDDD 	1a 	z 		Agasiti KDDD z 1a . Iri izita romwedzi wechisere pamwedzi gumi nemiviri yegore. Nyamavhuvhu 1a .
sheti 	KD 	9 	z 		sheti KD z 9 . shati 9 .
ruzhinji 	DKK 		dc 		ruzhinji DKK dc . Uku kuverenga kunoratidza kuti zvinotaurwa nezvazvo zvaitwa kakawanda. Ndinosiinda kwambuya ruzhinji kudarika kwavatete.
shi 	K 		ny 		shi K ny . Kuti shi kusunga chinhu zvakasimba. Mukadzi akasunga chimwanda cheuswa kuti shi.
shirikadzi 	KDKD 	9>10 	z 		shirikadzi KDKD z 9>10 . Uyu mukadzi akafirwa nomurume.
shishi 	DK 	9 	z 		shishi DK z 9 . Shishi kuita chinhu pfungwa dziri pamwe chete, zvokuti unenge usinei nezvinenge zvichiitika pakakukomberedza.
tapitapi 	KDKD 		ny 		tapitapi KDKD ny . Kuti tapitapi kuzipa parurimi kunoita shuga kana zvimwewo.
ruzhinji 	DKK 	11 	z 		ruzhinji DKK z 11 . Chinhu che ruzhinji chinenge chiri chemunhu wese chisina anoti iye ndechangu. Handei tinoshandisa chimbuzi chepamusiki cheruzhinji.
rwaivhi 	DKD 	11 	z 		rwaivhi rwavhi DKD z 11 . Rwaivhi kapuka kanofamba zvishoma kachiita zvekusikiza, uye kachichinja ruvara rwako zvinoenderana nepakanenge kari, kuti kasakurumidze kuonekwa. Rwaivhi rwunofarira kudya tupuka tudiki, twarwunobata nerurimi rwarwo rwunotatamuka.
rwi 	D 		ny 		rwi D ny . Kuti rwi kuunganidza zvinhu panhu pamwe, nguva imwe. Akati huni pamadziro rwi.
shishishi 	K- 		ny 		shishishi K- ny . Kuti shishishi kuomarara kwechinhu changa chakapfava sesadza. Kuti shishishi kusunga zvakasimba.
shishivari 	D- 	9>10 	z 		shishivari D- z 9>10 . Uyu munhu ane mwoyo wakaoma chaizvo.
shohori 	DKK 	5 	z 		shohori shohwari DKK z 5 . Shohori ishiri ine muromo murefu, inoonekwa munyika muno muzhizha. dambiramurove 5, shuramurove 5 .
tari 	KD 		ny 		tari KD ny . Kuti tari kumedza kudya usina kutsenga.
sutukesi 	KDDD 	9>10 	z 		sutukesi KDDD z 9>10 . Uyu mudziyo ine makona mana, unoiswa nhumbi pakufamba rwendo, kana kungoti dzigaremo. svutukesi 9 .
sadhibhi 	KKD 	1a 	z 		sadhibhi KKD z 1a . Sadhibhi munhu anochengetedza dhibhi nokudhibhisa mombe. mudhibhisi 1 .
shombori 	K- 	9>10 	z 		shombori K- z 9>10 . Shombori kamuti kanotanda, kanoberekera pasi vana vakaita zvibhora, vanonzi shombori. tsombori 9 .
sai sai 	D- 		ny 		sai sai D- ny . Kuti sai sai kuzvimba kwenhengo yemuviri. Akarohwa nezvibhakera kumeso kukati sai sai. Kuti sai sai kuzara nepamusoro kunenge kwakaita rwizi.
saisai 	D- 	5 	z 		saisai D- z 5 . masaisai 6 .
saizi 	KDD 	9 	z 		saizi KDD z 9 . Saizi ukuru hwechipfeko kana zvimwewo zvinhu. Mudzidzisi wedu anopfeka shangu saizi teni.
sakani 	KKD 				sakani KKD . saka .
shoti 	KD 	9 	z 		shoti KD z 9 . Shoti ibhora rinenge rarohwa zvakasimba. Chenge akarova shoti, bhora rikabva ramwa.
saki 	DK 	5 	z 		saki DK z 5 . saga 5 .
samanisi 	KKDD 	5 	z 		samanisi KKDD z 5 . Iyi itsamba inenge ichibva kumapurisa, ichikushevedza kumatare emhosva. Akatumirwa samanisi kuti aende kudare musi weChishanu.
sambureni 	KDKD 	9>10 	z 		sambureni samburera KDKD z 9>10 . Uyu mudziyo wakaita dendenedzi, unoshandiswa kuzvidzivirira mvura kana zuva.
svitsi 	KD 	9 	z 		svitsi KD z 9 . Svitsi ibere rine mavara mavara matema.
samukadzi 	KKKD 	1a 	z 		samukadzi KKKD z 1a . Ava ndivatete vakuru vomudzimai wako.
samunyori 	KDKK 	1a 	z 		samunyori KDKK z 1a . Uyu munhu ane chinzvimbo chokunyora zvataurwa kana zvaitwa pamusangano. mabharani 1a .
sandibhokisi 	KDKDD 	9 	z 		sandibhokisi sandebhokisi KDKDD z 9 . Uyu mushonga muchena, wakaita sezai reshiri, unoiswa nhumbi kuti dzinhuhwire. sendibhokisi 9 .
shuramaneji 	DDKDK 	5 	z 		shuramaneji shuramaninji DDKDK z 5 . Ichi chinhu chinoshamisa, chinoratidza kuti pangangoitika chinhu chakashata mberi. Uyu munhu anongoita zvinhu zvake asingambonyari kuti panaani.
shuresi 	KDD 	9/5>6 	z 		shuresi KDD z 9/5>6 . Shuresi itambo yokusungisa shangu.
tekisi 	KDD 	9 	z 		tekisi KDD z 9 . Tekisi imotokari yakaita diki, yaunokwanisa kuhaya kuti ikuendese kwaunoda. kebhu 9 . Tekisi imari yaunobhadhara kuhurumende, inobva pamari yaunotambira kana imwewo yaunongowana. mutero 3 . Tekisi imari yaunobhadhara musure mokunge watenga muchitoro kana kuitirwa mamwe mabasa, asi iyo ichizoendeswa kuhurumende. Ndakabhadhara tekisi kugaraji musure mokunge vandigadziria motokari yangu. mutero 3 .
saradhi 	KDD 	9>10 	z 		saradhi KDD z 9>10 . Saradhi kudya kunogadzirwa nemiriwo mimbishi yakachekwa-chekwa, ndokuiswa ruomba, yozodyiwa yakadaro.
shuwishuwi 	DKDD 	5 	z 		shuwishuwi DKDD z 5 . Ichi chinanairwa chakada kufanana negurwe, asi icho chisina mapapiro, uye chichiita ruzha runofanana nezita racho.
sarurabenzi 	DDDKK 	5 	z 		sarurabenzi DDDKK z 5 . Uku kuti mumwe ashaye chimwe chinhu oga, asi vamwe vose vapuwa.
Satani 	KDD 	1a 	z 		Satani KDD z 1a . Satani mweya wakaipisisa kudarika imwe mweya yose, wakadzingwa kudenga naMwari nokuda kokusaterera. Dhiyabhorosi 1a, Bukanana 1a, Gara 1a, Munyengeri 1, Garanyanya .
shwi-i 	K 		ny 		shwi-i K ny . Kuti shwi-i kuzara zvakanyanya. Bhazi rakanga rakati shwi-i kuzara. Kuti shwi-i kubopa mabhureki nokukurumidza.
si 	K 		ny 		si K ny . Kuti si kutandanisa wakazvipira, uchida kubata chauri kutandanisa chacho.
siinzi 	KDK 	9 	z 		siinzi KDK z 9 . Siinzi inzvimbo kana nguva yokusangana kwavanhu vanenge vapangana.
sikavakadzi 	DDDKK 	5 	z 		sikavakadzi DDDKK z 5 . Ava vana vemuti unonzi musikavakadzi.
siketi 	DKD 	9>10 	z 		siketi DKD z 9>10 . Siketi chipfeko chavanhukadzi chinopfekwa nebhurauzi kana kuti nesikipa kumusoro kwacho.
siki 	KD 	9 	z 		siki KD z 9 . Siki chirwere chinokonzerwa nokusangana komurume nomukadzi, mumwe wavo achinge aine chirwere chacho.
tenisi 	KDD 	9 	z 		tenisi tenesi KDD z 9 . Tenisi ishangu inogadzirwa nomucheka, kana kuti nejira gobvu rakasimba. Tenisi kabhora kaduku kakazara nomweya, kanotambiswa mitambo. Tenisi mutambo unowanzotambwa navanhu vaviri, vari kumativi akasiyana, vachishandisa bhora retenisi.
Tenzi 	KD 	1a 	z 		Tenzi KD z 1a . Tenzi rimwe zita rinoreva Jesu mununuri wapasi.
tepi 	DK 	1a 	z 		tepi DK z 1a . Tepi munhu mutete, ane chimiro chinoyevedza.
rukisheni 	DKDD 	11 	z 		rukisheni DKDD z 11 . Idzi dzimba dzinenge dziri muguta dzakavakwa panzvimbo imwe ichishevedzwa nezita rimwe chete. Anogara kurukesheni rweDzivarasekwa.
rukodzi 	DKD 	11 	z 		rukodzi DKD z 11 . Rukodzi ishiri inodya hukwana kana dzimwe shiri, inovaka dendere mumiti yakareba. rukodzi 11 .
rukundi 	DDK 	11 	z 		rukundi DDK z 11 . Rukundi chirwere chekuunduka mvere chinobata imbwa. chikundu 7 .
rukuni 	DKK 	11>10 	z 		rukuni DKK z 11>10 . Rukuni muti mudiki wakaoma uri mutete, uye wakati rebei, wakavhunika kana kutemwa, ungashandiswa kuvesa moto.
savasi 	DKD 	5 	z 		savasi DKD z 5 . Savasi ivhu dzvuku rakakora.
sekeni 	KDD 		dc 		sekeni KDD dc . Sekeni inzwi rinotaridza chiito chinotora nhambo shomanene. Mbwa dzakapedza mukonde wesadza sekeni.
sekondi 	KDD 	9>6 	z 		sekondi KDD z 9>6 . Sekondi chidimbu chenguva chimwe chete kubva pazvidimbu makumi matanhatu zvinotipa miniti.
sikurufizi 	DKDKD 	9 	z 		sikurufizi DKDKD z 9 . Iyi imari inobhadharwa kuti mwana wechikoro akwanise kupinda chikoro.
tepi 	KD 	9 	z 		tepi tepu KD z 9 . Tepi kabhande kakareba kanoshandiswa kuyera kureba kana kupfupika kwechinhu. Tepi ipombi inoburitsa mvura. dapamazwi 5 . kaseti 9 .
tererini 	D- 	9 	z 		tererini D- z 9 . Ichi chinhu chipi nechipi zvacho chinomukurumbira panguva iyoyo.
tererini 	DDKD 	9 	z 		tererini DDKD z 9 . Iyi isiketi ine mamino mamino akawanda, yakaita mukurumbira kare.
nyini 	D- 	9>10 	z 		nyini D- z 9>10 . beche 5 .
pasipoti 	KDDD 	9>10 	z 		pasipoti KDDD z 9>10 . Iri igwaro rehurumende rinenge rine zita rako, mufananidzo wako nerumwe ruzivo pamusoro pako, raunoshandisa pakubuda nokupinda munyika yako nemune dzimwe nyika.
patani 	KDD 	9 	z 		patani peteni KDD z 9 . Patani zvidavado zvokuruka kana kusona nazvo.
pati 	KD 	9>10 	z 		pati KD z 9>10 . Pati igungano rokunwa nokudya vanhu vachipemberera chimwe chinhu.
rudzi 	D- 	11>6 	z 		rudzi D- z 11>6 . Rudzi imhando kana mucherechedzo unoita kuti pave nerusiyano. Musasa rudzi rwemuti rwakasiyana nomuhacha kana mususu. Panyika pazere marudzi evanhu.
nyodzvi 	DK 		ny 		nyodzvi DK ny . Kuti nyodzvi kunyura kwechinhu mumvura chisingazoonekwi zvakare.
pfuzi 	K 	5 	z 		pfuzi pfudzi, fudzi K z 5 . Pfuzi inhengo yemuviri iri pakati pehuro nepanogumira maoko.
-pi 	K 		bvunz 		-pi K bvunz . Tinoshandisa - pi kana tichibvunza mubvunzo wenzvimbo inenge ichirehwa nemunhu. Wakamuonera kupi musikana uyu?
pichisi 	KDD 	5 	z 		pichisi KDD z 5 . Pichisi muchero womuti wemupichisi, wakaurungana, wakapfava uye une ganda nyoro, uine mhodzi yakaomarara mukati.
nyungururwi 	KKDK 	9>10 	z 		nyungururwi KKDK z 9>10 . Aka kapuka katema kanogara mumvura yakadzikama, kanofamba kachiita zvekutsvengana-tsvengama kachitenderera. nyungurwi 9 .
peni 	KD 	9>10 	z 		peni KD z 9>10 . Peni imari diki pane dzose, yaimboshandiswa kare muZimbabwe. sendi 5, kobiri 5 .
pigidi 	DDK 		ny 		pigidi DDK ny . Kuti pigidi kuwedzera zvinhu noruoko zvobva zvawandisa, sezvinoitika pakurunga munyu kana kuzora mafuta.
piki 	KD 	9>10 	z 		piki KD z 9>10 . Piki mudziyo wokucheresa pakaomarara, unochera nemativi ose maviri.
pikiniki 	KDDD 	9>10/6 	z 		pikiniki KDDD z 9>10/6 . Kana vanhu vakaenda ku pikiniki , vanenge vambosuduruka kundotandara panzvimbo iri kure nedzimba, kazhinji vachitoenda nezvinhu zvokunodya nokunwa ikoko. pikiriki 9 .
raundi 	KDD 	5/9>6 	z 		raundi KDD z 5/9>6 . Ma raundi majanha ekupana mari kana midziyo yemumba, anowanzoitwa mudzimba. Raundi majanha ekutengerana doro. Ma raundi inguva inotorwa vanhu vari mudariro retsiva vasati vazorora.
ravi 	D- 		ny 		ravi D- ny . Kuti ravi kunanzva chekudya kana zvimwewo, uchida kunzwa kuti zvasvika papi pakuibva.
nyurusi 	KDD 	5 	z 		nyurusi KDD z 5 . Nyurusi mwana anozvarwa panenge pasangana bhiza nedhongi. meura 5 .
-nzii 	KD 		bvunz 		-nzii nzwii KD bvunz . Kana munhu achinzi a nzii kunenge kuri kubvunza kuti aitwa sei.
peteni 	KDD 	9>10 	z 		peteni patani KDD z 9>10 . Peteni inzira yokusona kana kuruka nayo.
pimhiri 	K- 		ny 		pimhiri K- ny . Kuti pimhiri kudonha kunoita chinhu chakaita sebhonzo guru, richiwira pasi kana pachinhu chakanyorovera.
pindikiti 	D- 		ny 		pindikiti D- ny . Kuti pindikiti mumba kupinda mukati nokukasika, kana panguva yawanga usingatarisirwi nevanhu vanenge varimo.
pindirikiti 	D- 		ny 		pindirikiti D- ny . pindikiti .
rekeni 	KDD 	9 	z 		rekeni KDD z 9 . Rekeni itambo inovedzengwa kubva pachubhu inotatamuka. Rekeni chimudziyo, chinogadzirwa netambo inobva pachubhu inenge yakasungirirwa pachitanda chinenge vara Y, chinoshandiswa kurovesa shiri.
reki 	KD 	9>10 	z 		reki KD z 9>10 . Reki mudziyo une mazino esimbi akaenzaniswa, unosevenzeswa kuunganidza marara kana kuenzanisa ivhu.
peyi 	KD 	9>10 	z 		peyi KD z 9>10 . Peyi imari inotambiriswa munhu kana aita basa.
pfambi 	K- 	9>10 	z 		pfambi K- z 9>10 . Pfambi mukadzi anorara nevarume vakawanda, achivabhadharisa mari.
pini 	KD 	9>10 	z 		pini KD z 9>10 . Pini kasimbi kadiki, kane muromo wakapinza, kanoshandiswa pakunamatidza zvinhu zvakaita semapepa nemachira.
rendi 	KD 	9>10 	z 		rendi KD z 9>10 . Rendi imari yokubhadhara somuripo wokushandisa mudziyo usiri wako. Rendi inguva inorangarirwa nevatendi kutambudzika kwakaita Kristu, mumazuva ekunge tosvika nguva inoyeukwa kufa kwaJesu pamuchinjiko.
renikoti 	KDDD 	9>10 	z 		renikoti KDDD z 9>10 . Ichi chipfeko chinopfekwa kudzivirira mvura kuchinaya.
pfari pfari 	DK + 		ny 		pfari pfari DK + ny . Kuti pfari pfari kubanha kunoita mhuka kana shiri inenge yava kufa.
pinimini 	K 		ny 		pinimini K ny . Kuti pinimini kuzvongonyoka nokukasika, sezvinota muswe wagurwa pachipuka chipenyu. Kuti pinimini kufambisa muswe kubva kune rimwe divi kuenda kune rimwe.
pinjiri 	K- 		ny 		pinjiri K- ny . Kuti pinjiri kuisa chimwe chinhu pane imwe nzvimbo chakachinjika.
pinjisi 	KDD 	9>10 	z 		pinjisi KDD z 9>10 . Pinjisi mudziyo wakada kuita sechigero, unoshandiswa kugura, kusunga nokusunungura semabhaudhi newaya.
ribhoni 	KDD 	9>10/6 	z 		ribhoni KDD z 9>10/6 . Ribhoni kamucheka katete kanopenya, kanosungwa mumusoro, pahembe kana pamudziyo usati wavhurwa.
rikiti 	K- 		ny 		rikiti K- ny . Kuti rikiti kuwira pasi kwechinhu chinorema.
rimi 	K- 	5 	z 		rimi K- z 5 . Rimi murazvu wemoto.
nzvidzi 	D- 	9>10 	z 		nzvidzi D- z 9>10 . mbiti 9 .
nzvori 	DK 		ny 		nzvori nzvo DK ny . Kana simbi duku ikati nzvori inenge yadonha pasi isisaoneki, yapfekera pamwe panhu.
nzwi 	K 	5 	z 		nzwi inzwi K z 5 . Nzwi musindo unobuda pakutaura kwemunhu anozikanwa kuti uyo ndinhingi ataura. Mukadzi wake ane nzwi gobvu rinenge remurume. izwi . izwi . Ishoko. izwi 5 .
pfichiri pfichiri 	D- 		ny 		pfichiri pfichiri D- ny . Kuti pfichiri pfichiri kungotomuka-tomuka sezvinoita mombe inenge ichitanga kukamwa.
pfini 	K- 	9 	z 		pfini K- z 9 . Pfini mwoyo wakashata waunoitira vamwe vanhu iwe uchifara nazvo, asi ivo vachisara vachitambura munyama kana mupfungwa asi zvisina zvazvinokuyamura.
pipiti 	D- 		ny 		pipiti D- ny . Kuti pipiti kutakura zvinhu zvinorema.
ringindi 	D- 		ny 		ringindi D- ny . Kuti ringindi kurara kunoita munhu kana mhuka zvinoratidza kuzorora kukuru. Kuti ringindi kudzika negomba kunoita chinenge chawiramo. Kuti ringindi kunatsokwana kunoita bango mugomba.
odhari 	KDD 	1a 	z 		odhari KDD z 1a . Odhari musevenzi wepachipatara anobatsira mukurapa varwere.
pfiti 	K- 	1a 	z 		pfiti K- z 1a . Pfiti munhu anokuvadza vamwe achishandisa mishonga. muroyi 1 . Pfiti rudzi rwegonye rinodya nzungu.
piringindi 	K- 		ny 		piringindi K- ny . piringido .
piripiti 	D- 		ny 		piripiti D- ny . Kuti piripiti kumhanya kunoita mhuka dzakawanda panguva imwe chete.
piripiti piripiti 	D- 		ny 		piripiti piripiti D- ny . Kuti piripiti piripiti kunetseka kunenge kuchiita munhu akasungwa kana mhuka yakasungwa, sezvingaita n'ombe ichiedza kuzvisunungura pajoki.
ririri 	D- 		ny 		ririri D- ny . Kana n'ombe dzati ririri mumunda, dzinenge dzapindamo dzakawanda.
ritivi 	D- 	11>6 	z 		ritivi D- z 11>6 . Rutivi inzvimbo ingava kumusoro, kuzasi, kurudyi kana kuruboshwe kwemunhu. divi 5 .
pfori 	DK 		ny 		pfori DK ny . Kuti pfori kurara zvakanyanyisa, zvokukanganwa kuti kunze kunei. Kuti pfori kuenda kumwe kunhu kwakaita semusango kana nzvimbo itsva, wobva warasika.
pforiwori 	DKDD 		ny 		pforiwori DKDD ny . Kuti pforiwori kubaya kwechinhu chichipinda muganda dete kana chimwe chinhu chakanyorovera.
pitipiti 	D- 		ny 		pitipiti D- ny . Kuti pitipiti kupinda nokukasira mumba kana pamwe panhu, kwemhuka kana vanhu vakawanda vachiteverana. Kuti pitipiti kupinda kwechinhu zvakadzama, mune chimwe. Geja rakati pitipiti muvhu mushure mokunaya kwemvura yakawanda. Kuti pitipiti kufambisa chinhu chakaita semuswe uchienda pasi nokumusoro, sezvinoita mhuka kana dzichimhanya.
pivi 	KD 		ny 		pivi KD ny . Kuti pivi kuzvipenda kumeso kunowanzoitwaitwa navanhukadzi kuti vazviwedzere runako, asi iko kuchizenge kwanyanyiswa.
pizi 	KD 	9 	z 		pizi KD z 9 . Pizi chirimwa chakada kufanana nenyemba, chinoita tumhodzi twegirini twakatenderera, uye chinodyiwa somuriwo. ndodzi 9 .
otsi 	KD 		ny 		otsi KD ny . Kuti otsi kukosora kwaunoita kana wakachidzwa nefodya yemumhino kana zvimwewo. hetsu .
otsi 	KD 	5/9>6 	z 		otsi KD z 5/9>6 . Otsi chirimwa chakada kuita segorosi, chine tsanga dzinodyiwa nevanhu zvese neshiri.
rori 	KD 	9>10/6 	z 		rori KD z 9>10/6 . Rori imotokari huru inotakura zvinhu kumashure, zvakaita sejecha kana masaga.
Positori 	KDDD 		z 		Positori KDDD z . Iyi ichechi inozvipa zita rayo kubva kuvadzidzi vaJesu. Varume vechiPositori vanogara vakagerwa musoro, asi ndebvu vanochengeta.
rubvunzavaeni 	D- 	11 	z 		rubvunzavaeni D- z 11 . Iyi inguva inenge ichangovira zuva, kwasviba zvishoma. mazeruza 6, ruvhunzavaeni 11 .
pai 	KD 	9>10 	z 		pai KD z 9>10 . Pai ndechokudya chinobikwa nefurawa asi chiine zvimwe zvinoiswa pakati, zvakaita senyama, mbatatisi kana zvimwewo.
paindi 	KDD 	9 	z 		paindi KDD z 9 . Paindi mwero wezvinwiwa, kunyanya wedoro kana mukaka. Ndipe paindi yemukaka kwete yedoro. .
paipi 	KDD 	9>10 	z 		paipi KDD z 9>10 . Paipi chivezwa chine chikomba nemwena unokakatiwa nawo utsi pakuputa fodya. chikwepa 7 .
pakiti 	KDD 	9>10 	z 		pakiti KDD z 9>10 . Pakiti ihomwe diki, kazhinji inenge yakagadzirwa nepurasitiki, inokwanisa kuiswa zvinhu. Pakiti ibandi rehembe kana tirauzi rinogona kuiswa zvinhu zvakaita semari, bhiro kana hangachepfu.
purazi 	DKD 	5/9>6 	z 		purazi DKD z 5/9>6 . Purazi inzvimbo hombe inorimwa kana kuchengetwa zvipfuyo zvekutengesa. tenganyika 5 .
nyaudzosingwi 	KKDKK 	9>10 	z 		nyaudzosingwi KKDKK z 9>10 . Iri izita rorudzi rwemazwi anoshanda sechiito, achinyatsobudisa pachena zviri kuitika. Kurohwa kwaakaitwa kungatotsanangurwa nenyaudzosingwi yokuti bho.
nyawi 	DK 	5 	z 		nyawi DK z 5 . Nyawi maitiro ekushingirira pane zvaunenge uchiita, nepamusana pekuti vanhu vanenge vakakutarisa vachikukuza. nyemwe 5 . Nyawi maitiro ekuonererwa uchivhairira vanhu, nokuda kwekuti vanhu vanenge vakakutarisa kana kukuteerera. nyemwe 5, wara 5 .
pamberi 	DDK 	16 	z 		pamberi DDK z 16 . Pamberi inzvimbo inowanikwa tapfuura imwe inenge ichitaurwa nezvayo. Pamberi pomunhu idivi riri kwaakatarisa.
pamusoroi 	DDKDK 		kanu 		pamusoroi DDKDK kanu . Izwi iri rinoshandiswa kana munhu achida kupiwa mukana wokupawo pfungwa dzake panyaya iri mudariro, uyewo pakuvhunza kana kupfuura pakaungana vanhu asi achiratidza kuzvininipisa. Pamusoroi, vanaba navanamai. Regai ndimbotsanangurawo zvandakaona ini.
pfumvuti 	KKD 	5 	z 		pfumvuti KKD z 5 . pfumvudza .
pwati 	KD 		ny 		pwati KD ny . Kana munhu ati pwati anenge angotanga kuseka nezwi riri pamusoro.
nyengerezi 	D- 	9>10 	z 		nyengerezi D- z 9>10 . Izvi zvikasha kana zvimatombo zvinonhongwa kugungwa, zvozoshandiswa semishonga yekukuvadza.
nyenyedzi 	KDK 	9>10 	z 		nyenyedzi KDK z 9>10 . Nyenyedzi tumwenje twakawanda twunoonekwa mudenga manheru kana kuchinge kusina makore.
pani 	KD 	9>10 	z 		pani KD z 9>10 . Pani mudziyo unoshandiswa kubikira zvinhu zvinokasika kubikika mumafuta, zvakaita semazai.
pwititi 	K- 		ny 		pwititi K- ny . Kuti pwititi kukwira kunoita chiutsi kana huruva mudenga.
parachuti 	KDDD 	9>10 	z 		parachuti KDDD z 9>10 . Uyu mudziyo unoshandisa kuburuka kubva mundege iri mudenga, unofutunuka mumhepo, uye unowanzokwirwa nemunhu mumwe chete.
raketi 	KDD 	5/9>10 	z 		raketi KDD z 5/9>10 . Raketi mudziyo unoshandiswa kurova bhora mumutambo wetenisi.
parafini 	DDKD 	9 	z 		parafini DDKD z 9 . Urwu rudzi rwamafuta anobata moto nekukasika, zvokuti anoshandiswa mumidziyo inoita moto yakaita semarambi mezvitofu.
pfupfuri pfupfuri 	DDK + 		ny 		pfupfuri pfupfuri DDK + ny . Kana munhu achiiti pfupfuri pfupfuri , anenge achifamba zvinoratidza kuti nzvimbo yaari inotyisa.
pfupi 	KD 		pr 		pfupi KD pr . Chinhu chi pfupi ndechisina kureba pamhumhu wacho, kubva pasi kusvika pachinogumira.
zumbani 	DKK 	5 	z 		zumbani DKK z 5 . Zumbani chigwenzi chinonhuwirira, chinobikiswa tii yekurapa chikosoro.
zvekuti 	DKD 		bat 		zvekuti DKD bat . Iri izwi rinoshandiswa kuratidza zvakazokonzerwa kuti zviitike. Bhazi iri rinomhanya chaizvo, zvekuti munotozoswera mava kuMhondoro. zvokuti .
zvisinei 	KDKD 		bat 		zvisinei KDKD bat . Kana munhu achiti zvisinei anenge achireva kuti kunyange zvazvo zvakadaro.
zvokuti 	DKD 		bat 		zvokuti DKD bat . zvekuti .
zi-i 	KD 		ny 		zi-i KD ny . Kana panhu pakati zi-i panenge pakanyararwa, pasina kana karuzha.
zimai renyuchi 	DKK KDD 	21 	z 		zimai renyuchi DKK KDD z 21 . Iri ndiro zinyuchi ziguru rinokandira mazai.
vivi 	KD 	5 	z 		vivi KD z 5 . Vivi moto mukuru ungabuda sezvakaita pamatanda akakuhunwa, akazotungidzwa nemoto.
vuri 	DK 	5 	z 		vuri DK z 5 . buri 5 .
tsambatsi 	DDK 	9 	z 		tsambatsi DDK z 9 . Tsambatsi muchero unowanikwa kunyanya mumapani, unotanga wakatsvukira asi wozoita ruvara rutema kana waibva. sambasi 9 .
tsangadzi 	KKD 	9 	z 		tsangadzi shangadzi KKD z 9 . Tsangadzi uswa hunomera huchitanda napasi, hunodyarwa pazvivanze uye hunomera sesora mumunda. shanje 9 .
unyirinyiri 	DKKKK 	14 	z 		unyirinyiri DKKKK z 14 . Uku kutaima-taima kunokonzerwa nokupisisa kwezuva. manyirinyiri 6 .
unyiriri 	DKKK 	14 	z 		unyiriri DKKK z 14 . Aka kakurwadzirira nekakuteta kanoita nhengo yemuviri yatsikirirwa kwechinguva. Urwu rudzi rekasvosve kadikidiki. Uku kupenya kunooneka nechapamusoro pevhu, kana kuchipisa zvikuru.
upamhi 	DDK 	14 	z 		upamhi DDK z 14 . Upamhi kufara kana kutetepa kunenge kwakaita chinhu. Makumbo edhadha ane upamhi kupinda ehuku.
uparadzi 	D- 	14 	z 		uparadzi D- z 14 . Uku kukanganisa vanhu vanenge vachiwirirana, uchiita kuti vavengane.
tumbi tumbi 	DK+ 		ny 		tumbi tumbi DK+ ny . Kuti tumbi tumbi kufamba uchitsvaga chaunoda, asi usina tarisiro yokuchiwana. tuwa tuwa . Kuti tumbi tumbi kungomira-mira usina chaizvo zvauri kunyatsoita chaizvo.
upfumi 	DK 	14 	z 		upfumi ufumi DK z 14 . Uku kuva nezvipfuyo, midziyo kana mari nezvimwewo zvakawanda. Upfumi hwenyika yeZimbabwe huri mumigodhi nomukurima. ANTONYMS urombo 14.
urarami 	D- 	14 	z 		urarami D- z 14 . Uku kuve neupenyu.
tsenzi 	DK 	9 	z 		tsenzi DK z 9 . Tsenzi kapuka kanogara mumapani, kanodya uswa kana mbeu.
ureri 	D- 	14 	z 		ureri D- z 14 . Ureri mubairo kana mubhadharo unopiwa munhu sekumutenda kuti akarera mwana mudiki.
urevi 	DKK 	14 	z 		urevi DKK z 14 . Urevi kufarira kutaura makuhwa kana kutaura nhema pamusoro pemumwe munhu.
urimi 	D- 	14 	z 		urimi D- z 14 . Urimi ruzivo rwekurima mbeu nekupfuya mhuka.
uriri 	DDK 	14 	z 		uriri DDK z 14 . Uriri ndezvinobaya-baya, zvinowanikwa pamashizha akaita seechibage.
urovedzi 	DKKD 	14 	z 		urovedzi DKKD z 14 . Urovedzi kujairira zvimwe zvinhu. Ane urovedzi hwekugadzira motokari.
wadi 	KD 		dc 		wadi KD dc . Kana munhu ari wadi anenge asingarwari, akasimba.
wairesi 	KDDD 	9>10 	z 		wairesi wairosi KDDD z 9>10 . Uyu mudziyo unoburitsa mashoko kana dzimbo dzinenge dzichiridzwa kumba yemhepo. redhiyo 9, dzimudzangara 5 .
tsinin'ini 	K- 		ny 		tsinin'ini K- ny . Kuti tsinin'ini kutaramba wakatarisa pasi uchifunga, kurwadziwa moyo kana kunyara. tsikitsiki .
turi 	KD 		ny 		turi KD ny . Kuti turi kumira wakanyarara, uchiratidza kutya nokusaziva zvokuita. tura .
turi-i 	DK 		ny 		turi-i DK ny . Kuti turi-i kuridza mhere inoenda kure. Patakanzwa mhere kuti turi-i, takabva taziva kuti kwaita njodzi.
uroyi 	D- 	14 	z 		uroyi D- z 14 . Uroyi kushandisa mishonga kana zvimwewo zvinokuvadza kana kuuraya. Uroyi mushonga unoshandiswa kukuvadza kana kuuraya munhu. Mambo wakaisirwa uroyi muhwahwa akafuma akafa.
usaki 	DKD 	14 	z 		usaki DKD z 14 . Usaki chirwere cheganda chinoita kuti rivave.
usavi 	DKK 	14 	z 		usavi DKK z 14 . Usavi inyama kana muriwo wekudyisa sadza. muriwo 3 .
wani 	KD 		kanu 		wani KD kanu . Wani izwi rinoshandiswa kuyeuchidza munhu anenge akanganwa zvamboitika. Inga mari yako ndakupa wani tisati taparadzana.
tsipi 	D- 		ny 		tsipi D- ny . Kuti tsipi kuzvitora semunhu wamangamanga asi zvisiri izvo zvauri. Kuti tsipi kuita zvinodikwa nemidzimu, kuti irege kutsamwa.
