bahwe 	KD 	5 	z 		bahwe KD z 5 . chibage 7 .
mumvuri webwe 	DKD DK 	3 	z 		mumvuri webwe DKD DK z 3 . Aka kamuti kanenge karuva, kane tumashizha tudikidiki, kanomera panzvimbo nyoro dzakaita semumatsime.
munakamwe 	DDDK 	3 	z 		munakamwe DDDK z 3 . Iyi inguva yegore mvura ichangotanga kunaya. munhuruka 3 .
musone 	DDK 	3 	z 		musone DDK z 3 . mufushwa 3 .
mubvakure 	D- 	1>6 	z 		mubvakure D- z 1>6 . Uyu munhu anobva kune imwe nzvimbo iri kure, kana kune imwe nyika.
mungenge 	D- 	3 	z 		mungenge D- z 3 . Mungenge imota yakanaka chaizvo, inofamba zvakanaka. Dudzai paakabva kuJapan, akauya nemungenge weToyota.
munhuhwenhuhwe 	DDKKD 	3 	z 		munhuhwenhuhwe DDKKD z 3 . Aka kamuti kana kuti kamuruva, kanomera pamadziro emba kana pamatongo, kanorapa buka. mutandangozi 3 .
musope 	D- 	1 	z 		musope D- z 1 . Musope munhu mutema asi aine ganda jena, rinenge raita kudaro nekuti pane zvinenge zvakanganisika mukukura kwake achiri mudumbu mamai vake. sope 5 .
musuki wematehwe 	D- 	1 	z 		musuki wematehwe D- z 1 . Uyu munhu anoita basa rekukwesha matehwe, achigadzira ganda rinozogadziriswa shangu nemabhegi.
mbune 	KD 	1a 	z 		mbune KD z 1a . Mbune zvinoreva kuti inini pachangu kana kuti iye nyakutaurwa pachake. ndomene 1a, pauzima 1a .
muchechetere 	D- 	3 	z 		muchechetere D- z 3 . Kana munhu uri pa muchechetere unenge ugere murunyararo, zvinhu zvichifamba zvakanaka.
musure 	DKD 	3 	z 		musure DKD z 3 . mumashure 18 .
memete 	D- 		ny 		memete momote D- ny . Kuti memete kuunganira kunoita nyuchi kana masvosve pane chekudya kana pamudziyo une tsvigiri. memetere .
muonde 	DDK 	3 	z 		muonde DDK z 3 . Uyu muti unobereka vana vanonzi maonde, vanodyiwa nevanhu uye neshiri chaizvo. mukuyu 3 .
muore 	DDK 	3 	z 		muore DDK z 3 . Muore ihuni dzava kuora, dzisisanetsi kutyora. Muore chinhu chisingashupi kuita.
muswinyamombe 	D- 	1 	z 		muswinyamombe D- z 1 . Uyu munhu akasimba zvekuti anokwanisa kusimudza zvinhu zvinorema. mutakuramombe 1 .
mutambarakede 	DDDDKD 	3 	z 		mutambarakede DDDDKD z 3 . Uku kugara upenyu hwakanaka, husina zvinonetsa. mutambaratende 3 .
sendere 	KDD 	9 	z 		sendere KDD z 9 . Sendere inzvimbo iri kunze kusingarimwi kunomirira kufudzirwa zvipfuyo.
sinde 	D- 	9>10 	z 		sinde D- z 9>10 . Sinde rudzi rwehove rudiki runowanikwa muhova diki kunyanya. Patairedza hove muna Chigeza taibata sinde chete.
rukuvhute 	DKKD 	11 	z 		rukuvhute DKKD z 11 . Iyi inhengo, yakaita seura, inobatanidza mai nemwana kana mwana ari mudumbu, pari ipozve paanotora napo chikafu kubva kuna mai.
svutugadzike 	DKDKD 	9 	z 		svutugadzike DKDKD z 9 . putugadzike 9 .
teve 	K- 	5 	z 		teve K- z 5 . Teve chikamu chaunopiwa kuti ushande mumunda. ndima 9 . Teve mushonga unoiswa mumucheka unosungurwa muruoko kana pamwewo. Teve mushonga unoiswa mumucheka unosungirwa muruoko kana pamwewo.
sitatimende 	DKDDD 	9>10 	z 		sitatimende DKDDD z 9>10 . Aya mazvi anotaurwa nomunhu maererano nezvaanoziva pamusoro pokuparwa kwemhosva.
rupfave 	DDK 	11 	z 		rupfave DDK z 11 . mutsa 3 .
sope 	D- 	5 	z 		sope D- z 5 . Sope munhu mutema asi ane ganda jena rakada kuita seromurungu. supe 5, musope 1 .
rushoka ndibereke 	DDDKKKD 	11 	z 		rushoka ndibereke rutsoka ndibereke DDDKKKD z 11 . Uku kutiza kukuru kunoitwa nemunhu avhundutswa. Takaita rushokandibereke pakabuda bhazi mumugwagwa, rouya nekwatiri.
shaveshave 	D- 	5 	z 		shaveshave D- z 5 . Iyi ishiri ine mavara matema nemachena akatevedza muviri wayo, yakapusa uye isingadyiwi. shavishavi 5 . Ichi chipembenene chine mapapiro ane mavara akasiyana-siyana.
tande 	D_ 		ny 		tande D_ ny . Kuti tande kusimuka uchibva wananga kwaunoenda. Pavakanzwa mhere kuti turii, VaMuchakata vakabva vasumuka, ndokuti tande vakanagako.
rute 	DK 	11 	z 		rute DK z 11 . Rute mate anosiririka, anobuda mumuromo achierera, kazhinji kana munhu akarara. siriri 5 .
shenjere 	DDK 	5 	z 		shenjere DDK z 5 . mushenjere 3 .
shewe 	KD 		kanu 		shewe KD kanu . Kuti shewe kudavira kunoita munhukadzi, kana achidaidzwa nomunhurume. Shewe izwi rinogona kushandiswa nomunhu ari kuteerera nyaya, kuratidza nyakutaura kuti aenderere zvake nenyaya yake.
ruvanze 	DKD 	11 	z 		ruvanze ruvazhe DKD z 11 . Ruvanze inharaunda yemusha inochengetedzwa ichiseswa nekutsvairwa. chivanze 7 .
ruvengahonye 	DKKKD 	11 	z 		ruvengahonye DKKKD z 11 . Aka kamuti kadiki, kane mashizha akanyanya kusvibira, anoshandiswa kudzivirira honye pamaronda ezvipfuyo. Kana n'ombe yaita mota, raputika, ruvegahonye runoiswa paronda racho kuti risaita honye.
ruvhevhe 	D- 	11 	z 		ruvhevhe D- z 11 . Ruvhevhe kuva nekunyengedza pamaitiro.
ruware 	DDK 	11>6 	z 		ruware DDK z 11>6 . Ruware idombo rakati sandara, rinogona kupurirwa zviyo, mhunga kana kuyanikirwa zvirimwa zvakohwewa.
sungare 	K- 	9>10 	z 		sungare K- z 9>10 . Sungare chishongo chakaita rundaza chinopfekwa mumusoro. tsungare 9 .
rwenze 	D- 	11 	z 		rwenze D- z 11 . Rwenze mambava akamira pamusana wemhuka. Nhoro ine rwenze pamusana.
tare 	D- 		ny 		tare D- ny . Kuti tare kuzvimbirira kwetsinga kana kururama kwemutsetse. Mheni yakati tare yakacheka denga.
shomanene 	DDKK 		pr 		shomanene DDKK pr . shomanana .
shongwe 	D- 	9 	z 		shongwe D- z 9 . Shongwe zidombo ziguru.
tate-e 	KD 		kanu 		tate-e KD kanu . Kuti tate-e kunyengetedza mwana mucheche kuti abvume kurara.
sahomwe 	KKD 	1a 	z 		sahomwe KKD z 1a . Sahomwe munhu anochengeta mari yesangano kana kuti yekirabhu.
tebve 	DK 		ny 		tebve DK ny . Kuti tebve kunyika munwe makanyorovera.
sve-e 	K- 		ny 		sve-e K- ny . Kana munhu achinzi sve-e , anenge achishoropodzwa nokuda kokukanganisa kwaanenge aita.
svenyenze 	DKK 	9 	z 		svenyenze DKK z 9 . sitirecha 9 .
svesve 	DK 	5 	z 		svesve DK z 5 . svosve 5 .
svimborume 	KKKD 	9>10 	z 		svimborume KKKD z 9>10 . tsvimborume 9 .
sakatire 	KKDK 	5 	z 		sakatire KKDK z 5 . Sakatire ibarwe rinomera kubva mune rimwe, kana ivhu riine chokudya chakawanda. mhakatirwa 9 .
teke 	K- 		ny 		teke K- ny . Kuti teke kuchera mvura nechimbichimbi.
tekenye tekenye 	D- 		ny 		tekenye tekenye D- ny . Kuti tekenye tekenye kufamba kunoita honye.
shurire 	DKD 	9 	z 		shurire DKD z 9 . Shurire mucherechedzo wokuti kungangoitika zvinhu zvakashata. Shurire chinhu chinenge chakabatira, zvokuti hachibvi pachakabatira ipapo. pfirapo 9, firapo 9 .
shuro n'ombe 	D- 	9>10 	z 		shuro n'ombe D- z 9>10 . shuro danda 9 .
tekerere 	K- 		ny 		tekerere K- ny . Kuti tekerere kuzvimba kumativi kwechinhu chinenge chakazara, sezvingaita dumbu remombe yakaguta.
tekeshe 	D- 		ny 		tekeshe D- ny . Kuti tekeshe kufara zvisina hanya kana unhu. Kuti tekeshe kuwanda nokukura kwenzvimbo. Kare zvinonzi vanhu vaigara vakati tekeshe nenyika, pamadiro.
svoresvore 	D- 	9>10 	z 		svoresvore D- z 9>10 . Iyi imbavha inonyangarika kana yaba.
svosve 	DK 	5 	z 		svosve DK z 5 . Svosve kananairwa kanogara mumwena kanoruma, uye kanowanzoonekwa kwanaya. svesve 5, svesvi 5 .
sare 	DK 	5 	z 		sare DK z 5 . Sare mwana wechibage unomera pamuchekechera wacho. Sare chipundu chinomera pachigaramanhenga chehuku.
shwe 	D 		ny 		shwe D ny . Kuti shwe kusunga zvine simba. shwi-i .
tende 	D 		ny 		tende D ny . Kuti tende kugara pasi.
tenene 	K- 		ny 		tenene K- ny . Kuti tenene kugara usina hanya namagariro awakaita.
tepe 	D- 		ny 		tepe D- ny . Kuti tepe kurembedza chinhu, zvokuti chinosara chichitamba kwachinenge chakatarisa pasi nako.
rukaye 	D- 	11 	z 		rukaye D- z 11 . Rukaye imhando yamakonye anodya dzinde, kana mashizha echibage nedzimwewo mbesa.
rukope 	DKK 	11 	z 		rukope DKK z 11 . Rukope kunzwa uchitadza kunatsosvinura, uchinge unoda kurara. Rukope chirwere chinokupa kuda kugara wakarara. Rukope kuve nemaziso anenge anogara akatsinzinyira nguva dzose.
save 	K- 	5 	z 		save K- z 5 . Save ihove dzine chifuva chitsvuku dzinowanikwa murwizi Save.
teshe 	D- 		ny 		teshe D- ny . Kuti teshe kumera zvokuzadza nzvimbo yose. Kuti teshe kungogara pasi, munhu asina kana basa raari kuita. Kuti teshe kugara pasi zvisina hanya kuti pakachena here kana kuti kwete.
rare 	D- 		ny 		rare D- ny . Kuti rare kutevedza zvinhu neurongwa hwazvo. Kuti rare kuzara panzvimbo zvekupasanganisa. Vana vakati rare mumunda vachichera makurwe.
raruwe 	KDD 	9>10 	z 		raruwe KDD z 9>10 . Raruwe igwara rine simbi mbiri, panofamba nechitima. njanji 9 .
pembe 	KD 	9>10 	z 		pembe KD z 9>10 . Pembe katende kadiki kane kamoromo kokufuridza nako kuti karire, uye kanonyanyoshandiswa nomunhu anotambisa mutambo wenhambo. pito 9, nyere 9 .
pidi-igu nyonde 	KKD DD 		ny 		pidi-igu nyonde KKD DD ny . Kana motokari ichiti pidi-igu nyonde inenge ichikunguruka nokakasika, mushure mokubheuka, yakananga mberi ichindorovera.
rufuse 	D- 	11 	z 		rufuse rupfutse D- z 11 . Rufuse ivhu nemadota zvinopisa, zvinowanikwa panenge paita moto kwenguva refu. Maputi anogona kugochwa murufuse, vanhu vari padare.
rugande 	DKD 	11 	z 		rugande rukande DKD z 11 . Rugande kuunza zvokudya pamwe chete kunowanzoitwa nevadiki, sezvingaita vana vanenge vari kun'ombe.
rugare 	DDK 	11 	z 		rugare DDK z 11 . Rugare kurarama upenyu husina matambudziko. Rugare muriwo unorimwa turi tumhodzi kana kudyarwa ari manhungirwa, unoreba chaizvo uchinonoka kutumbuka.
nyope 	D- 	9>10 	z 		nyope D- z 9>10 . Nyope munhu asingafarire zvekushanda. simbe 9, tsimbe 9 .
pepere pepere 	KDD+ 		ny 		pepere pepere KDD+ ny . Kuti pepere pepere kutamba-tamba kunoita bepa kana jira rinenge richivhuvhutwa nemhepo.
nzeve 	DK 	9>10 	z 		nzeve zheve DK z 9>10 . Nzeve inhengo yemuviri inoita kuti munhu anzwe ruzha kana musindo.
nzimbe 	KD 	9>10 	z 		nzimbe KD z 9>10 . Nzimbe ipwa hombe ine makanda akaoma chaizvo kunze, uye inogayiwa kuita shuga, inorimwa munzvimbo dzakadzikira uye dzinopisa asi dzichida mvura yakawanda.
rembe 	K- 	5 	z 		rembe K- z 5 . Rembe iganda rakapamhama riri muhuro memhuka, rinotamba-tamba seremhuka inonzi mhofu. deperepe 5 . Rembe kuzvimba kungaita sezvakaita n'ombe, pahuro zvichikonzerwa nokurwara.
rengweze 	D- 		ny 		rengweze D- ny . Kuti rengweze kushaya simba mumuviri.
renje 	K- 	5 	z 		renje K- z 5 . Renje inzvimbo yakakura ine uswa nemiti mishomashoma, isinganyanyi kunaya mvura. Sahara irenje guru romuAfrica. Renje chikari chedoro rezvirango zvechivanhu.
rete 	D- 	5 	z 		rete D- z 5 . Ma rete maruva emumvee anoita muto unotapira, unonwiwa neshiri kana navanhu.
nzve-e 	D 		ny 		nzve-e D ny . Kuti nzve-e kupfuura kwechinhu chakaita semunhu kana mhuka nekukasira pane imwe nzvimbo.
nzvere 	K- 	9>10 	z 		nzvere K- z 9>10 . Nzvere imhuka ichangozvara mhuru. Mombe nzvere inonzi inopenga chaizvo nekuti inenge ichida kuchengetedza mhuru yayo.
pfemvekete 	KKDD 		ny 		pfemvekete KKDD ny . undundu .
pfetse 	D- 	5 	z 		pfetse D- z 5 . pfunha 9 .
nzwanzwe 	DK 	9>10 	z 		nzwanzwe DK z 9>10 . Nzwanzwe ishiri yerudzi rwenzvidya, inofamba nedzimwe dzakawanda mumapoka, dzichidya mbesa dzevanhu nemhodzi.
pfoche 	D- 		ny 		pfoche D- ny . Kuti pfoche kuzvizadza chikafu mumuromo. Kuti pfoche kutaura zvisingapindirani nenyaya iri mudariro.
rise 	D- 	5 	z 		rise D- z 5 . Marise mashizha kana mauswa anounganidzwa nembeva mumwena kuitira kuti dzigodziyirwa.
rize 	DK 	5 	z 		rize DK z 5 . Rize kapuka kane makumbo matanhatu, kanoruma nekumuswe kwako. chinyavada 7, chinyaride 7 .
pfonye 	KD 		ny 		pfonye KD ny . Kuti pfonye kuzadza chikafu mumuromo. Kuti pfonye kuzadza zvinhu mune chimwe chinhu, uchizvimanikidza kuti zvikwane. Kana uchiti hembe pfonye unenge uchiisa mukati metirauzi, kana kuisa bhurauzi musiketi.
pfove 	D- 		ny 		pfove D- ny . Kuti pfove kurova kana kubondera chimwe chinhu, chobva chasara chapinda mukati chatokanganisika.
rokwe 	KD 	5 	z 		rokwe KD z 5 . Rokwe ihembe yechikadzi inopfekwa kunze, inoreba zasi kusvika kumabvi kana kudarika.
rombe 	D- 	5 	z 		rombe D- z 5 . Rombe munhu asina pfungwa dzakakwana, anoita zvinhu zvisina ungwaru, zvinoita kuti ave murombo. Rombe munhu anofamba achipemha.
pfuche 	D- 		ny 		pfuche D- ny . Kuti pfuche kunhuwa zvinokanganisa vanenge vari pauri.
pachi pamwe 	KD KK 		kanu 		pachi pamwe KD KK kanu . Tinoshandisa pachipamwe kumhorosana nemunhu waunenge wava kusangana naye zvakare asi mamboonana pazuva iroro kana munguva shoma ichangopfuura.
padhuze 	DKD 	16 	z 		padhuze DKD z 16 . Padhuze inzvimbo isiri kure. Chikoro chedu chiri padhuze nepamba, saka kufamba hakutinetsi. padyo 16 . ANTONYMS kure 17.
pfukumbwe 	DKD 	9 	z 		pfukumbwe DKD z 9 . Pfukumbwe mutambo unoitwa nevana vadiki, vachida kuona kuti umwe wavo angagona here kudoma ruoko runenge ruine dombo, kana chimwe chinhu chavanenge vachichinjana.
ruboshwe 	DDK 	11 	Z 		ruboshwe DDK Z 11 . Ruboshwe ruoko rusiri rwerudyi. boshe 5, muzere 11 . ANTONYMS rudyi 11.
rudhende 	DKK 		pr 		rudhende DKK pr . ruzhinji 11 .
nye-e 	D- 		ny 		nye-e D- ny it . Kana mbeu dzikati nye -e mumunda dzinenge dzamera dzose, pasina dzinotadza.
pamhe 	DK 		ny 		pamhe DK ny . Kuti pamhe kudzokorora kuita chimwe chinhu kana kuwedzera pane zvimwe.
putugadzike 	DKDKD 	9 	z 		putugadzike DKDKD z 9 . Ichi chinwiwa chinopisa, chinobikwa nemvura inenge yavira pamwe chete nemasamba, uye kazhinji vanhu vanodawo kuwedzera mukaka neshuga. tii 9 .
pamwe 	D- 		kanu 		pamwe D- kanu . Tinoshandisa pamwe kana tisina chokwadi nezvinenge zvavhunzwa kana kkuti zvichaitika. Pamwe ndichaenda kumusha kana zvandiri kuda zvafamba.
pfunde 	KK 	5 	z 		pfunde KK z 5 . Pfunde chirimwa chinoita tsanga dzakada kuita sedzezviyo dzinoti kana dzapurwa dzotswiwa dzozokuyiwa, kana kugayiswa kuitira kuzobika sadza rema pfunde . bvunde 5 .
nyenze 	K- 	9>10 	z 		nyenze K- z 9>10 . Nyenze kambuyu kanorira, kanogara mumuti unonzi muriranyenze, kanooneka nguva dzekunge mvura yaakunaya. nyenje 9 .
nyerere 	D- 				nyerere D- . Kuti nyerere kuva nezvinhu zvakawanda, zvokuti mumwe nemumwe anenga agere pake aine chake. Musi wemuchato zvinwiwa zvakanga zvakati nyerere.
pfunhachembere 	D- 	9 	z 		pfunhachembere D- z 9 . pfunhambuya 9 .
nyevhe 	DK 	9 	z 		nyevhe nyevhi, nyivhi DK z 9 . Nyevhe rudzi rwemuriwo unomera wega panguva inotanga kunaya mvura, kana nguva inotanga kubuda mbeu muminda.
nyezhe 	K 	9>10 	z 		nyezhe K z 9>10 . Nyezhe ihwai ine nzeve diki.
pasichigare 	DKKDK 	16 	z 		pasichigare DKKDK z 16 . Iyi inguva yekarekare chaizvo.
pasichigare 	DKKDK 	1a 	z 		pasichigare DKKDK z 1a . Pasichigare inguva yetsika nemagariro akare, varungu vasati vapamba nyika ino.
zunde 	DK 	5 	z 		zunde DK z 5 . Zunde munda kana basa rinoitwa mumunda wamambo. Zunde ibasa rinoitwa pamwe mumunda unenge uri wemushandirapamwe.
zvimwe 	D- 		dc 		zvimwe D- dc . Kana munhu achiti zvimwe , anenge achireva kuti zviri kutaurwa nezvazvo zvingangoitika.
zvitsvene 	K- 		dc 		zvitsvene K- dc . Kana munhu akafamba zvitsvene , anenge aita rwendo rwakanaka.
Zimbabwe 	DKD 	1a 	z 		Zimbabwe DKD z 1a . Zimbabwe ndiro zita renyika inogara vaShona vazhinji, vanotaura mutauro weduramazwi rino. Zimbabwe isvingo dzakavakwa nemabwe munzvimbo dzakasiyana munyika yeZimbabwe, dzaimboshandiswa semizinda makarekare. dzimbahwe 1a .
vhuvhurubwe 	D- 	5 	z 		vhuvhurubwe D- z 5 . Iri idombo risina kusimba, rinongopfupfunyuka kana munhu akarigumha nechakaomarara.
vise 	KD 	5 	z 		vise KD z 5 . nwiwa 5 .
upepe 	DKK 	14 	z 		upepe DKK z 14 . Upepe ibvudzi kana minhenga yakarongwa, zvokuti inogona kurara yakatevedza musoro zvakanaka. Upepe indebvu dzinenge dzakareba zvikuru.
zengwe 	D- 	5 	z 		zengwe D- z 5 . zengwete 5 .
zengwete 	D- 	5 	z 		zengwete D- z 5 . Zengwete igwati kana rata rinoshandiswa kuoreresa marara kana madota.
zevezeve 	D- 	5 	z 		zevezeve D- z 5 . Zevezeve kutaurira pasi pasi, zvokuti vamwe vari pedyo nemi havambonzwi zvamunenge muchitaura.
tumbare 	D- 	12 	z 		tumbare D- z 12 . Tumbare igonye rinozviputira nenamo yaro, rinorezuka pamuti wakaita semukarati.
upfende 	DK 				upfende DK . Upfende kushaya basa neutsanana kana kuzvishambidza kwemunhu iye pachake. ufende 14 .
zhanje 	D- 	5 	z 		zhanje D- z 5 . Ma zhanje michero yakatenderera inoibva iri mitsvuku inonaka chaizvo. Mazhanje anowanzonhongwa mumakomo kana mumachinga emakomo.
zhenje 	D- 	21 	z 		zhenje D- z 21 . Zhenhje mwenje wezvinopfuta zvakanyanya, zvakaita seuswa kana mashanga.
zheve 	DK 	9>10 	z 		zheve DK z 9>10 . nzeve 9 .
tsere 	D- 	9 	z 		tsere D- z 9 . Tsere chipuka chidiki chinofarira kudya uchi. Tsere kuita kuti munhu ashaiwe zvinhu zvakamukodzera, nokuda kokuve negodo naye. mutande 3 .
urombe 	D- 	14 	z 		urombe D- z 14 . Urombe kusauka nekungotambura kunogona kukonzerwa nechimwe chikanganiso muupenyu. Urombe hwemurume uyu hwakatanga paakarova amai vake.
tsinde 	D- 	9>10 	z 		tsinde D- z 9>10 . Tsinde uswa hwakasimba, hunomera mubani, hunogadziriswa shambo.
tsine 	DK 	9 	z 		tsine sine DK z 9 . Tsine kabundo katema kanonamira panhumbi kana ukafamba nemakari. Tsine kauswa kanobaya, kanowanikwa kumuromoromo kweuswa hwatumbuka.
urwere 	DK 	14 	z 		urwere DK z 14 . Urwere kurwadza kwemuviri.
tutururu vhe-e 	D- 		ny 		tutururu vhe-e D- ny . tupururu pfacha .
usimbe 	D- 	14 	z 		usimbe D- z 14 . Usimbe kusada kuita basa. Ane usimbe hwokuti kana kuwacha hembe dzake haagoni. ANTONYMS ubasa 14.
we-e 	K 		ny 		we-e K ny . Kuti we-e kuzvuva chinhu kubva mukati mechimwe, zvinyoronyoro. Ariti zimunondo we-e kubva musamba.
wedere wedere 	D- 		ny 		wedere wedere D- ny . Kuti wedere wedere kufamba zvine usimbe. Kufamba kwemunhu aneta anoti wedere wedere.
tsiye 	KD 	9>10 	z 		tsiye siye KD z 9>10 . Tsiye imvere nhema dzepamusoro uye pazasi pemaziso.
twe 	K 		ny 		twe K ny . Kana munhu akati twe anenge aburitsa mweya, zvinonzwika kurira. bwe, bhuu, dwii, twi .
utare 	DKD 	14 	z 		utare DKD z 14 . simbi 9 .
utepe 	DKK 	14 	z 		utepe DKK z 14 . Utepe munhu munaku, mutete, akanyatsotsvinda. Vasikana vaimumhanyira nokuti paiva noutepe hwejaya.
utete 	DDK 	14 	z 		utete DDK z 14 . Utete chinzvimbo chinopihwa kuhanzvadzi yababa mumhuri.
tsote 	D- 		ny 		tsote D- ny . Kuti tsote kuwira pasi nomuromo zvine simba. nyondo, tiba . Tsote imhuka isingabereki. mhanje 9, ramba 5 .
tyangire 	DKK 	9 	z 		tyangire DKK z 9 . ruvengo 11 .
utsvene 	DDK 	14 	z 		utsvene DDK z 14 . Utsvene mugariro wokuzvibata pazviito nokusatsaudzira pamabasa. usande 14 . Utsvene kuita mugariro wekusaita zvivi nezvakaipa. Mambo Jesu akafa ane utsvene. usande 14 .
uchembere 	D- 	14 	z 		uchembere D- z 14 . Iyi inguva yokunge munhukadzi akura chaizvo, akwegura.
uvhe-evhe-e 	DKK 	14 	z 		uvhe-evhe-e DKK z 14 . Uvhe-evhe-e kupesana-pesana kunenge kuchiita zvinhu zvakawanda, zvichienda mativi akasiyana. Motokari dzinoita uvhe-evhe-e mudhorobha.
uvheyevheye 	DKDKD 	14 	z 		uvheyevheye DKDKD z 14 . Uvheyevheye kuzunungutswa nemhepo kwehembe dzakayanikwa, kana michero iri mumuti.
uwe-ewe-e 	DKK 		kanu 		uwe-ewe-e DKK kanu . Uwe-ewe-e kudaidzira pamwe kungaitwe nevanhu vanenge vachida kubatsirwa. Pakatanga kunaya mvura, vanhu vaive panze vakaita uwe-ewe-e vachida kuvhurirwa musiwo.
tsunye 	DK 		ny 		tsunye DK ny . Kuti tsunye kupfanyidzira ganda remunhu pakati pezvigunwe zvinorwadza.
tsurwe 	KD 	9>10 	z 		tsurwe KD z 9>10 . jende 5 .
udyire 	DKD 	13 	z 		udyire DKD z 13 . undyire 14 .
uyezve 	KDK 		bat 		uyezve KDK bat . Uyezve chibatanidzamazwi chinoreva kuti kunze kwezvataurwa, pane zvimwezve.
uze-eze-e 	DKK 	14 	z 		uze-eze-e DKK z 14 . Uze-eze-e kutenderera-tenderera kwezvinhu zvakawanda mudenga. Kana koda kunaya, mashori anoita uze-eze-e mudenga.
yowe-e 	K- 		kanu 		yowe-e yuwi-i K- kanu . Kuti yowe-e kuratidza kurwadziwa zvikuru nekurwara kana kukuvara. Yowe-e, musana wangu wobanda. Inga chandakadya chamuka, nhai vasikana! maiwe-e . Kuti yowe-e kuridza mhere kunoita munhu anenge achitya zvaanenge aona kana kunzwa. maiwe-e .
ufende 	DDK 	14 	z 		ufende DDK z 14 . Ufende kushaya njere dzekugara munhu akatsvinda. udzanga 14, upfende 14 .
vachikomborere 	KDKKDK 	2a 	z 		vachikomborere KDKKDK z 2a . Vachikomborere munhu anoita kuti vanoshaya vapote vachiwanawo.
vamasare 	KKKD 	2a 	z 		vamasare KKKD z 2a . Vamasare izwi rinoshandiswa pamunhu anotadza kuwirirana navamwe, munhu asinganzwisisi. Ngatichibva pano pasvika vamasare.
Zame 	DK 	1a 	z 		Zame DK z 1a . Zame ndiye akasika denga nepasi. Mwari 1 .
tsve-e 	D- 		ny 		tsve-e D- ny . Kuti tsve-e kutsvedzemuka kunoita anenge afamba nepanotsvedza.
uibve 	DKK 	14 	z 		uibve uibvo DKK z 14 . Uibve kukwanisa kudyika komuchero wabva muumbishi, wasvika pakuti wotapira kana kubvira kudyiwa.
vamutswetswe 	KDKK 	9 	z 		vamutswetswe KDKK z 9 . Urwu rudzi rweshiri ine muswe murefu.
zarurahomwe 	DDDKK 	9 	z 		zarurahomwe DDDKK z 9 . Iyi imari yokutangisisa inobviswa nomunyai, asati atanga kuburitsa roora. Mari yezarurahomwe inopiwa baba vomusha.
zee 	KD 		ny 		zee KD ny . Kuti zee kutenderedza chinhu, chichienda mberi chichidzoka.
tsverekete 	K- 		ny 		tsverekete K- ny . tsve .
tsvete 	D 	9>10 	z 		tsvete D z 9>10 . Tsvete kuitira mumwe munhu zvakanaka, zvausingaitiri vamwe vose. chizivano 7 .
umberevere 	D- 	14 	z 		umberevere umberembere D- z 14 . Uku kuita zvinhu usingadi kuzivikanwa kana kuonekwa navanhu.
vare 	D- 		ny 		vare D- ny . Kuti vare kuita chiedza chakajeka, chinoonekwa kamwe chobva chadzima, sezvinoita mheni.
vaye 	KD 		rk 		vaye KD rk . vaya .
ve 	D- 		ny 		ve va D- ny . Kuti ve kucheka nyama kana zvimwewo nekukasika.
veduwe-e 	KDD 		kanu 		veduwe-e weduwe-e KDD kanu . Kuti veduwe-e kukaruka kwemunhu anenge achisiririswa kana kushamisika nezvinenge zvichitaurwa. Akazofa, nhai veduwe-e, munhu uya airwara.
vende 	D- 	5 	z 		vende D- z 5 . Vende iburi rinenge rabva zino kana chimedu chehari.
underendere 	DDKDK 	14 	z 		underendere DDKDK z 14 . Uku kuramba uri padyo nemumwe munhu nekumutya kana kuti nekuti unomufarira.
verevere 	D- 		ny 		verevere D- ny . Kuti verevere kupinda kunoita chinhu chakareba panhu. Nyoka yati varevere ichipinda mumwena. Kuti verevere kusvika kana kubva panzvimbo muchihwande. Kuti verevere kufamba zvakapfava muchiitira kuti vanhu vasakuonai.
veve 	KD 	5 	z 		veve KD z 5 . Veve kusanzwa kurwadza kunomboita nhengo yemuviri kwekanguva kubva apo unenge wakuvara. Kana uchibviswa zino unobaiwa jikiseni kuti paite veve. chiveve 7 .
vhenekeratsvimborume 	DDDDKDKD 	9 	z 		vhenekeratsvimborume DDDDKDKD z 9 . Iyi inyenyedzi huru kupfuura dzimwe dzose, inopenya chaizvo, inowanzoonekwa kana kunze kuchangosviba.
