a 	K 	1a\9 	vm 		a K vm 1a\9 . Iri ivaramwana rinodaidzwa richinzi a-a , riri pekutanga mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
-yera 	D 				-yera D it . Ku yera kupfeka hembe kana bhutsu kuti uone kuti zvinokwana here. Ini kana ndichitenga chekupfeka, ndinotanga ndachiyera ndisati ndachibhadhara kuti ndione kuti chakandigara here. -yedza . Ku yera kushandisa rura kana chimwe chiyereso kuti uone kureba kwakaita chinhu kana nzvimbo. Vana mudhumeni vanoshandisa nhanho dzavo pakuyera minda. Kana munhu achi yera imwe mhuka, kana nhengo yeimwe mhuka anenge asingabvumirwe kuidya nekuti unenge uri mutupo wake. -era .
-yeuchidza 	D 				-yeuchidza D it . Ku yeuchidza munhu kumufungisa zvaanenge akanganwa. -tondedza .
-tsunga 	K 				-tsunga -tsungarara K itik . Kana waka tsunga unenge usingatyi kuita chinhu chinotyiwa nevanhu vazhinji. -shinga, -vangarara .
-tsunhuka 	D 				-tsunhuka D itik . Ku tsunhuka kuregedzeka kwefundo retambo yambenge yakasungwa. -sunhuka .
-tsura 	D 				-tsura D it . -shura .
-tsuridzira 	D 				-tsuridzira D . -shuridzira .
-tsurudzira 	D 				-tsurudzira D itik . -shuridzira .
-tsuruka 	K 				-tsuruka K itik . Ku tsuruka kubva kwavanhu vose munzvimbo, zvokuti nzvimbo yacho inosara isina anogara mairi.
tsurundundira 	DDDDK 	5 	z 		tsurundundira DDDDK z 5 . Ava vanhu vakawanda vasingadi kufamba, kana kuti vanofamba zvishoma. Uku kurovana kunoita mvura sepamapopopo.
-tsutsuta 	K 				-tsutsuta K it . Ku tsutsuta kutsimbirira chinhu pasi pegumbo kuti chipwanyike.
-tsutsutidza 	K 				-tsutsutidza K it . Ku tsutsutidza kupushira-pushira kana kuzora-zora madhaka kana pendi pamwe panhu. Baba vakagumbuka fani, bhiridha atsutsutidza pendi yose divi rimwe chete remba. Ku tsutsutidza kuita kuti munhu abate chaanacho mumaoko zvakasimba.
-uchira 	K 				-uchira K it . Ku uchira kurovanisa maoko uchitenda, kukwazisa kana zvimwevo. Mukuwasha akauchira ambuya apo aivabvunza upenyu. -ombera .
udhiraivha 	DDKDD 	14 	z 		udhiraivha DDKDD z 14 . Iri ibasa rokuchaira motokari kana zvimwe zvinochairwa.
udhokota 	DKDD 	14 	z 		udhokota DKDD z 14 . Iri ibasa rekuongorora vanorwara nokuvapa mishonga kana kuvanyorera mishonga ingavarape. Mwana wangu akadzidzira udhokota pachikoro chikuru chomuZimbabwe.
-udyura 	K 				-udyura K it . Ku udyura maziso kuavhura zvakanyanya, sezvinoita munhu anenge achitya, akatsamwa kana ashamisika. Paakawanikidzwa achiba, akaudyura maziso kunge achabuda.
uyanga 	DKK 	14 	z 		uyanga DKK z 14 . Uyanga kubata zvinhu zvine utsvina mukati. Mukadzi ane uyanga haatsvaire mumba.
uzima 	D- 	14 	z 		uzima D- z 14 . Pa uzima zvinoreva kuti iye munhu pachake.
va 	D 		ny 		va ve D ny . Kuti va kucheka nyama kana chimwewo nekukasika zvikuru. Kuti va kuzadza mudziyo kusvika pamuromo. Dengu rakati va nezviyo.
vabasa 	DDK 		kanu 		vabasa DDK kanu . Kana munhu achiti vabasa anenge achikwazisa vanhu vanenge vachiita basa. vashumi .
-yeva 	D 				-yeva D it . Ku yeva chinhu kuramba wakachitarisa kwenguva huru, chichikushamisa kana kukufadza. Murume akaramba akashama muromo zvekunge achapindwa nenhunzi akayeva musikana aizvipfuurirawo zvake akanga akasikwa zvekuti huya uone.
yeyeka 	D- 	1a/9 	z 		yeyeka D- z 1a/9 . nhingiriki 9 .
-zadzisa 	K 				-zadzisa K it . Kana uka zadzisa mugomo wemvura, unenge wadira imwe mvura pamusoro peyanga irimo, kuti inyatsosvika pamusoro.
zai rasakupenza 	KD KKDKK 	5 	z 		zai rasakupenza KD KKDKK z 5 . Ichi chipo chinopiwa kumunhu mudiki nomukuru wake, kuratidza kuti anomuda.
zakwatira 	D- 	5 	z 		zakwatira D- z 5 . Izvi zvinhu zvinenge zvawanda chaizvo.
-zama 	D 				-zama D it . Kana munhu achi zama anenge achiedza chaizvo kuti zvaanenge achiita zvibudirire. -yedza .
-zamba 	K 				-zamba K it . -zambira .
tsuwa 	KD 	9 	z 		tsuwa KD z 9 . Tsuwa inzvimbo duku yakapoterezwa nemvura. chiwi 7, chitsuwa 7 .
-tsva 	K 				-tsva K itik . Ku tsva kupiswa kana kubvira moto kungaita bepa kana zvimwewo. Mota yakatsva nokuti peturo yakanga yovhinza ichidonhera pamusoro peinjini. Ku tsva kucheneruka kwenhumbi kana chimwe chinhu change chiri pazuva kwenguva yakareba.
-tsvabika 	D 				-tsvabika D itik . Kana munhu achi tsvabika , anenge achifamba asingatsiki pasi zvakanaka.
-tsvaga 	D 				-tsvaga D it . Ku tsvaga kutarisa chinhu chisipo kana chakarasika, kana chimwewo chaunoda. Vana vanoenda kuchikoro kunotsvaga ruzivo. -kwasha, -tsvaka .
tsvana 	KD 	9 	z 		tsvana KD z 9 . Tsvana mwana wemhembwe kana wemhene.
tsvanzva 	KD 	9>10 	z 		tsvanzva KD z 9>10 . Tsvanzva muchero unovavira, unotsvuka kana waibva. nhengeni 9, svazva 9 .
-tsvara 	D 				-tsvara D it . Ku tsvara kuteta-teta pasi kunoitwa nehuku ichitsvaka zvokudya. -teta .
udzenga 	D- 	14 	z 		udzenga D- z 14 . Udzenga itsika yekuita zvisingatarisirwi nguva zhinji. Udzenga hwake ndihwo hwakaita kuti arove amai.
-udzvura 	K 				-udzvura K it . Kana munhu aka udzvura chibage, anenge achidira pamwe panhu chakawanda. Akadhonzeranwa mbatya dzake paMbare naanahwindi akaudzvura bhagidhi rechibage raaive akatakura.
ufuza 	D- 	14 	z 		ufuza D- z 14 . Kana munhu achiita zvo ufuza , anenge achiita zvakapusa kana kuti zvisina njere.
ugevha 	DDK 	14 	z 		ugevha DDK z 14 . Ugevha maitiro echitsotsi ekuda kutora zvevamwe nekuvakorovhera. Ugevha hwaTendai hwakamuindisa kujeri. ujarijari 14 .
-vadura 	K 				-vadura K it . Kana munhu achi vadura anenge achizadza mudziyo kusvika pamuromo.
-vadza 	K 				-vadza K it . Ku vadza kuita kuti chimwe chinhu chivave. Wavadza nyama nokuwanzisa munyu. -vavisa .
vaganda 	KDD 	2a 	z 		vaganda KDD z 2a . sahwira 9 .
vagota 	KDK 	2a 	z 		vagota KDK z 2a . Vagota mukadzi washe anozoroorwa mushure mewokutanga.
-vaima 	D 				-vaima D itik . Kana chinhu chichi vaima , chinenge chichiita kuti miranzu yezuva inochiteya idzokere kumaziso ewakachitarisa.
-vaka 	K 				-vaka K it . Ku vaka kuronga zvitinha, matombo kana zvimwe zvingavakise, uchiumba mudhuri wemba. Ku vaka mumwe kumupa mazano ekuti agokwanisa kubudirira muupenyu.
-vamba 	K 				-vamba K itik . Kana munhu achi vamba anenge achifamba dumbu rakarembera nokuda kwekuguta.
-vambira 	D 				-vambira D itik . Ku vambira kupa munhu zano kana ruzivo pane zvichaitika. -yambira .
-vambuka 	D 				-vambuka D it . Kana munhu achi vambuka anenge achibva kune rimwe divi rerwizi, achienda kune rimwe racho. -yambuka .
vambuya 	KDD 	2a 	z 		vambuya KDD z 2a . ambuya 1a .
zambamba 	DKK 	21 	z 		zambamba DKK z 21 . Zambamba zimba rakakurisisa. Takavaka zambamba remba kumaruwa.
zambara 	D- 	21 	z 		zambara D- z 21 . Zambara igonhi rinovhara musuwo wokupinda mumuzinda.
-zamurira 	K 				-zamurira K it . Ku zamurira kushandisa simba rose pakurova, kutema kana kukava chinhu.
zana 	DK 	5 	z 		zana DK z 5 . Zana zimwana renyuchi rinenge richiri gonye. Nyuchi dzinochengetera mazana adzo mumukoko.
zanda 	DK 	5 	z 		zanda DK z 5 . zai 5 .
zandangoma 	D- 	21 	z 		zandangoma D- z 21 . Iri zinhu rakakurisa kudarika mwero. Mombe iyi ine zandangoma romusoro.
zangira 	DDK 	5 	z 		zangira DDK z 5 . Zangira mukaka unenge wava nemazuva, wakora zvekudyisa sadza.
-zara 	K 				-zara K it . Kana zvinhu zva zara mumudziyo zvinenge zvawanda zvekuti chechetere. Mugoro wazara mvura yava kutoda kurasikira.
-tsvarangidza 	K 				-tsvarangidza -tsvaringidza K it . Ku tsvarangidza kupedzisa zvimuto zvinenge zvasara mundiro, uchishandisa musuva wesadza. -kurungudza .
tsvaratsvata 	D- 	9 	z 		tsvaratsvata D- z 9 . Iri igumbo rehuku kana reshiri rainoshandisa kuteta ichitsvaka chikafu. tsvarapasi 9, nzondora 9 .
-tsvata 	D 				-tsvata D it . Ku tsvata kuitira mumwe munhu zvinomurwadza, uchida uye uchiziva.
-tsvatika 	D 				-tsvatika D it . Ku tsvatika kudira mvura shomashoma mupoto kana mune chimwe chinhu.
tsveda 	DK 		ny 		tsveda DK ny . Kuti tsveda kugara rimwe divi romuviri rakakwirira, rimwe rakadzikira.
-tsveduka 	D 				-tsveduka D itik . Ku tsveduka kuwira pasi kweatsika panotsvedza.
-tsvedura 	K 				-tsvedura K it . Ku tsvedura kuchekerera chivezwa kuti chitsvedzerere.
-tsvedza 	D 				-tsvedza D itik . Kana panhu pachi tsvedza panenge pakakwenenzerwa kana kuti pari panyoro, zvokuti munhu akaresva kutsika anowira pasi.
-tsvekenyedza 	K 				-tsvekenyedza K itik . Ku tsvekenyedza kupinda pausingachakwani, uchishandisa chisimba. Vanhu vaitsvekenyedza kupinda munhandare vachida kuona bhora. -tsvikinyidza, -tsekenyedza .
-tsvemeredza 	D 				-tsvemeredza D it . Ku tsvemeredza kuita kuti vanhu kana zvimwe zvinhu zvive pedo napedo. Ku tsvemeredza kunamatidza zvinhu zvakaita semapuranga panhu pamwe.
uhwana 	DDK 	14 	z 		uhwana umwana DDK z 14 . Uhwana inguva yekunge munhu achiri mwanana. Kana munhu mukuru achinzi ari kuita uhwana anenge achiita zvinhu zvisina musoro, zvisiri zvezera rake.
ujaya 	DDK 	14 	z 		ujaya ujaha DDK z 14 . Ujaya inguva inenge mwanakomana ayaruka zvokuti achiroora hake.
ukama 	DKK 	14 	z 		ukama DKK z 14 . Ukama kuva vamwe chete nokusungana kunovapo pakati pevanhu veropa kana dzinza rimwe kana kuti vakaroorerana.
ukatakata 	D- 	14 	z 		ukatakata D- z 14 . Uku kuwanda kwezvinhu zvinenge zvakashanyuka panzvimbo huru. Uku kurara kwemhuka kana vanhu vakawanda, panzvimbo imwe chete yakakura. Uku kukwira kunoita vanhu kana mhuka pakawandiwa.
ukoma 	D- 	14 	z 		ukoma D- z 14 . Ukoma kuve mukuru pane vamwe vana.
vambuyawasha 	KDDKD 	2a 	z 		vambuyawasha KDDKD z 2a . Ava ndimai vomudzimai wako. Uyu mudzimai wehanzvadzi yomudzimai wako.
-vanda 	K 				-vanda K itik . Kana chinhu chaka vanda chinenge chiri pasingaoneki. -hwanda . Ku vanda kubvisa zvimedu uchiita kunge uri kukwatura. Unogona kuvanda huni uchishandisa sanhu. -vandika .
-vandanyura 	K 		ny 		-vandanyura -vandanura K ny it . Ku vandanyura kubudisa pachena zvinhu zvanga zvakavandika.
-vandudza 	D 				-vandudza D it . Ku vandudza kuita kuti zvanga zvoda kuregerwa kana kupera zvitangezve. Avandudza pakunamata kwake. Ku vandudza kamutsidziri kana kuti kusimudzira chinhu changa chapera kana kuti kuparara. Chinangwa chedu ndechokuvanduza sangano redu revarimi.
vanga 	D- 	5 	z 		vanga D- z 5 . Vanga ndechinosara apo paimbove neronda rikapora. dzvadzi 5 .
-vangarara 	K 				-vangarara K itik . Kana munhu aka vangarara anenge aine mwoyo wokusanzwira vamwe urombo.
vanhiya 	KKD 	2a 	z 		vanhiya KKD z 2a . Vanhiya munhu anenge akaitirwa zvakashata asingazivi, zvokuti anenge ava kunzwisa urombo. Akangosvikovata, vanhiya vangu kana kumboziva kuti munin'ina afa.
-vanza 	D 				-vanza D it . Ku vanza kutora mbeu mudura kuti udzishandise nenzira yaunofunga. -vazha . Ku vanza kuhwandisa munhu kana chimwewo kuti chisaonekwa.
-vanzarika 	K 				-vanzarika K it . Ku vanzarika kuita kuti chinhu chirare pasi zvinyoronyoro. Vanzarika mwana asamuka.
zarima 	DKD 	5 	z 		zarima DKD z 5 . Zarima kusviba kwakanyanya kunenge kwakaita kunze. mhindo 9 .
-zarira 	K 				-zarira K itik . Kana chinhu chichi zarira chinenge chichikutadzisa kufema zvakanaka. -gombera .
-zarirwa 	K 				-zarirwa K itik . Ku zarirwa kutadza kufema zvakanaka nekuda kwechipfuva chinorwadza, kana kuti nekuda kweshungu. Akazarirwa neshungu anzwa kuti musha wake wapazwa.
-zaruka 	D 				-zaruka D itik . Kana panhu paka zaruka panenge pasina kupfigwa. -shama .
-zavaza 	D 				-zavaza D itik . Ku zavaza kutaura nyaya dzakawanda, usingapi vamwe mukana wekutaurawo. Ku zavaza kutaura kunoita munhu ari ega. Munhu akadhakwa anofamba achizavaza.
zavirira 	DKKD 	21 	z 		zavirira DKKD z 21 . Urwu ruzha rwavanhu vakawanda vanoimba kana kutaura nguva imwe cheteyo. Mumabhawa munogara muine zavirira roruzha.
zaza 	D- 	5 	z 		zaza D- z 5 . Zaza chirwere chezvirimwa zvakaita sembatatisi.
-zazambura 	K 				-zazambura K it . Kana munhu achi zazambura anenge achiita chinhu zvekupedzeredza. Akazazambura zimba rinotyisa kukura.
-tsvendama 	K 				-tsvendama K itik . Ku tsvendama kumira wakazvitsigisa nemudhuri kana chimwe chinhu. -sendama .
-tsvenenzveka 	K 				-tsvenenzveka K itik . Ku tsvenenzveka kuchekererwa zvakaenzana nokutsvedzerera kwechivezwa kana zvimwewo.
-tsveruka 	K 				-tsveruka K itik . Kana waka tsveruka unenge uri munhu anotaridza kana kuita tsika dzinoshoreka.
-tsvetera 	D 				-tsvetera D it . Kana uchi tsvetera unenge uchiisa dovi kana majarini pachingwa. Kana uchi tsvetera unenge uchifadza kana kunyengetedza mumwe munhu kuti akupe kana kukuitira chaunoda. Kana wa tsvetera inzwi, unenge usisagona kutaura zvinonzwika.
tsvetsveya tsvetsveya 	DDK+ 		ny 		tsvetsveya tsvetsveya DDK+ ny . Kuti tsvetsveya tsvetsveya kufamba usingatsiki zvakanaka, gumbo richirwadza, kana kuti nezvimwewo zvikonzero.
-tsvetura 	K 				-tsvetura K it . Ku tsvetura kufambisa rurimi pachikafu kana chimwevo chinhu. -nanzva . Ku tsvetura kufaira kana kurodzera banga kuti ripinze.
ukomana 	DKDK 	4 	z 		ukomana DKDK z 4 . Iyi inguva yekunge munhurume asati ava saimba. ANTONYMS usikana 14. Iyi inguva yekunge munhurume asati aziva vakadzi.
ukosha 	D- 	14 	z 		ukosha D- z 14 . Ukosha kusanzwa zvakanaka kwomuviri womunhu. urwere 14, utenda 14 .
ukotakota 	D- 	14 	z 		ukotakota D- z 14 . Uku kurerekera mberi kunoita vanhu pakusakura kana rimwe basa rinoda kukotama.
-umba 	K 				-umba K it . Ku umba kugadzira mufananidzo wechinhu chaunoda, uchishandisa dhaka kana zvimwewo. Ku umba munhu kumudzidzisa kutevedzera tsika dzakanaka dzeupenyu, achisiya dzakaipa.
umbavarira 	DKKDK 	14 	z 		umbavarira DKKDK z 14 . Uku kushingirira mune zvaunoita. rusimbiriro 14 .
-varaidza 	K 				-varaidza K it . Ku varaidza mwana kumuita kuti anyarare kuchema. Ku varaidza munhu ari kutambudzika kumutaura naye kuti asanyanye kunetseka. Ku varaidza nguva kufanoita zvimwe zvinhu zvinotora pfungwa, uchimirira nguva yauchada kuita chimwe chinhu kuti isvike. Pandaive ndakamirira chiremba, ndakazvivaraidza nekuverenga pepanhau. -tandadza .
varavanda 	K- 				varavanda K- it . Kuti varavanda kushanda wega chinyararire.
-vasvura 	D 				-vasvura D it . Ku vasvura kutarisa munhu uchibiridzira, usingadi kuti akuone. Ku vasvura kutora chinhu uchibvisa rukoko rwapamusoro.
-vata 	K 				-vata K itik . -rara .
vatama 	D- 		ny 		vatama D- ny . Kuti vatama kuenzana kunenge kwaita sezvakaita uswa kana vhudzi.
vatiya 	KKD 	2a 	z 		vatiya KKD z 2a . Vatiya munhu ane pfungwa dzisingatani kukanganwa.
-vava 	K 				-vava K itik . Uku kushatisa mukanwa kungaitwe nechawadya, chakaita sechikafu chine mhiripiri kana chakawanzwa munyu. Ku vava kuswinywa mumuviri, zvekuti panonyeredza pacho panenge pachida kukwenywa.
-vavaika 	K 				-vavaika K itik . Kana mhuka kana mudziyo uchi vavaika , unenge uine mvere dzinokasika kubata moto.
-vavarika 	D 				-vavarika D itik . Ku vavarika kufamba zvinyoronyoro, asi uchikasika.
-vavarira 	K 				-vavarira K it . Ku vavarira kushandisa nzira ipi neipi zvayo, uchishingirira chete kuti uwane chauri kuda. -tsungirira .
-vavika 	D 				-vavika -vaveka D it . Ku vavika munhu kumupisa nemvura inofashaira kana nechimwewo chinopisa, zviya zvekutomukuvadza.
-tidibura 	K 				-tidibura K it . Ku tidibura kusimuka kunoita ivhu kana uchirima negeja.
tiga tiga 	KD+ 		ny 		tiga tiga KD+ ny . Kuti tiga tiga kufamba zvine mutsindo.
-tigidura 	K 				-tigidura K it . Kana uchi tigidura unenge uchitimba zvine simba panenge pakaomarara, uchinyudza badza pasi.
-tigidza 	K 				-tigidza K it . Kana mombe ichi tigidza inenge ichirovera gumbo rayo pasi. Charuveki yaitigidza pasi negumbo ichidzinga nhunzi.
tika 	D- 		ny 		tika D- ny . Kuti tika kunyudza pfumo kana sanhu munyama.
-tikaira 	K 				-tikaira K itik . Munhu ano tikaira anenge achifarira kugara achingofamba zvisina chinangwa. -chikaira .
-tikidza 	K 				-tikidza K it . Kana uchi tikidza unenge uchichera pasi nechidodoma.
-tikishika 	D 				-tikishika D itik . Ku tikishika kufamba kunoita munhu ane muviri mukuru.
-tikishudza 	D 				-tikishudza D it . Kana uchi tikishudza unenge uchichera pasi pakaoma kuti papfave.
-tikitidza 	D 				-tikitidza D it . Kana uchi tikitidza unenge uchibaya pakanyororvera nemuururo kana nebanga.
-tsvikinyidza 	K 				-tsvikinyidza K it . Ku tsvikinyidza kuedza kukwana kana kupinda nepasina nzvimbo. -tsvekenyedza, -tsvikinyira .
-tsvikitidza 	K 				-tsvikitidza K it . Ku tsvikitidza kuita kuti chinhu chinatsomira zvakanaka. Ku tsvikitidza kubata chinhu zvakasimba.
-tsvikitika 	D 				-tsvikitika D itik . Ku tsvikitika kuva munhu mutano, akasimba chaizvo. Ku tsvikitika kuva chinhu chinoshanda zvakanaka, chisina pakaipa kana pakakuvara.
-tsvikudza 	D 				-tsvikudza D it . Ku tsvikudza kubatsira mumwe munhu kusimudza mutoro unorema.
tsvina 	D- 	9 	z 		tsvina D- z 9 . Tsvina ihuruva kana marara anenge ari paasingafaniri kuve. Tsvina ndeinenge iri pamuviri wemunhu inobviswa nokugeza. dhodhi 5 .
-tsvinyidzira 	K 				-tsvinyidzira K it . -dzvanyidzira .
-umbuka 	D 				-umbuka D itik . Kana hembe ya umbuka inenge yapera ruvara, rwabviswa nokusakara kana kupiswa nezuva.
-umburudza 	K 				-umburudza K it . Ku umburudza kusunda chimwe chinhu, zvokuti chinotenderera chiri pasi. Huku dzinofarira zvekudya chikafu chadzo dzichiumburudza.
umbwa 	DK 	14 	z 		umbwa DK z 14 . Umbwa itsika yokuve une tsvina yakanyangara, kana yokuita zvinhu zvinonyadzisa, usina hanya nokuti vamwe vanotii nazvo.
umhizha 	DDK 	14 	z 		umhizha DDK z 14 . Umhizha unyanzvi pabasa rokupfura simbi kuita matemo, mapfumo, mapadza nezvimwewo. Makarekare umhizha hwaipfumisa kana kwaita hondo yaida mapfumo, makano nemiseve.
-vaya 	K 				-vaya K itik . Kana munhu aka vaya anenge akagara, asingafungiri kuti pane chingaitika.
-vazha 	D 				-vazha D it . -vanza .
veka veka 	KD+ 		ny 		veka veka KD+ ny . Kuti veka veka kufamba uchiita sounodzedzereka nokuremerwa.
-vekaira 	K 				-vekaira K itik . Ku vekaira kufamba kunoita munhu akatakura zvinorema mumaoko ake. Ku vekaira kufamba uchiita sounodzedzereka nokuremerwa.
timba 	DK 	9 	z 		timba DK z 9 . Timba rudzi rwekashiri kakaita kadiki.
-timba 	K 				-timba K it . Kana uchi timba unenge uchishandisa badza kuchera pasi uchidzikisa.
timha 	KD 		ny 		timha KD ny . tiba .
-tindimara 	D 				-tindimara D itik . Ku tindimara kufamba magaro achitamba-tamba, achinge akanyanya kubuda kumashure.
-tindindika 	D 				-tindindika D itik . Kana munhu achi tindindika anenge achifamba achiita sokunge asina simba, kana anoremerwa nomuviri wake.
-tindirika 	D 				-tindirika D itik . Ku tindirika kusvetuka mudenga norufaro.
-tindivadza 	D 				-tindivadza D it . Ku tindivadza kuita kuti munhu asanzwa kurwadziwa. Baba vakati, mukaramba muchirova mwana munomutindivadza.
-tindizhika 	K 				-tindizhika K itik . Kana munhu achi tindizhika anenge achifara, asi iye aitira vamwe zvisingavafadzi.
-tinhidza 	D 				-tinhidza D it . Ku tinhidza kurova ngoma kana munhu zvine simba.
tinhima 	KKD 		ny 		tinhima KKD ny . Kuti tinhima kugara kwemunhu ane muviri muhombe sepakadaro apo, achiratidza kuti ndiri pano.
-tsviriridza 	K 				-tsviriridza K itik . Ku tsviriridza kuchema nenzwi dete. Ku tsviriridza kunakidza kunoita mutambo unenge uine vanhu vakawanda. Ku tsviriridza kuridza pembe kana chimwe chinhu.
tsvitsa 	D- 	9 	z 		tsvitsa D- z 9 . Tsvitsa mukadzi anenge achangoroorwa. mwenga 1, musvitsa 1 . Tsvitsa mucheka unosungwa mumusoro nemukadzi ari kunoperekwa kumurume. Tsvitsa idanho rokupedzisira pakuroora mukadzi.
-tsvotsvoma 	D 				-tsvotsvoma D itik . Kana mvura ichi tsvotsvoma inenge ichiteukira pasi yakawanda zvikuru, zvinotonzwika ruzha.
-tsvotsvomedza 	D 				-tsvotsvomedza D itik . Ku tsvotsvomedza kunaya kwemvura zhinji kwazvo. Ku tsvotsvomedza kurutsa marutsi akawanda nenguva pfupi.
umvana 	DDK 	14 	z 		umvana DDK z 14 . Umvana inguva yokuti mukadzi achiri pazera rokuzvara, abva paumhandara. ubvana 14 .
-un'a 	D 				-un'a D it . Ku un'a kuburitsa ruzha ruri pasi pasi.
-una 	D 				-una D itik . Ku una kushaya simba kunoita zvinomera, nokuda kokupiswa nezuva. Kana munhu aka una anenge asina mufaro.
unauna 	D- 		ny 		unauna D- ny . Kana mashizha ati unauna anenge asvava, ava kuoma. Kana munhu ati unauna , anenge ava kupera simba nokuneta kana kurwara.
undandanda 	D- 	14 	z 		undandanda D- z 14 . Uku kumira kunenge kwakaita zvinhu zvakawanda zvakatevedzana.
-undira 	K 				-undira K it . Ku undira kuumbidzira ivhu, pazvirimwa kunyanya.
undonda 	D- 	14 	z 		undonda D- z 14 . Undonda kuve munhu asina kusimba pamuviri, anodhererwa nezvirwere.
-verengera 	D 				-verengera D itik . Kana munhu achi verengera kuita chinhu, anenge achingoti ndichati ndoti, kusvika nguva yapera. Kana munhu achiku verengera , achiti zvese zvawamtadzira ozviisa mumwoyo, kudzimara azosvika zuva rekuti anoti zvakwana wanyanya, ozonyatsotaura newe kana kutsiva. Pese pandainonoka kumba, amai vaindiverengera kuzodzimara rimwe zuva vakanditi, "Wanyanya zvino. Kubvira nhasi haubve pano kusara kwekunge ndakutuma".
-veura 	K 				-veura K it . Ku veura kubvisa bvudzi rose nechisvo. -gusa .
-vhaira 	D 				-vhaira D itik . Ku vhaira kufashaira kunoita mvura iri pamoto. Kana munhu achi vhaira anenge achida kuzvionesera nezvaari, kana kuti zvaainazvo.
-vhandanyuka 	D 				-vhandanyuka -vhandanuka D itik . Kana zvinhu zva vhandanyuka zvinenge zvisisina kurongeka zvakanaka, kana kuti zvavhurika kana kubvujunuka, izvo zvambenge zvakavharirwa pamwe.
-vharavhanyuka 	D 				-vharavhanyuka D itik . Ku vharavhanyuka kuratidza kuvhunduka kukuru.
