amaiguru 	DKKKK 	2b 	z 		amaiguru DKKKK z 2b . maiguru 2a .
rumbabvu 	D- 	11 	z 		rumbabvu D- z 11 . mbabvu 9 .
sengu 	D- 		ny 		sengu D- ny . Kuti sengu kukamura hundi kubva pambeu.
shadabu 	KKD 		ny 		shadabu KKD ny . Kuti shadabu kugara munhu wakaparadzanisa makumbo zvisina unhu.
shaku 	KD 		ny 		shaku KD ny . Kana chinhu chati shaku chinenge chazara zvokutorasikira. Mugoro wakanga wakati shaku nechibage. Kuti shaku kuwa nomusana.
tabvu 	D- 		ny 		tabvu D- ny . tomu .
rupau 	D- 	11 	z 		rupau D- z 11 . Rupau runyorwa, kana chidhindo, kana chimwewo chinoiswa pamhuka kuti dzizivikanwe kuti ndedzekupi. Mbudzi dzake dzine rupau rwemhete panzeve.
shamhu 	DK 	9>10 	z 		shamhu DK z 9>10 . Shamhu rumuti runoshandiswa kuranga vana. Shamhu idambudziko guru raunosangana naro muupenyu, sechirango chezvawakanganisa.
taimu tebhuru 	KKD KDD 	9>10 	z 		taimu tebhuru taimi tabhuru KKD KDD z 9>10 . Uhu urongwa hwezvinhu zvinofambiswa nenguva yakatarwa. Pakabuda taimu tebhuru yamazamanishoni, vana vakatanga kuverenga zvine simba.
taku 	D- 		ny 		taku D- ny . Kuti taku kusimudza chimwe chinhu kubva pasi, chichiiswa pakakwirira.
rusandusandu 	D- 	11 	z 		rusandusandu D- z 11 . Uku kuva nemaitiro akasiyana-siyana, uye asinganzwisisiki.
shapu 	KD 		ny 		shapu KD ny . Kuti shapu kugeza uchikasika. Kuti shapu kuenda nokukasika. Kuti shapu kutsvaira pasi pane mvura.
sharapu 	DDK 	9>10 	z 		sharapu DDK z 9>10 . Sharapu tumiti tutete tusina mashizha, turi pabazi kana pashamhu. sharangwa 10 .
rushamhu 	DDK 	11 	z 		rushamhu DDK z 11 . Rushamhu kapazi kemuti kanoshandiswa kurovesa. Vana vasinganzwi vanorohwa nerushamhu. shamhu 9, mushamhu 3 .
tanangu 	KKD 		ny 		tanangu KKD ny . Kuti tanangu kubvisa chinhu chinenge chisingadiwi panzvimbo, kana kuti chinenge chakadzivirira.
tandabvu tandabvu 	D- 		ny 		tandabvu tandabvu D- ny . Kuti tandabvu tandabva kufamba kwemhuka huru, inokanda nhambwe zvishoma nezvishoma.
-su 	K/D 		vm 		-su K/D vm . Ichi chivakamberi chinoshandiswa kutaratidza kushamisika kana kubvunza mubvunzo wokushamiswa. Kufara kudai, wadiwasu?
sudzunu 	KKD 		ny 		sudzunu KKD ny . Kuti sudzunu kusununguka kwezvinhu zvanga zvakasungana. svudzunu, sukunu .
suku 	D- 		ny 		suku D- ny . Kuti suku kusairira chimwe chinhu kwakadaro uko, usina hanya nazvo kana kuti wakatsamwa. Kuti suku kuregedza chinhu changa chakambobatwa kana kusungirwa. Kana imbwa iyi ndikaiti suku, hapana anopamira ipapo. sunde, supfu .
shazhu 	K- 	5 	z 		shazhu K- z 5 . Shazhu muti kana bazi remuti diki rakatemwa. sanzu 5 .
shefu 	K- 	1a 	z 		shefu K- z 1a . Shefu mukuru wevanhu vanenge vachibika muhotera. Shefu munhu ane chinzvimbo chepamusoro, pabasa kana musangano.
sherufu 	KDD 	9>10 	z 		sherufu KDD z 9>10 . Sherufu chivezwa chemapuranga chinochengeterwa mabhuku kana midziyo yomumba. sherefu 9 .
sumu 	KD 	9 	z 		sumu sumhu KD z 9 . Sumu muto wakakora unogadzirwa nemadomasi, kazhinji.
shidu 	KD 		ny 		shidu KD ny . Kana chinhu chanzi shidu kusungwa, chinenge chasungwa zvakasimba. Kana chinhu chanzi shidu , chinenge charohwa zvakasimba. Kuti shidu kudimbuka kwetambo nekurumwa kana kutemwa.
taramu 	KKD 		ny 		taramu KKD ny . Kuti taramu kusudurukira mumashure.
sununu sununu 	D- 		ny 		sununu sununu D- ny . Kuti sununu sununu kungofamba munhu asingatarisi kwaanoenda.
tasvu 	KD 		ny 		tasvu KD ny . Kuti tusvu kukweva gwenzi kana hunde yechibage kubva muvhu, zvisina simba.
tatabvu 	KKD 		ny 		tatabvu KKD ny . Kuti tatabvu kudambura chinhu uchishandisa mazino. Kachembere kakati kati tatabvu nyama namazino, ikati yaramba.
susu 	KD 	5 	z 		susu KD z 5 . Susu ndemunogara kudya kusati kwanatsogayiwa mudumbu memhuka dzakaita sen'ombe.
sadagu 	KKD 		ny 		sadagu KKD ny . Kuti sadagu kuva neimwe nhengo yakapfuurira mberi kudarika dzimwe. Dumbu remukadzi ane nhumbu rakati sadagu. sadu .
sadunhu 	KDD 	1a 	z 		sadunhu KDD z 1a . Sadunhu mutungamiri wemisha yakawanda, anenge ari pasi pashe asi ari pamusoro pasabhuku.
-tatu 	DK 		pr 		-tatu DK pr . Zvinhu zvi tatu ndezviri pakati pezviviri nezvina.
tau tau 	KD+ 		ny 		tau tau KD+ ny . Kuti tau tau kuuruka uruka.
svaku 	KD 		ny 		svaku KD ny . Kuti svaku kubuda mumba kana mumwena nokukasika. svati, hovo, dhu .
svatu 	DK 		ny 		svatu DK ny . Kuti svatu kudauka kwechinhu, sezvinoita bota riri kukwata.
shovhu 	D- 	9 	z 		shovhu D- z 9 . Shomvu munhu asingadi kuita basa, anongoda kugara chete. nyope 9 .
shu-u 	D 		kanu 		shu-u D kanu . Kuti shu-u ruzha runoitwa nomunhu anenge anzwa kurwadziwa. Kana munhu achiti shu-u , anenge achangotura chinhu chinorema.
shudhu 	KD 		dz 		shudhu KD dz . Shudhu inzwi rinotaurwa kana zvinhu zvafamba sezvanga zvichitarisirwa. Mabhiza angu andakabheja akabva andobuda shudhu. shutu .
tazu 	KD 		ny 		tazu KD ny . Kuti tazu kuzara kwedumbu zvokuzvimbirwa. Ukadya mutakura wenyemba, unorara dumbu rangoti tazu. Kuti tazu kuvhura maziso zvokushamisika.
tebhuru 	KDD 	9 	z 		tebhuru teburu KDD z 9 . tafura 9 .
tedegu tedegu 	DDK+ 		ny 		tedegu tedegu DDK+ ny . Kuti tedegu tedegu kufamba wakaisa dumbu mberi.
svetu 	KD 		ny 		svetu KD ny . Kuti svetu kutomuka munhu achikwira mudenga. Paakasvika pamugero une mvura, akati svetu achibva anomira mhiri.
samhu 	D- 		ny 		samhu D- ny . Kuti samhu kukura kwechinhu nokukurumidza. Mwana anodya achiguta anoti samhu kukura.
shuku 	K- 	9 	z 		shuku K- z 9 . Shuku inhamo yokushaya zvokupfeka.
tefu 	D- 		ny 		tefu tepfu D- ny . Kuti tefu kunyorovera zvinoita pamubhedha pokurara. dhefu .
svinu 	DK 	9 	z 		svinu DK z 9 . Svinu munhu asinganyari anoita zvoundururani zvinokanganisa vamwe mumagariro avo, asina hanya nazvo. Svinu yakaitira svina paruware runopurirwa zviyo.
Samu 	KD 	5 	z 		Samu KD z 5 . Mapisarima 6 .
sandu 	D- 		ny 		sandu D- ny . Kuti sandu kuchinja zvawanga uchitaura kana kuita. Akambobvuma kuti akaba akabva atizve sandu, oramba.
shurushuru 	DKDD 	9 	z 		shurushuru DKDD z 9 . Uyu mushonga unonamuka, unoshandiswa kunama ponji.
shutu 	D- 		ny 		shutu D- ny . Kuti shutu kunyarara munhu akatsamwa, zvokuti anenge asingadi zvokutaudzwa. Murume akanonoka kusvika pamba, ndokuwana mudzima akangoti shutu. Kuti shutu kuzara kwezvinhu, mungava musaga kana pamwewo.
tekeshu 	KKD 		ny 		tekeshu KKD ny . Kuti tekeshu kurova zvinorwadza, zvichikuvadza zvikuru.
svomhu 	KD 	9>10 	z 		svomhu KD z 9>10 . Svomhu chidzidzo chinoshanda nenamba, vanhu vachikamura vachisanganisa nezvimwewo zvingangoitwa nenhamba. samhu 9, masamhu 6 .
sanzu 	K- 	5 	z 		sanzu shazhu, shazho K- z 5 . Sanzu muti wakaita mudoko, unenge wakatemwa ukaoma pamwe chete nemashizha awo.
shwau 	D- 		ny 		shwau D- ny . Kuti shwau kuoma zvakanyanya kwemiti kana zvimwewo zvinembenge zviri zvinyoro. Mvura payakangoenda, chibage chakasara chooma kuti shwau.
svunguru 	K 		ny 		svunguru K ny . Kuti svunguru kurara munhu asina kupfeka.
svusvu 	DK 	5 	z 		svusvu DK z 5 . Svusvu munhu ane chiso nechimiro chakanaka, chakaurungana. Svusvu mushonga unobikwa kuti umwiwe navanhu vazhinji somuteyo.
tepfu 	D- 		ny 		tepfu D- ny . Kuti tepfu kutefetera kunoita chinhu chakaita semubhedha.
siku 	K- 	5 	z 		siku K- z 5 . usiku 14 .
pasuru 	KDD 	9>10 	z 		pasuru KDD z 9>10 . Pasuru zvinhu zvinenge zvakaputirwa zvinovigirwa kana kutumirwa munhu.
pau 	KD 		ny 		pau KD ny . Kuti pau kudimbura bazi romuti nokukurumidza.
pfurupfutu 	D- 		ny 		pfurupfutu D- ny . Kana chinhu chichiti pfurupfutu muviri wacho unenge uchigwinha, sezvinoita huku yachekwa nebanga yoda kufa, kana munhu abatwa nezvipusha.
pfutunu 	D- 		ny 		pfutunu D- ny . Kana chinhu chichiti pfutunu , chinenge chichiregedzeka pachanga chakabatira kana kusungwa. Waya kana tambo ikati pfutunu inenge yasununguka payanga yakasunga.
nyn'urududu 	K- 		ny 		nyn'urududu nyn'orododo K- ny . Kuti nyn'urududu kunyura kusvika muzasi memvura iri mudziva, muduhwino, dhamu kana dzimwewo nzvimbo dzinogara mvura. nyurududu .
pedonevhu 	DDKD 	1a 	z 		pedonevhu DDKD z 1a . Uyu munhu mupfupi chaizvo.
pefiyumu 	DDKD 	9>10 	z 		pefiyumu DDKD z 9>10 . Uyu mweya wekupfapfaidza kuita kuti chimwe chinhu kana pamwe panhu panhuhwirire.
pemu 	KD 	9>10 	z 		pemu KD z 9>10 . Pemu mucheno wevhudzi rinokamwa richipiswa nemishonga yakasiyana-siyana inoita kuti vhudzi ritwasanuke kana kumonera-monera nemusoro.
pibvu 	DK 		ny 		pibvu DK ny . Kuti pibvu kukava munhu mukobvu zvakasimba, panyama dzake dzakarembera.
rufunu 	DDK 	11 	z 		rufunu DDK z 11 . Rufunu kakanda kadiki kakwatuka pamuviri. Rufunu chirwere cheganda chinoita kuti rikwatuke-kwatuke.
rugudu 	KKD 		ny 		rugudu KKD ny . Kuti rugudu kuvhunika nokuwira pasi nokukasika kwechinenge chavhunika. Kuti rugudu kupera simba, mushure mokunge waita basa kana kuti wafamba zvikuru. Kuti rugudu kupesana kwamabhonzo, sezvingaita kana waresva kuwira pasi. rudugu .
penengu 	KKD 		ny 		penengu KKD ny . Kuti penengu kuvhura chinhu nekukasika.
penzu 	KD 		ny 		penzu KD ny . Kana uchiti penzu unenge uchipedza dambudziko ranga richikunetsa.
pepanhau 	DDDK 	5 	z 		pepanhau DDDK z 5 . Iri i gwaro rinobuda zuva rega rega kana pasvondo, rinenge richitaura nhau dzezvinenge zvichiitika.
pigidu 	KKD 		ny 		pigidu KKD ny . Kuti pidigu kuchera nokubvisa zvinhu zvinenge zviri muvhu, zvakaita sematombo nembambaira.
ravakuru 	KDKK 	5 	z 		ravakuru KDKK z 5 . Iri ibutiro rinogara mwana kana ari mudumbu, rinoputika nekubuda kunze paanozvarwa. chavakuru 7, rusarira 11, musana 3 .
pepfu 	KD 		ny 		pepfu pipfu KD ny . Kuti pepfu kudya zvinhu zvinomudukira, kufanana nembambaira.
pindu 	DK 		ny 		pindu DK ny . Kana uchiti pindu unenge uchichinja gwara rawanga uchifamba naro wotora rimwe, kana kuchinja pfungwa dzako maererano nezvawanga uchiita kana kuti zvavanga uchida kuita.
nzungu 	DK 	9>10 	z 		nzungu DK z 9>10 . Nzungu imbeu inorimwa muminda, inodyiwa yabikwa kana kukangwa, uye inokuyiwa kugadzira dovi kana kusvinwa mafuta.
nzuwu 	KD 	9>10 	z 		nzuwu KD z 9>10 . Nzuwu isadza rinosara mundiro usavi hwapera.
peturu 	KDD 	9 	z 		peturu peturo KDD z 9 . Peturu mafuta anokasika kubata moto, anoshandiswa kufambisa injini dzemotokari nemimwe michina.
pfakanyu 	DDK 		ny 		pfakanyu DDK ny . pfakanya .
pinginu 	KKD 		ny 		pinginu KKD ny . Kuti pinginu kutsvaga mushonga unorwisa mushonga wakashata, unenge wamwayiwa pamusha kana kuti wapiwa munhu.
pingu pingu 	DK DK 		ny 		pingu pingu DK DK ny . Kana ngoma dzichiti pingu pingu , vanhu vaviri kana vanopfuura vanenge vachiridza ngoma dzavo panguva dzakasiyana, asi zvichiburitsa mutinhimira.
pfau pfau 	DK + 		ny 		pfau pfau DK + ny . Kuti pfau pfau kubanha kunoita mhuka kana shiri inenge yava kufa.
pfazu 	KD 		ny 		pfazu KD ny . Kuti pfazu kudimbura kachidimu kechinhu.
piningu 	KKD 		ny 		piningu KKD ny . Kuti piningu kurudunura panga pakarukwa, sezvingaitwa juzi kana chidhoiri. Kuti piningu kukutura, sezvingaitwa motokari kana bhara.
pinyingu 	KKD 		ny 		pinyingu KKD ny . Kuti pinyingu kumonyoroka, kana kutenderera, kana kusimuka nokukasira. Kuti pinyingu kubheuka, sezvinoita motokari yatadza kukona. pinyu .
pinyu 	KD 		ny 		pinyu KD ny . Kuti pinyu kuzvongonyoka kana kutenderera, kana kusimuka nokukasika. pinyingu .
pipfu 	KD 		ny 		pipfu KD ny . Kana chinhu chichiti pipfu chinenge chichigurika kuita mapandi maviri. Kuti pipfu kugura chinhu chakaita sembambaira uchishandisa badza, piki kana banga.
rezu 	D- 		ny 		rezu D- ny . Kana chinhu chakati rezu chinenge chakanamatira panhu, asi mutumbi wacho wese wakarembera. Kuti rezu kutaridzika kunoita zvirimwa kana zvanyanya kutsva nezuva.
nzviru 	KD 	9>10 	z 		nzviru KD z 9>10 . Nzviru muchero unoti kana waibva unenge wakatsvukuruka, unokura pamuti une minzwa netumashizha tudiki, unonzi munzviru. nhengeni 9, tsvanzva 9 .
pfetsu 	KD 	5 	z 		pfetsu KD z 5 . Pfetsu chipandi chedanda kana huni. chimvari 7 .
pfichu 	D- 		ny 		pfichu D- ny . Kuti pfichu kuburitsa mweya unonhuwa chinyararire.
pfiku 	KD 		ny 		pfiku KD ny . Kuti pfiku kutangisa kuchema, munhu achibuda misodzi achifemereka.
pipitu 	KKD 		ny 		pipitu KKD ny . Kuti pipitu kusimudza zvinhu zvinorema kuti ugozozvitakura.
pirimu 	D- 		ny 		pirimu D- ny . Kuti pirimu kukanuka wava kungoita chimwe chinhu chawanga usingafungiri. Pandakadirwa mvura kumeso ndarara pacheya ndakabva ndati pirimu.
pfizu 	D- 		ny 		pfizu D- ny . Kana munhu akati pfizu anenge achiita semunhu afa, zvikuru mumashure mokuita tsaona nekukuvara, kana kuti aona zvinhu zvinovhundutsa. Kana munhu ati pfizu anenge anyatsoguta mushure mokudya. kashu, kusha kusha, ngu ngu ngu .
pfu 	D 		ny 		pfu D ny . Kuti pfu kubvisa madzihwa kana guruva rinenge riri mumhino.
pfu-u 	D- 		ny 		pfu-u D- ny . Kuti pfu-u kuburitsa mweya unonhuwisa nzvimbo yaunenge uri.
pfudugu 	KKD 		ny 		pfudugu fudugu KKD ny . Kuti pfudugu kubvisa jira kana uswa hwanga hwakavhara kana kuputira chimwe chinhu, chobva chasara pachena. fuku .
pfugumu 	KKD 		ny 		pfugumu KKD ny . Kuti pfugumu kutora chimedu pachinhu chakaoma asi chichipfupfunyuka.
rovhu 	KD 	5 	z 		rovhu KD z 5 . Rovhu tumunyepfu twakapfava twunoputira mhodzi dziri mukati memanhanga kana mapudzi.
pfumbu 	KD 		ny 		pfumbu KD ny . Kuti pfumbu kusumuka kunoita huruva nokuda kwechamupupuri kana zvimwewo zvinhu zvinokwanisa kurisumudza, zvakaita semotokari, ichifamba pasina tara. Kuti pfumbu kurara zvakanyanyisa semunhu afa. Kana uchiti pfumbu unenge uchiburitsa pachena zvinhu zvanga zvakavanzika.
nyau 	D- 		ny 		nyau D- ny . Kuti nyau kunyungudika kwechinhu changa chakaomarara. Majarini akati nyau aiswa muzuwa.
nyechu 	KD 		ny 		nyechu KD ny . Kuti nyechu kukwatura kabandi kadiki kubva pazihombe.
nyemu 	DK 				nyemu DK . Kuti nyemu kuita seunoda kupa munhu chinhu, wozobva woregera, iye achichida.
pamu 	D- 		ny 		pamu D- ny . Kana uchiti pamu unenge uchirova munhu nechanza cheruoko zvakasimba. Kuti pamu ruzha runoitwa nezvinhu zvinenge zvichitswiwa muduri.
pfumburu 	D- 		ny 		pfumburu D- ny . pfumbu .
pfumvu 	D- 	9>10 	z 		pfumvu D- z 9>10 . Pfumvu chinhu chakashata chinoiitika kumunhu kana mhuka, sokufirwa, kubheuka nemotokari kana kukuvadzwa zvikuru.
nyenu 	KD 		ny 		nyenu KD ny . Kuti nyenu kuvhura muromo uchitaridza mazino ako pachena.
rabadu rabadu 	KKD+ 		ny 		rabadu rabadu rapata rapata KKD+ ny . Kuti rabadu rabadu kufamba zvishomashoma kwemunhu murefu.
nyenyu nyenyu 	KD+ 		ny 		nyenyu nyenyu KD+ ny . nyobvo nyobvo .
nyetu 	KD 		ny 		nyetu KD ny . Kuti nyetu kucheka ganda remunhu zvishoma nereza, sezvinoita n'anga dzinotemera mishonga.
pfunhu 	DK 		ny 		pfunhu DK ny . Kuti pfunhu kukava chimwe chinhu zvishoma-shoma.
pfupfudu 	KKD 		ny 		pfupfudu KKD ny . Kana vhinga richiti pfupfudu zvimedu zvinenge zvichibva pariri, kana richinge rakandwa.
randabvu 	KKD 		ny 		randabvu KKD ny . Kuti randabvu kudashura nyama nesimba rakawanda.
nyevenu 	D- 		ny 		nyevenu D- ny . Kuti nyevenu kusununguka kana kufara mushure mokunge wanzwa kana kuona kuti zvakashata zvawanga uchifungudzira hazvina kuitika. Mushure mekubheuka nebhazi, ndakati nyevenu ndaona kuti mhuri yangu yose yaiva yapona.
nyidu 	KD 		ny 		nyidu KD ny . nyapu .
paramu 	KKD 		ny 		paramu KKD ny . Kuti paramu kuita mhosva huru kwazvo.
pfupfuru pfupfuru 	D- 		ny 		pfupfuru pfupfuru D- ny . Kana huku yachekwa nebanga, yava kufa, inoti pfupfuru pfupfuru .
pfuru 	K- 	9>10 	z 		pfuru K- z 9>10 . Pfuru rudzi rwetsuro.
randau randau 	KKD+ 		ny 		randau randau KKD+ ny . Kuti randau randau kufamba zvine mutsindo nekuzvida mukati.
rapu 	KD 		ny 		rapu KD ny . Kuti rapu kutasanuka nesimba kunoita chinhu chakafonyorwa.
zvambu 	KD 				zvambu KD . Kuti zvambu kudonha nokukasika pamusana pekutsvedza, kutadza kutsika kana kudonhedzwa nechimwe chinhu.
zvikuru 	DKK 		dc 		zvikuru DKK dc . Kana chinhu chakaitwa zvikuru chinenge chakaitwa zvakanyanya. chaizvo, zvomene .
tugudu 	KKD 		ny 		tugudu KKD ny . Kuti tugudu kubvisa zvakaita sembambaira, mudzi kana danda zvinenge zvakanyura muvhu. Kuti tugudu kuvhura maziso agobuda kunge erwaivhi kudai.
tuku tuku 	D- 		ny 		tuku tuku D- ny . Kuti tuku tuku kuita zvitutu zvitutu zvevhu kana zvimwewo zvingaunganidzwa. Kuti tuku tuku kuzvimanikidzira kupinda pasina nzvimbo. Mbavha yakati tuku tuku nomumasanzu eparuzhowa. Kuti tuku tuku kuzadza ndiro nesadza kana nezvimwewo zvikafu.
tukunu tukunu 	D- 		ny 		tukunu tukunu D- ny . Kuti tukunu tukunu kuzvimba nokukasika kunoita nhengo yemuviri inenge yakuvadzwa. Kuti tukunu tukunu kubuda kwematombo akawanda, anenge ari pamwe chete. Tipa yakasvika ikati tukunu tukunu matombo paivakwa zambuko.
upenyu 	DDK 	14 	z 		upenyu DDK z 14 . Upenyu kurarama kwezvinofema. ANTONYMS rufu 11. Upenyu zvinhu zvaunoona nekusangana nazvo pakurarama kwako. Upenyu ikurauone chokwadi nokuti zvimwe zvinhu zvinoitikaka, zvinonetsa kutsanangura!
tsapfu 	D- 	9>10 	z 		tsapfu D- z 9>10 . Tsapfu inhengo yegumbo romunhu iri kuseri komupimbira. shafu 9 .
tsarapu 	DDK 	9 	z 		tsarapu DDK z 9 . sharapu 9 .
tunduru 	D- 		ny 		tunduru D- ny . Kuti tunduru kugara panzvimbo pakakwirira kwazvo. tunduma .
upofu 	D- 	14 	z 		upofu D- z 14 . Upofu kutadza kuona kwemaziso emunhu. Upofu urema hwekutadza kuona kana kuziva zvinoitika kwauri, izvo zviri pachena.
uramu 	DKK 	14 	z 		uramu DKK z 14 . Uramu ukama huri pakati pemukadzi nevanin'ina nevakoma vemurume wake, kana murume nevanin'ina nevakoma vemukadzi wake.
zhindingu zhindingu 	KKD+ 		ny 		zhindingu zhindingu KKD+ ny . Kuti zhindingu zhindingu kuramba chinhu chichingotenderera panzvimbo. Kuti zhindingu zhindingu kurira kunoita mudziyo unorohwa pachibuda ruzha.
zhou 	D- 	9>10 	z 		zhou D- z 9>10 . nzou 9 .
zhumu 	DK 	5 	z 		zhumu DK z 5 . Zhumu kavhudzi kanosiyiwa pakati pemusoro kana nechekumberi kwemusoro.
tupfunu 	D- 		ny 		tupfunu D- ny . Kuti tupfunu kuita kuti pakasungwa paregedzeke. tepfenu, svudzunu .
uremburembu 	D- 	14 	z 		uremburembu D- z 14 . Uku kubatana kunoita zvinorera seurimbo, namo kana derere.
wadzu 	KD 		ny 		wadzu KD ny . Kuti wadzu kubuda kwezvinhu zvakawanda. Kuti wadzu kudhonza chinhu chichidambuka. Kuti wadzu kurova nembama zvakasimba.
tushu 	KD 		ny 		tushu KD ny . Kuti tushu kubaya kunobudisa zviri mukati memota kana muchero waibva.
urubvurubvu 	DKDKD 	14 	z 		urubvurubvu DKDKD z 14 . urubvu 14 .
urududu 	K- 		ny 		urududu K- ny . Kuti urududu kunzwisa urombo, uchinyara zvawakaita.
urwu 	D- 		rp 		urwu D- rp . Ichi chiratidzanzvimbo chepedyo chemupanda 11.
usabhuku 	DKDD 	14 	z 		usabhuku DKDD z 14 . Usabhuku utungamiri hwemumusha, asi huri pasi paishe.
usadunhu 	DKDD 	14 	z 		usadunhu DKDD z 14 . Usadunhu kuva namasimba okutonga nzvimbo, ine misha yakawanda, asi uri pasi paishe.
waranu 	D- 		ny 		waranu waranyu D- ny . Kuti waranu kubvisa jira kana chimwewo chambenge chakawaridzwa. Kumuka kwejaya gumbeze rinongonzi waranu, kwakadaro uko potserei.
warashu 	D- 		ny 		warashu D- ny . Kuti warashu kungosimuka nekuenda pasina kuonekana nevamwe.
warawashu 	D- 		ny 		warawashu D- ny . Kuti warawashu kusimuka nekutiza nechimbichimbi, kuri kuzeza kubatwa. Tsuro yakati warawashu ndiye toro kutiza imbwa dzisati dzaiona.
tsiu 	KD 		ny 		tsiu KD ny . Kuti tsiu kunyadzisa mumwe munhu. Kuti tsiu kuyambira munhu maererano nezvakaipa zvingakonzerwa nokuita kwake.
tusvu 	K 		ny 		tusvu K ny . Kuti tusvu kubaya nokubudisa zviri mukati memuchero kana mota.
tusvu 	KD 		ny 		tusvu KD ny . Kuti tusvu kuveura musoro uchibvisa bvudzi rose. Kuti tusvu kukodobora ziso remunhu kana remhuka.
tutyu 	KD 		ny 		tutyu KD ny . Kuti tutyu kubaya zviri mukati zvichibuda. Akati tutyu ranjisi nebanga, richibva rabuda muto.
tuvhu 	DK 		ny 		tuvhu DK ny . Kuti tuvhu ruzha runoitika pakuchera mvura. Kuti tuvhu kunyika mugoti uchipakura zvokudya. chuvhu .
ushungu 	D- 	14 	z 		ushungu D- z 14 . Ushungu kuva nemaitiro ekushatirwa zvekuda kukuvadza vamwe.
wasu 	DK 		kanu 		wasu DK kanu . Iri izwi rinowanzoshandiswa kana vanhurume vechiManyika vachimhoresana.
watsanyu 	KKD 		ny 		watsanyu KKD ny . Kuti watsanyu kurasa-rasa zvinhu zvakaita zvesimbi pasi zvichiita ruzha. Jaya mupfumi rakati watsanyu mari yamasirivha.
twasanu 	D- 		ny 		twasanu D- ny . Kuti twasanu kururamisa zvakakombama. Kuti twasanu kuzvitatamura kunoita mhuka, kana munhu paanenge achangomuka.
tywanyu 	DK 		ny 		tywanyu DK ny . Kuti tywanyu kupwanya-pwanya nemazino, nyama yakanyorovera seyechiropa.
utsaru 	DKD 	14 	z 		utsaru usharu DKD z 14 . Kana chinhu chava ne utsaru chinenge chava nenguva yakareba chichishanda, chava kusakara. Hembe iyi ine maburi ekuratidza utsaru hwayo.
uturu 	DKK 	14 	z 		uturu DKK z 14 . Uturu mate enyoka anokuvadza. Uturu ihasha dzakakomba dzinoitwa nemunhu.
yambu 	D- 		ny 		yambu D- ny . Kuti yambu kubira rwizi uchienda kumhiri kune rumwe rutivi. Vakapona nepaburi retsono nekuti vachangoti yambu muNgezi, garwe rakabva rasara richiriga mombe.
tsudugu 	KKD 		ny 		tsudugu KKD ny . Kuti tsudugu kubvisa chinenge chakaomera panhu.
tsuku 	KD 		ny 		tsuku KD ny . Kuti tsuku kubvisa chinhu chinorema chaizvo panzvimbo yacho, mushure mokumbochikonewa. tseketu .
tsukunyu 	KKD 		ny 		tsukunyu KKD ny . Kuti tsukunyu kusvudzunuka kwechinhu changa chakaomarara, chisingadi kubva. tsuku tsuku . tsigudu .
tsumhu 	KD 	9 	z 		tsumhu KD z 9 . Tsumhu imhando yematomatisi. sumo 9, sumu 9 .
ubvunyu 	KKD 		ny 		ubvunyu KKD ny . Kuti ubvunyu kudambuka zvinyoronyoro kwechinhu chichibva pane chimwe. Kana nyama yaibvisa unongoti ubvunyu kubvisa pabhonzo.
ubvururu 	D- 	14 	z 		ubvururu uvhururu D- z 14 . Ubvururu kumwararika kwezvinhu mumba, kana pane imwewo nzvimbo. Sei chingwa changova ubvururu patafura kudai?
uchapupu 	DDKK 	14 	z 		uchapupu DDKK z 14 . Kupa uchapupu kutsigira kuti zvataurwa nomumwe wakazviona kana kuti unozviziva. ufakazi 14, umboo 14 .
uvhururu 	D- 	14 	z 		uvhururu D- z 14 . Uvhururu zvimedu zvechokudya zvinenge zvichiwira pasi.
uwandu 	D- 	14 	z 		uwandu D- z 14 . Uwandu mashomekero kana makuriro anenge akaita zvinhu.
tsungununu 	K- 	9 	z 		tsungununu K- z 9 . Ichi chisvosve chidukuduku chitema chinoruma zvinorwadza nokuzvimbisa. chigugugu 7, chikodza 7 .
udu 	KD 		ny 		udu KD ny . Kunzi udu kurohwa nechinhu chinosvikoputsika chakaita sevhinga. Kuti udu kudya chibage uchikanda tsanga netsanga mukanwa, kusvika chapera.
udununu 	D- 	14 	z 		udununu utununu D- z 14 . Udununu kuva munhu akavhiringika, anotadza kunyatsofunga pane zvaanofanirwa kuita. ufuza 14 .
uduutuu 	D- 	14 	z 		uduutuu D- z 14 . Uku kuva munhu akapusa zvakanyanya.
udyu 	KD 		ny 		udyu KD ny . Kuti udyu kubudisa meso kunokonzerwa nokutya kana kushamisika.
uyu 	D- 		rp 		uyu D- rp . Uyu chiratidzanzvimbo chepadyo chemupanda 1a, 1 ne3.
uzanguku 	DDKK 	14 	z 		uzanguku DDKK z 14 . Urwu rudzi rwetumbuyu tunoruma huku. utata 14 .
uzukuru 	DKKD 	14 	z 		uzukuru DKKD z 14 . Uhwu ukama huri pakati pambuya kana sekuru nemwana wemwana wavo. Uhwu ukama huri pakati patete nemwana wehanzvadzi yavo. Uhwu ukama huri pakati pasekuru nemwana wavatete kana wehanzvadzisikana.
