a 	K 	1a\9 	vm 		a K vm 1a\9 . Iri ivaramwana rinodaidzwa richinzi a-a , riri pekutanga mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
kodoma 	KKD 		ny 		kodoma KKD ny . Kuti kodoma kungogara munhu asina zvaari kuita. Ndamuwana akati kodoma zvake kugara asi mumba musina kana chati chamboitwa.
-kodza 	D 				-kodza D it . Ku kodza chinhu kuchiita kuti chiome kana kugwamba kana kukora. Hodzeko mukaka uyo vanhu vanenge vakodza.
-kodzera 	K 				-kodzera K itik . -konzera .
kodzero 	D- 	9 	z 		kodzero D- z 9 . Kodzero chinhu chinenge chakafanira kuti munhu ave nacho kana kuti achibvumidzwe. Mazuva ano vanhukadzi vava kurwira kodzero dzavo muzvinhu zvakasiyana-siyana.
-kwapura 	D 				-kwapura D it . Ku kwapura kurova munhu kana chimwe chipuka zvakasimba, zvisina tsitsi. Vadzidzisi pavakanga vonyanya kuda zvekukwapura vana vechikoro, hurumende yakabva yadzika mutemo wekuti hapana mudzidzisi anoranga mwana neshamhu.
kwara kwara 	D- 		ny 		kwara kwara D- ny . Kuti kwara kwara kumhanya kwemhuka ine matsimba akaparadzana, seeshumba kana tsuro.
-kwarabvura 	K 				-kwarabvura K it . Ku kwarabvura kukwenya nenzara uchisiya mitaro yeshena mirefu chaizvo.
-kwarakwasha 	D 				-kwarakwasha D itik . Ku kwarakwasha kutsvaga chimwe chinhu zvine simba, nepai nepai.
kwarakwashu 	KKKD 		ny 		kwarakwashu KKKD ny . Kuti kwarakwashu kusimuka nekukasika kukuru, kunoita munhu ange akagara kana kuvata. Kuti kwarakwashu kuita chinhu nekukasira uye usina kumbotaurira vanhu kuti ndozvauchaita.
kwaranzu 	KKD 		ny 		kwaranzu KKD ny . Kuti kwaranzu kukwenya nenzara uchikasira zvikuru, uye uchisiya mitaro mirefu chete yeshena.
kwari 	KD 	9 	z 		kwari KD z 9 . Kwari igomba guru repanenge pakabviswa ivhu rakawanda chaizvo. Kwari ivhu kana mabwe anokosha kana asingakoshi anocherwa muvhu.
-kwashamura 	K 				-kwashamura K it . Ku kwashamura kushandisa danda rakareba, riri dete, kurovesa michero kuti idonhe mumuti. Vashandi vemupurazi umu vaiita basa rekukwashamura maranjisi mambishi asapurazi, zvikazovadzingisa basa. Ku kwashamura kucheka uswa nejeko kana bhemba.
kwashi 	KD 	9 	z 		kwashi KD z 9 . Kwashi chirwere chinozvimbisa dumbu nekutsvukiririsa vhudzi, chinoitwa nevana vanenge vasinganyatsowana kudya kunovaka muviri. Pavakaenda kuchipatara nemwana ane kwashi, vakatukwa chaizvo nemanesi vakanyadziswa zvekushaya pekunyura. kwashiyoka 9 .
mazisoenyoka 	DKKKDD 	6 	z 		mazisoenyoka mesoenyoka DKKKDD z 6 . Utwu tubage tudikidiki tusati twakora.
mazorodze 	DKDK 	6 	z 		mazorodze DKDK z 6 . Ichi chinhu chinounza runyararo mushure mematambudziko.
mazuruzuru 	D- 	6 	z 		mazuruzuru D- z 6 . Uku kutya kunoita munhu anoziva kuti akapara mhosva.
mazviisa 	DKKD 	1a 	z 		mazviisa DKKD z 1a . Uyu munhu asingadi kusara kana paasingafaniri kuva.
mazviita 	DKKK 		kanu 		mazviita maita DKKK kanu . Iri izwi rinoshandiswa pakuratidza kufara nezvaunenge waitirwa, rinogona kutaurwa uchiuchira panguva imwe chete. tatenda .
mazvimbiswa 	DKDK 	6 	z 		mazvimbiswa DKDK z 6 . Uku kukasira kana kunyanya kufutunuka kwepakuvara kana kurumwa. Arumwa ziso neigo rikavharika nokuda kwemazvimbiswa.
mazvokuda 	DDKD 	6 	z 		mazvokuda DDKD z 6 . madiro 6 .
mba 	K 		ny 		mba K ny . Kuti mba kubata chinhu nechanza cheruoko. Kuti mba kutora zvinhu zvakawanda nemaoko. Akati mba tsama yenzungu ndokuenda. Kuti mba kudzvanyidzira zvine simba. Akanditi mba maoko, ndikatadza kupukunyura.
mbada 	D- 	9 	z 		mbada D- z 9 . Mbada imhuka ine ruvara rwakada kuita seranjisi nezvidenderedzi zvitema, yakafanana nekatsi asi iyo iri hombe. ingwe 9 .
mbadzwa 	KD 	9 	z 		mbadzwa KD z 9 . Mbadzwa mabandi echibage chagayiwa chisina kuotswa. mabandurwa 6 .
mbaimbai 	DKDD 	9 	z 		mbaimbai DKDD z 9 . Kuti mbaimbai kureva nguva pfupi inotevera. Gezai zvenyu, sadza tichabika mbaimbai.
mbama 	KD 	9 	z 		mbama KD z 9 . Kurova munhu ne mbama kumurova nemukati meruoko. Akarohwa mbama kumeso akaona nyenyedzi. gwati 5 . Mbama mukati meruoko.
jekwa 	KD 	5 	z 		jekwa KD z 5 . Jekwa imombe nzombe yakachekwa kuti isaitise bhuru. Kana uchida kuti mombe ikwanise kukurimira, iite jekwa kuitira kuti isanyanya ukasha. dhonza 5, ngavi 9 .
jemanewadya 	KKKDK 	5 	z 		jemanewadya KKKDK z 5 . Kuita jemanewadya kunyepera kuti dambudziko rawira vamwe rakuwirawo, iwe uchinyatsoziva hako kuti handizvo. Tafadzwa ari kuita jemanewadya nesu yekuti tatadza bvunzo, iye achiziva hake kuti bvunzo yatanyora aigona.
jemhu 	KD 	5 	z 		jemhu KD z 5 . Jemhu kudya kunonamirwa pachingwa, kunotapira, kunogadzirwa nemichero nezvimwewo zvirimwa. jamhu 5 .
jenaguru 	DDKK 	5 	z 		jenaguru DDKK z 5 . Iyi inguva iyo usiku hunenge hwakati ngwe kuchena, nokuti mwedzi unenge uchibuda uri denderedzi rizere. Pwere dzinotamba panze mujenaguru.
jendekufa 	DDDK 	5 	z 		jendekufa DDDK z 5 . Uku kuremara kana kurwara kunoitisa kuti rimwe jende rikure kudarika rimwe.
-jenga 	K 				-jenga K itik . Ku jenga kumira kunoita mvura panzvimbo imwe chete. Panojenga mvura pakatsikwa panoita jahwi. -njenga .
jenjera 	KDK 	5 	z 		jenjera KDK z 5 . Jenjera rudzi rweshiri ine muromo mukuru, ine mavara machena nematema, inobayirira zvitota paminzwa kana yaguta.
jenyengu 	KKD 				jenyengu KKD . Jenyenga kuva netsika yekukurumidza kushatirwa nekupindura vamwe zvine ukasha.
jenyuchenyu 	D- 	5 	z 		jenyuchenyu D- z 5 . Uku kucheka-cheka nebanga. Uku kutsemuka-tsemuka kunoita ivhu rechidhaka kana raoma.
jerandoga 	DDKK 	5 	z 		jerandoga DDKK z 5 . Uyu mukono wemhuka inorauka kubva mune dzimwe mhuka, ichisarudza kufamba yega.
jerawachera 	KKDKK 	5 	z 		jerawachera KKDKK z 5 . Iri idoro kana zvimwe zvinwiwa zvinenge zvichingonwiwa pachena. Uku kutorwa kunenge kuchiitwa mvura kana zviyo kubva panzvimbo imwe chete nevanhu vakawanda.
gumwe 	KD 	5 	z 		gumwe KD z 5 . Gumwe chibvumirano chokushanda pamwe chete pabasa rokurima kana rimwewo basa, chinobatsira avo vanenge vabvumirana vacho. jangano 5 .
-gunda 	D 				-gunda D itik . Ku gunda kutadza kuita chimwe chinhu. -kona .
gundakunda 	DDKK 	5 	z 		gundakunda DDKK z 5 . Iyi inzira yokubata nayo hove uchishandisa jira.
gundamuchai 	D- 	5 	z 		gundamuchai D- z 5 . Iyi itsika yokungotevera kuri kuenda vamwe, iwe usina chikonzero chaunoenderawo. chindoenda 7 .
gundamusaira 	D- 	5 	z 		gundamusaira D- z 5 . Uku kubvumirana nechinhu chose chataurwa kana chiri kungoitwa nevamwe usingazvifungiri pachako. gundamujai 5 . Uyu munhu anobvumirana nechose chataurwa pasina chaanopikisa. dzvetera 1a .
gundani 	KDD 	5 	z 		gundani KDD z 5 . Gundani kapuka kadiki, kane mazino emberi akapinza, kakafanana netsindi. Magundani apedza kudya chibage mumunda umo. Hamheno kuti gore rino tichakohwei.
gundi 	D- 	5 	z 		gundi hundi D- z 5 . Gundi ndizvo zvinosarira panenge papurwa mbeu dzakaita semhunga, zviyo kana mapfunde. Vasikana tsvairai magundi paruware, mugoarasira kure. mashangura 6, .
gundikumwe 	DDKK 	5 	z 		gundikumwe DDKK z 5 . Iyi itsika yokungotevera vamwe usina chikonzero chokuenda kwavari kuenda.
gundu 	K- 	5 	z 		gundu K- z 5 . Gundu mweya unonhuwa.
gundumbwiri 	DDKD 	5 	z 		gundumbwiri DDKD z 5 . Uyu muti unombotanga kuiswa pakati pemba panenge pachivakwa denga remba, asi uchizobviswa kana ramira. musimboti 3 .
-gundumuka 	K 				-gundumuka -gunduruka K itik . Ku gundumuka kukunguruka kwechinhu chinorema. Ku gundumuka kutinhira kunoitika kana mvura yoda kunaya. Ku gundumuka kufamba kwevanhu vakawanda pamwe chete. Vanhu vakagundumuka kuenda kudzimba dzavo pakapera mutambo.
gwerendende 	D- 	5 	z 		gwerendende D- z 5 . Uku kudya kunenge kwakasanganiswa-sanganiswa kuchinge bota. Uku kufamba kwemhuka kana vanhu vakawanda vari pamwe chete.
gwerenu 	KKD 		ny 		gwerenu KKD ny . Kuti gwerenu kubvisa mazariro epadanga kana pabindu.
gweru 	DK 	5 	z 		gweru hweru DK z 5 . Gweru imhuka inogara mumwena, uye inodya masvosve nemajuru nguva dzousiku. bikita 5, gwiribidi 5 .
-gwesha 	K 				-gwesha K itik . Ku gwesha kufamba nemagaro sezvinoita mwana asati ogona kufamba.
gweshekweshe 	D- 	5 	z 		gweshekweshe D- z 5 . Ava vanhu vakawanda kana mhuka zhinji dzinenge dzichifamba dziri pamwe chete. Amisa mota paasangana negweshekweshe rembudzi. Idzi imbesa dzinenge dzamera dzakawanda panzvimbo imwe chete. mhomho 9 .
-gweva 	K 				-gweva K itik . Ku gweva kufamba munhu akagara kunoitwa nemunhu anenge achiteterera kuti aregererwe. -gwesha. .
gwevedzeri 	D- 	5 	z 		gwevedzeri D- z 5 . gwevedzi 5 .
gwevedzi 	D- 	5 	z 		gwevedzi D- z 5 . Gwevedzi munhu anotumwa kundopfimbira mumwe munhu. Gwevedzi munhu anorunzira vamwe kana kuti kuvakurudzira kuita zvakaipa. Mumajere muzere magwevedzi anorunzira vamwe nzira dzokunzvenga mapurisa nadzo. gwevedzeri 5, gwezveri 5 .
gwi 	D 		ny 		gwi D ny . Kuti gwi kubata zvakasimba kana kudhonza zvine simba. Akanga oda kutiza achibva anzi ruoko gwi. dzvi .
gwiba 	KD 		ny 		gwiba KD ny . Kana motokari dzikati gwiba dzinenge dzabonderana. Kuti gwiba kuunza nyanga pamwe chete kunoitwa nehandira dzichirwa. dhuma . Kuti gwiba kudzivira panga pakashama.
hurududu 	D- 		ny 		hurududu D- ny . Kuti hurududu kusuwa nokushungurudzika sezvinoita munhu afirwa.
hurudza 	D- 	9>10 	z 		hurudza D- z 9>10 . Hurudza murimi ano mukurumbira zvokuti haashayi chikafu kunyangwe mugore renzara.
hurukuru 	D- 	9>10 	z 		hurukuru D- z 9>10 . Ava vana vane makanda ane unye hunovava, vanoberekwa nemuti unokura wakatambarara. hohoshwa 9 . Urwu ruzha runoitwa netsuro painenge ichimhanya.
hurumende 	DDKK 	9>10 	z 		hurumende DDKK z 9>10 . Iri isangano guru revatongi venyika rinodzika mitemo, rine vatungamiri nemakurukota anomiririra mapazi nematunhu akasiyana. gavhumende 9 .
hurungwe 	KKD 	9>10 	z 		hurungwe KKD z 9>10 . Hurungwe chinhu chakatenderera uye chinokwanisa kukunguruka, chakaita sebhora kana nhanga.
hurwada 	D- 		ny 		hurwada D- ny . Kuti hurwada kupfugama pasi uchigashidza munhu anoremekedzwa chinhu kana zvokudya. Kuti hurwada kupfugama nemabvi nekuda kwekushaya simba mumakumbo kwemhuka kana munhu. gwadara .
huta 	KD 	9>10 	z 		huta KD z 9>10 . Huta ibhero rinoridzwa kana mutyairi achida kuzivisa vanhu kuti vangwarire motokari yake iri kuuya kwavari. bhera .
hutu 	KD 		ny 		hutu KD ny . Kuti hutu kubva panzvimbo kana kunyangarika nokukasika zvokusazoonekwa zvakare. Chitundumuseremusere chakati hutu chakananga kumakore. tande .
huvhe 	KD 	9>10 	z 		huvhe KD z 9>10 . Huvhe rudzi rwehowa hunodyiwa, hune musoro mukuru nomudzi murefu.
huyakwose 	DDKK 	9 	z 		huyakwose DDKK z 9 . Iri idombo diki rine mativi maviri akaserera, rinokuyiswa dovi kana zviyo. Uyu munhu anokonzera kusawirirana kana kurwa pakati pavanhu kana mapoka, nokuti anenge achifambisa mashoko okunyepa anozokonzera kusawirirana kwevanhu ava, asi iye achiidzwa munhu kwaye.
hwa 	K 		ny 		hwa K ny . Kuti hwa kuchema kunoita gava kana imbwa yarohwa. n'wai .
jereramuromo 	D- 	5 	z 		jereramuromo D- z 5 . Uyu muvhimi anoti chaabata odyira kusango, ozongouya kumba asina chaainacho. Uyu mushandi anongoita mari yake yekutenga chikafu chete asingatengi kana midziyo yekushandisa.
kamuferefere 	D- 	12 	z 		kamuferefere D- z 12 . Aka kamhepo kanofefeta zvishoma. Iyi ihembe yakasonwa nomucheka mutete. Uyu mucheka mutete wokusonesa hembe. kaferefere 12 .
-kamukira 	K 				-kamukira K it . Ku kamukira munhu kumupomedzera mhosva yaasina. -nanga . Ku kamukira kurova munhu asina chaatadza. Ku kamukira kungopindira nyaya iri mudariro.
-kamura 	K 				-kamura K it . Ku kamura kutsaura, kana kupatsanura, kana kunokora zvinhu uchizvibvisa pane zvimwe. Kamura upfu hushoma hwokungokurunga bota romwana chete. -nokora . Kana uchi kamura vhudzi unenge uchirifetura uchiita michinjiziri yokuti ugotevedza uchiriruka.
kamutsanedako 	DDDKDD 	12 	z 		kamutsanedako DDDKDD z 12 . Aka kasadza kana kumwewo kudya kunobikirwa murume nomudzimai wake mangwanani-gwanani, zvikuru kana amuka aine bhabharasi ranezuro wacho. kamutsa 12, chimutsanedako 7, chimutsa 7, chimukaupfuregonzo 7 .
kana 	D- 		bat 		kana D- bat . Iri izwi rinoshandiswa muchirevo kubaratidza zvinhu zvakasiyana zvinogona kuitika nezvinogona kusarudzwa. Ndipei henyu iri mari, kana midziyo yokushandisa, kana mbatya dzokupfeka. chero . Iri izwi rinoshandiswa kurebesa chirevo, uchiratidza kuti chii chinotanga kuitika kuti chimwe chizotevera. Kana vakandipa mari yangu mangwana, ini ndinobva ndangonanga kwangu kumusha. Iri izwi rinoshandiswa kuratidza zvinokwanisika kuitika paunenge munhu wazvifunga. Kana uchida kuenda, enda zvako. Iri izwi rinoshandiswa kuratidza zvinoitika, izvo zvanga zvisingatairsirwi pakadaro. Kana zvako ukandirova, ini pano handibvi ndichisiya vana vangu vachitambura.
-kanangura 	D 				-kanangura D it/ik . Ku kanangura kushandisa mutauro unonyadzisa, uye zvichishatirisa mumwe munhu. Usakanangura kutaura semunhu asina tsika. -onyoka .
gunduru 	K- 		ny 		gunduru K- ny . Kuti gunduru kupedza chinhu chawanga uchidya kana kunwa. Kuti gunduru kukunguruka kwechinhu chakavhurika pakati, chinorema. Dhiramu rakadonhera pasi, richibva rati gunduru paruware. Kuti gunduru kuita ruzha runonzwikwa, sezvinoita mugomo unenge warohwa nedombo.
gungano 	KKD 	5 	z 		gungano KKD z 5 . Gungano kuwanda kwevanhu vanenge vari pamusangano kana mutambo.
gungu 	KD 		ny 		gungu KD ny . Kuti gungu kugumbuka kana kushungurudzika.
gungudzo 	KKD 	5 	z 		gungudzo KKD z 5 . Gungudzo chiitiko chinopisa tsitsi. dambudzo 5 . Gungudzo kudemba kukuru. Gungudzo kukumbira ruregerero kana kanganwiro.
gungunduru 	K- 		ny 		gungunduru K- ny . Kuti gungunduru kupedza chokudya kana chokunwa chawanga unacho. Kuti gungunduru kukunguruka kwechinhu chine buri pakati, uye chinorema. Kuti gungunduru kuita ruzha runokonzerwa nokurova chinhu chakaita somugomo nedombo.
gungutsi 	KKD 	5 	z 		gungutsi KKD z 5 . Gungutsi iguri rechibage rinenge rabviswa mhunze.
gungutsva 	K- 	5 	z 		gungutsva K- z 5 . Gungutsva idota rinowanikwa panenge patsva sango.
gungwa 	D- 	5 	z 		gungwa D- z 5 . Gungwa inzvimbo huru ine mvura yakawanda, munova ndimo munodira nzizi mvura inoyerera madziri. nyanza 9 .
-gunha 	D 				-gunha D it . Ku gunha kukweshera pachimwe chinhu. Usagunha madziro asati aoma. -gunzva . Ku gunha kuitira mumwe munhu zvisingamufadzi, zvichigumisira mukutukana kana mava kurwa. Kugunha kudinhura chiteyo. Kugunha kutinhira kunoitika kana mvura yoda kunaya. -ngunduma . Kugunha kurovera pachinhu chakanyorovera.
-gwibuka 	K 				-gwibuka K itik . Kana tambo ika gwibuka inenge yadimbuka kuita zvidimbu zviviri. Tambo yakagwibuka tiri pakati pedziva tikazopona nokushambira. Ku gwibuka kuseka zvinoratidza mwoyo wakafara.
gwimbu 	KD 		ny 		gwimbu KD ny . Kuti gwibu kupazura bazi romuti.
gwindingwi 	D- 	5 	z 		gwindingwi D- z 5 . Gwindingwi isango rinotyisa rine mazimiti akareba akawanda. Ukarasikira mugwindingwi haupone nekuti rine shumba dzinoruma. Gwindingwi ivhudzi hombe rakangoita mamvirinyinyi, risina kukamwa. Gwindingwi izita regomo riri kuChirumanzu.
-gwinha 	D 				-gwinha D it . Ku gwinha kudhonza chinhu zvine simba sapakusvuura gavi. Kana tambo dzemagetsi dzikabatwa zvisirizvo dzinogona kugwinha munhu akafa.
gwinyiro 	KKD 	5 	z 		gwinyiro KKD z 5 . Gwinyiro chishuvo chokubudirira muupenyu kana muzvidzidzo. Ndine gwinyiro rokuva dhokotera. shungu 9 .
gwipfu 	KD 		ny 		gwipfu KD ny . Kuti gwipfu kugura namaoko. Akati musuva gwipfu, ndokukanda mumuromo.
gwiri 	DK 		ny 		gwiri DK ny . Kuti gwiri kutangisa rwendo kana kutevera gwara panenge pafamba nemhuka.
gwirididi 	D- 		ny 		gwirididi D- ny . Kana denga rakati gwirididi rinenge rakadzivirwa namakore. Kukafuma kwakati gwirididi vakuru vanoti kuchaitika mashura.
gwirikwiri 	D- 	5 	z 		gwirikwiri D- z 5 . Uku kumhanya makumbo achirova pasi zvinonzwikwa kure, kunoitwa nemhuka kana vanhu vakawanda. Takanzwa gwirikwiri remhuka dzichitiza vivi romoto murenje. murapatira 3 .
gwiringwindi 	K- 	5 	z 		gwiringwindi K- z 5 . Iri igomba rinocherwa nemvura inenge ichiyerera. biripiti 5 .
hwa-a 	K 		ny 		hwa-a K ny . Kuti hwa-a kupera kwechikafu kana zvimwewo zvinhu, kusara pasisina kana chii zvacho. Upfu zvahwapera kuti hwa-a, hameno kuti tinodyei nhasi.
hwadigwa 	KDK 	9 	z 		hwadigwa KDK z 9 . Hwadigwa ruzha runoitwa netsoka dzemunhu anenge achitamba mumhanzi, asi zvichienderana nemumhanzi wacho. Hwadigwa musikana asina kutsiga.
-hwahwada 	K 				-hwahwada -bwabwada K itik . Ku hwahwada kutaurisa kwemunhu asingazvipi zororo.
-hwahwata 	K 				-hwahwata K itik . Ku hwahwata kutaura munhu asina kunyatsofunga. Akakaruka ahwahwata zvemanyepo pamberi pegweta. -omoka .
hwakumukwaku 	D- 	9 	z 		hwakumukwaku D- z 9 . Uku kufamba kunoita datya richisvetuka-svetuka. gwakumukwaku 5 . Uku kushandisa nzira dzakawanda dzokuzviraramisa komunhu anoshaya.
hwamu 	DK 		ny 		hwamu DK ny . Kuti hwamu kufura uswa hwakawanda panguva imwe, sezvinoita mombe ine nzara.
hwana 	DK 	14 	z 		hwana DK z 14 . twana 13 . Hwana chirimwa chisati chakura sezvakaita nhondo dzemuriwo.
-hwanda 	K 				-hwanda K it . Ku hwanda kuenda panzvimbo pausingaonekwi nhando nevanhu vaunenge usingadi kuti vakuone uchitova mutambo kana kuti uchizvidzivirira munjodzi. Takahwanda mubako tanzwa kuti hondo yakanga yava pedyo nesu. Ku hwanda kuenda panzvimbo isingasviki mvura inenge ichinaya kana zuva rinenge ronyanyisa kupisa. -vanda .
hwanga 	D- 	14 	z 		hwanga bwanga D- z 14 . Hwanga mushonga wechivanhu.
hwangwaridza 	D- 	9>10 	z 		hwangwaridza D- z 9>10 . Aka kanzvimbo kokufamba nako kakamanikidzika.
hwapu 	DK 		ny 		hwapu DK ny . hweshu .
-hwapura 	D 				-hwapura D it . -bvuta . -hwipura .
-kanda 	D 				-kanda D itik . Ku kanda chinhu kuchisimudza, wochipotsera pamberi kana kuti kure. -kandira . -pumha (doro) .
kandi 	KD 		kanu 		kandi KD kanu . Iri izwi rinoshandiswa nomunhu anenge ashamisika kuti zvaari kuona kana kunzwa zvingaitika here. Kandi chii chiri kumboitika pamba pano apa! asi .
-kandira 	D 				-kandira D it/ik . Ku kandira kudonhesa mazai kunoitwa nehuku kana shiri ichiasiya mudendere. -kanda, totsa . Ku kandira kupotsera hakata kunoita n'anga kana ichishopera. -posa . Kana mando kandira munenge maenda kun'anga kundoshopera. -bvunzira .
-kandurira 	K 				-kandurira K it/ik . -kandura .
kanduru 	KDD 	5/9>6 	z 		kanduru kanduro KDD z 5/9>6 . Kanduru kamwenje kanobaka nokutungidza tambo inozopisa mafuta akabikwa akaita chimuti chakaimbandika. kandyera 5 .
-kanga 	K 				-kanga K it . Ku kanga kubika muriwo mumafuta uchipindura-pindura, iwo uchitsviririra. Nyama inenge yanyatsokangwa inoonekwa nokutsvukirira kwemuto wayo. Kana uchi kanga maputi unoisa chibage chakaoma muchaenga, kana kuti mugango riri pamoto, wopota uchichipindura-pindura kusvikira chaibva. Unoda nzungu dzakakangwa here kana kuti dzakabikwa?
kangaidze 	KKDD 		dc 		kangaidze KKDD dc . pamwe .
-kangaira 	D 				-kangaira D itik . -kangavira .
kangamirisi 	KDKDD 	9 	z 		kangamirisi KDKDD z 9 . Ichi chibage chino utsvuku hweorenji chinowanzotengwa kana kwakatsva, vanhu vashaya chichena. Kangamirisi tinoiwana munguva dzenzara. kenya 9 .
-kangandika 	D 				-kangandika D itik . Ku kangandika kufamba munhu achitsika pasi zvino mutsindo.
-gunun'una 	K 				-gunun'una K itik . Ku gunun'una kusagutsikana nechimwe chinhu kunowanzoshaisa munhu mufaro. Vadzidzisi vaigunun'una pamusoro pemari yavaitambiriswa.
gunwe 	D- 	5 	z 		gunwe D- z 5 . Gunwe ndechimwe chete chetumitezo tunomera mberi kwechanza choruoko, chinoshandiswa kubata zvinhu kana kunongedza. chigumwe 7, gumwe 5. . Tu gunwe tunhengo twetsoka turi nekumberi. chigumwe 7, gumwe 5 .
gunyengu 	DKD 	1a 	z 		gunyengu DKD z 1a . Gunyengu munhu anoita kunge anofarira mumwe munhu, asi kana asipo omunyomba.
-gunzva 	K 				-gunzva K it . Ku gunzva chinhu kuchidzambira kana kungochibata zvishomanani. Ndakagunzva gavakava ndikaswerovaviwa. -gumha .
gunzvenzve 	KDK 	1a 	z 		gunzvenzve KDK z 1a . Uyu munhu anonetsa kuona kana kuwana, nokuti haagari panzvimbo imwe chete kwenguva refu. Munhu asingabhadhari zvikwereti ndigunzvenzve, nokuti anogara achitiza vamwe.
gupo 	D- 	5 	z 		gupo D- z 5 . Gupo igumbeze rinorukwa nerwodzi. gudza 5 .
gura 	D- 	5 	z 		gura D- z 5 . Gura inzvimbo isina kurimwa, inoshandiswa seufuro hwemombe. Gura ibani rinofura zvipfuyo. Muchirimo mombe dzinoswera mugura.
-gura 	K 				-gura K it . Kana munhu achinzi a gura nepanhu anenge apfuura naipapo. Kugura kudimura chinhu kuchiita chiduku kana chipfupi. Ndakagura ipwa kuti dzikwane musaga. Ku gura pamba kupwanya kii inenge iripo kuti munhu akwanise kupinda asina makii ekukiyinura. Kana munhu achiti a gura anenge achireva kuti haachazoiti zvaaisimboita.
gure 	KD 	5 	z 		gure KD z 5 . Gure mutambo unotambwa nevanhu vechiMalawi kunyanya, vakapfeka zvinhu zvinovhara kumeso nomuviri wose. Panotambwa gure hapasvikwe nhando. nyau 9 .
gwiro 	K- 	5 	z 		gwiro K- z 5 . Gwiro mudziyo unoshandiswa kukwirisa panzvimbo dzakakwirira. danho 5 . Gwiro muripo unobviswa nemunhu anenge auya kuzomhan'ara nyaya yake padare. Dare rashe harigarwi gwiro risati rabviswa. mushamhu 3 .
-gwishura 	K 				-gwishura K it . Ku gwishura kudambura kuita zvidimbu, nokutema kana kucheka. Agwishura gavi ranga rakasungirwa muhuro medhongi achishandisa banga. dashu .
gwiti 	DK 	5 	z 		gwiti DK z 5 . Gwiti kutamba kwevanhukadzi nevanhurume vachibata zvipfuva kana dzimwe nhengo dzomuviri kuita sevanhu vanodanana. Babamukuru nomuramu vakaripiswa vatamba gwiti pamberi patezvara. mabimbiri 6 .
gwivi 	DK 	5 	z 		gwivi DK z 5 . Gwivi idehwe remhuka risina mvere. Gwivi imhuka ine dehwe rakakwasharara, risina mvere, senzou.
-gwiza 	K 				-gwiza K it . Ku gwiza kupukuta kana kupukutira mushonga panhengo yemuviri. N'anga yakagwiza mushonga painge patemwa nyora. Kana uka gwiza mumwe unenge wamubata zvishomane ukamuregedza.
h 	KD 		nzv 		h KD nzv . Iyi inzvanyira inodaidzwa ichinzi echi inowanikwa pakati pa jii na i-i mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
