grapheme	phoneme
utóvizsga	_!'utoːviʒgɒ
utóvizsgázik	_!'utoːviʒgaːzik
utóvéd	_!'utoːveːd
utózengés	_!'utoːzɛŋgeːʃ
utózönge	_!'utoːzøŋgɛ
utóélet	_!'utoːeːlɛt
utóérés	_!'utoːeːɐ̯eːʃ
utóétel	_!'utoːeːtɛl
utóíz	_!'utoːiːz
utóörökös	_!'utoːøɐ̯økøʃ
utóülés	_!'utoːyleːʃ
uvala	_!'uvɒlɒ
uvula	_!'uvulɒ
uzsonna	_!'uʒonnɒ
uzsonnaidej	_!'uʒonnɒidɛj
uzsonnaidő	_!'uʒonnɒidøː
uzsonnál	_!'uʒonnaːl
uzsonnázik	_!'uʒonnaːzik
uzsora	_!'uʒoɐ̯ɒ
uzsoraár	_!'uʒoɐ̯ɒaːɐ̯
uzsoraárak	_!'uʒoɐ̯ɒaːɐ̯ɒk
uzsorás	_!'uʒoɐ̯aːʃ
uzsoráskodik	_!'uʒoɐ̯aːʃkodik
uzsoráskodás	_!'uʒoɐ̯aːʃkodaːʃ
vabank	v'ɒbɒŋk
vacak	v'ɒtsɒk
vacakol	v'ɒtsɒkol
vacillál	v'ɒtsillaːl
vackok	v'ɒtskok
vackol	v'ɒtskol
vackolódik	v'ɒtskoloːdik
vackor	v'ɒtskoɐ̯
vacog	v'ɒtsog
vacogtató	v'ɒtsogtɒtoː
vacok	v'ɒtsok
vacsi	v'ɒtʃi
vacsora	v'ɒtʃoɐ̯ɒ
vacsoraidej	v'ɒtʃoɐ̯ɒidɛj
vacsoraidő	v'ɒtʃoɐ̯ɒidøː
vacsorál	v'ɒtʃoɐ̯aːl
vacsorázik	v'ɒtʃoɐ̯aːzik
vad	v'ɒd
vadak	v'ɒdɒk
vadalma	v'ɒdɒlmɒ
vadalmafa	v'ɒdɒlmɒfɒ
vadaskert	v'ɒdɒʃkɛɐ̯t
vadaspark	v'ɒdɒʃpɒɐ̯k
vadcsapás	v'ɒdtʃɒpaːʃ
vadcseresznye	v'ɒdtʃɛɐ̯ɛsɲɛ
vaddisznó	v'ɒddisnoː
vademecum	v'ɒdɛmɛtsum
vadgalamb	v'ɒdgɒlɒmb
vadgesztenye	v'ɒdgɛstɛɲɛ
vadhús	v'ɒdhuːʃ
vadiúj	v'ɒdi;uːj
vadkacsa	v'ɒdkɒtʃɒ
vadkapitalista	v'ɒdkɒpitɒliʃtɒ
vadkapitalizmus	v'ɒdkɒpitɒlizmuʃ
vadkomló	v'ɒdkomloː
vadkutya	v'ɒdkuçɒ
vadkörte	v'ɒdkøɐ̯tɛ
vadliba	v'ɒdlibɒ
vadlovak	v'ɒdlovɒk
vadló	v'ɒdloː
vadmacska	v'ɒdmɒtʃkɒ
vadmurok	v'ɒdmuɐ̯ok
vadnyugati	v'ɒdɲugɒti
vadnövény	v'ɒdnøveːɲ
vadon	v'ɒdon
vadonatúj	v'ɒdonɒtuːj
vadonc	v'ɒdonts
vadorzó	v'ɒdoɐ̯zoː
vadpecsenye	v'ɒdpɛtʃɛɲɛ
vadrozs	v'ɒdɐ̯oʒ
vadrózsa	v'ɒdɐ̯oːʒɒ
vadszamarak	v'ɒts:ɒmɒɐ̯ɒk
vadszamár	v'ɒts:ɒmaːɐ̯
vadszőlő	v'ɒts:øːløː
vadul	v'ɒdul
vadállat	v'ɒdaːllɒt
vadállatias	v'ɒdaːllɒti;ɒʃ
vadárvácska	v'ɒdaːɐ̯vaːtʃkɒ
vadász	v'ɒdaːs
vadászat	v'ɒdaːsɒt
vadászik	v'ɒdaːsik
vadászjegy	v'ɒdaːsjɛɟ
vadászkiáltás	v'ɒdaːski;aːltaːʃ
vadászkutya	v'ɒdaːskuçɒ
vadászkés	v'ɒdaːskeːʃ
vadászlak	v'ɒdaːslɒk
vadászmenyét	v'ɒdaːsmɛɲeːt
vadászpuska	v'ɒdaːspuʃkɒ
vadászrepülőgép	v'ɒdaːsɐ̯ɛpyløːgeːp
vadászsapka	v'ɒdaːsʃɒpkɒ
vadászsólymok	v'ɒdaːsʃoːjmok
vadászsólyom	v'ɒdaːsʃoːjom
vadászterület	v'ɒdaːstɛɐ̯ylɛt
vadásztudomány	v'ɒdaːstudomaːɲ
vadásztársaság	v'ɒdaːstaːɐ̯ʃɒʃaːg
vadászvizsla	v'ɒdaːsviʒlɒ
vadászzsákmány	v'ɒdaːsʒaːkmaːɲ
vadít	v'ɒdiːt
vadízű	v'ɒdiːzyː
vadóc	v'ɒdoːts
vadózus	v'ɒdoːzuʃ
vadőr	v'ɒdøːɐ̯
vagabundus	v'ɒgɒbunduʃ
vagdal	v'ɒgdɒl
vagdalkozik	v'ɒgdɒlkozik
vagdalt	v'ɒgdɒlt
vagdalék	v'ɒgdɒleːk
vagdalódzik	v'ɒgdɒloːd:zik
vagdalózik	v'ɒgdɒloːzik
vagdos	v'ɒgdoʃ
vagina	v'ɒginɒ
vagon	v'ɒgon
vagonoz	v'ɒgonoz
vagoníroz	v'ɒgoniːɐ̯oz
vagy	v,ɒɟ
vagylagos	v'ɒɟlɒgoʃ
vagyogat	v'ɒɟogɒt
vagyok	v,ɒɟok
vagyon	v'ɒɟon
vagyonbukott	v'ɒɟonbukot
vagyonka	v'ɒɟoŋkɒ
vagyonmegosztás	v'ɒɟonmɛgostaːʃ
vagyonos	v'ɒɟonoʃ
vagyonosit	v'ɒɟonoʃit
vagyonosodik	v'ɒɟonoʃodik
vagyonosít	v'ɒɟonoʃiːt
vagyontalan	v'ɒɟontɒlɒn
vagyontárgy	v'ɒɟontaːɐ̯ɟ
vagyontárgyak	v'ɒɟontaːɐ̯ɟɒk
vagyonátmentés	v'ɒɟonaːtmɛnteːʃ
vagyonőr	v'ɒɟonøːɐ̯
vagytok	v,ɒɟtok
vagyunk	v,ɒɟuŋk
vagány	v'ɒgaːɲ
vagánykodik	v'ɒgaːɲkodik
vagánykodás	v'ɒgaːɲkodaːʃ
vagányság	v'ɒgaːɲʃaːg
vaj	v'ɒj
vajak	v'ɒjɒk
vajas	v'ɒjɒʃ
vajaskifli	v'ɒjɒʃkifli
vajasperec	v'ɒjɒʃpɛɐ̯ɛts
vajaspogácsa	v'ɒjɒʃpogaːtʃɒ
vajastészta	v'ɒjɒʃteːstɒ
vajaz	v'ɒjɒz
vajda	v'ɒjdɒ
vajdaság	v'ɒjdɒʃaːg
vajdasági	v'ɒjdɒʃaːgi
vajling	v'ɒjliŋg
vajszívű	v'ɒjsiːvyː
vajsárga	v'ɒjʃaːɐ̯gɒ
vajákos	v'ɒjaːkoʃ
vajúdik	v'ɒjuːdik
vak	v'ɒk
vakar	v'ɒkɒɐ̯
vakarcs	v'ɒkɒɐ̯tʃ
vakargat	v'ɒkɒɐ̯gɒt
vakarász	v'ɒkɒɐ̯aːs
vakarászik	v'ɒkɒɐ̯aːsik
vakarék	v'ɒkɒɐ̯eːk
vakaró	v'ɒkɒɐ̯oː
vakaródzik	v'ɒkɒɐ̯oːd:zik
vakarókefe	v'ɒkɒɐ̯oːkɛfɛ
vakarókés	v'ɒkɒɐ̯oːkeːʃ
vakarózik	v'ɒkɒɐ̯oːzik
vakbelek	v'ɒkbɛlɛk
vakbuzgó	v'ɒkbuzgoː
vakbél	v'ɒkbeːl
vakbélgyulladás	v'ɒkbeːlɟullɒdaːʃ
vakbélműtét	v'ɒkbeːlmyːteːt
vakcina	v'ɒktsinɒ
vakerol	v'ɒkɛɐ̯ol
vakerál	v'ɒkɛɐ̯aːl
vakit	v'ɒkit
vakkant	v'ɒk:ɒnt
vakmerő	v'ɒkmɛɐ̯øː
vakmerősködik	v'ɒkmɛɐ̯øːʃkødik
vakog	v'ɒkog
vakol	v'ɒkol
vakolat	v'ɒkolɒt
vakolatlan	v'ɒkolɒtlɒn
vakolókanalak	v'ɒkoloːkɒnɒlɒk
vakolókanál	v'ɒkoloːkɒnaːl
vakond	v'ɒkond
vakondok	v'ɒkondok
vakondtúrás	v'ɒkondtuːɐ̯aːʃ
vakoskodik	v'ɒkoʃkodik
vakrémület	v'ɒkɐ̯eːmylɛt
vaksi	v'ɒkʃi
vaksz	v'ɒks
vakszik	v'ɒksik
vakszol	v'ɒksol
vakság	v'ɒkʃaːg
vaksötét	v'ɒkʃøteːt
vaku	v'ɒku
vakul	v'ɒkul
vakáció	v'ɒkaːtsi;oː
vakációzik	v'ɒkaːtsi;oːzik
vakár	v'ɒkaːɐ̯
vakít	v'ɒkiːt
vakításmentes	v'ɒkiːtaːʃmɛntɛʃ
vakító	v'ɒkiːtoː
valag	v'ɒlɒg
valahai	v'ɒlɒhɒi
valahány	v'ɒlɒhaːɲ
valahányad	v'ɒlɒhaːɲɒd
valahányadik	v'ɒlɒhaːɲɒdik
valahányadikas	v'ɒlɒhaːɲɒdikɒʃ
valahányan	v'ɒlɒhaːɲɒn
valahányas	v'ɒlɒhaːɲɒʃ
valaki	v'ɒlɒki
valakik	v'ɒlɒkik
valamekkora	v'ɒlɒmɛk:oɐ̯ɒ
valamely	v'ɒlɒmɛj
valamelyek	v'ɒlɒmɛjɛk
valamelyes	v'ɒlɒmɛjɛʃ
valamelyet	v'ɒlɒmɛjɛt
valamelyik	v'ɒlɒmɛjik
valamelyiktek	v'ɒlɒmɛjiktɛk
valamelyikük	v'ɒlɒmɛjikyk
valamelyikünk	v'ɒlɒmɛjikyŋk
valamelyikőjük	v'ɒlɒmɛjikøːjyk
valamelyikőnk	v'ɒlɒmɛjikøːŋk
valamelyikőtök	v'ɒlɒmɛjikøːtøk
valamennyi	v'ɒlɒmɛɲɲi
valamennyien	v'ɒlɒmɛɲɲi;ɛn
valamennyiük	v'ɒlɒmɛɲɲi;yk
valamennyiünk	v'ɒlɒmɛɲɲi;yŋk
valami	v'ɒlɒmi
valamicske	v'ɒlɒmitʃkɛ
valamifajta	v'ɒlɒmifɒjtɒ
valamiféle	v'ɒlɒmifeːlɛ
valamik	v'ɒlɒmik
valamikori	v'ɒlɒmikoɐ̯i
valamikoriak	v'ɒlɒmikoɐ̯i;ɒk
valamilyen	v'ɒlɒmijɛn
valamilyenek	v'ɒlɒmijɛnɛk
valamilyenfajta	v'ɒlɒmijɛnfɒjtɒ
valamilyenféle	v'ɒlɒmijɛnfeːlɛ
valaminő	v'ɒlɒminøː
valamirevaló	v'ɒlɒmiɐ̯ɛvɒloː
valcer	v'ɒltsɛɐ̯
valdens	v'ɒldɛnʃ
valencia	v'ɒlɛntsi;ɒ
valeriána	v'ɒlɛɐ̯i;aːnɒ
valeriáncsepp	v'ɒlɛɐ̯i;aːntʃɛp:
valeriánsav	v'ɒlɛɐ̯i;aːnʃɒv
valeriánsavak	v'ɒlɛɐ̯i;aːnʃɒvɒk
validáció	v'ɒlidaːtsi;oː
valin	v'ɒlin
valkűr	v'ɒlkyːɐ̯
vall	v'ɒll
vallat	v'ɒllɒt
vallisznéria	v'ɒllisneːɐ̯i;ɒ
vallomás	v'ɒllomaːʃ
vallon	v'ɒllon
vallonbarát	v'ɒllonbɒɐ̯aːt
vallonellenes	v'ɒllonɛllɛnɛʃ
vallongyűlölő	v'ɒlloŋɟyːløløː
vallott	v'ɒllot
vallás	v'ɒllaːʃ
vallásellenes	v'ɒllaːʃɛllɛnɛʃ
vallásos	v'ɒllaːʃoʃ
valorizáció	v'ɒloɐ̯izaːtsi;oː
valorizál	v'ɒloɐ̯izaːl
valorizálás	v'ɒloɐ̯izaːlaːʃ
valuta	v'ɒlutɒ
valutaalap	v'ɒlutɒɒlɒp
valutaátváltás	v'ɒlutɒaːtvaːltaːʃ
valutázik	v'ɒlutaːzik
valérys	v'ɒleːɐ̯iʃ
való	v'ɒloː
valódi	v'ɒloːdi
valós	v'ɒloːʃ
valósi	v'ɒloːʃi
valósidejű	v'ɒloːʃidɛjyː
valósul	v'ɒloːʃul
valószerűtlen	v'ɒloːsɛɐ̯yːtlɛn
valószínű	v'ɒloːsiːnyː
valószínűségeloszlás	v'ɒloːsiːnyːʃeːgɛloslaːʃ
valószínűsít	v'ɒloːsiːnyːʃiːt
valószínűtlen	v'ɒloːsiːnyːtlɛn
valóság	v'ɒloːʃaːg
valósághű	v'ɒloːʃaːghyː
valóságos	v'ɒloːʃaːgoʃ
valósít	v'ɒloːʃiːt
valótlan	v'ɒloːtlɒn
valőr	v'ɒløːɐ̯
vamzer	v'ɒmzɛɐ̯
vandalizmus	v'ɒndɒlizmuʃ
vandál	v'ɒndaːl
vandálkodik	v'ɒndaːlkodik
vanillin	v'ɒnillin
vanillincukor	v'ɒnillintsukoɐ̯
vanillincukrok	v'ɒnillintsukɐ̯ok
vanillinsav	v'ɒnillinʃɒv
vanillinsavak	v'ɒnillinʃɒvɒk
vannak	v,ɒnnɒk
vanádium	v'ɒnaːdi;um
vanília	v'ɒniːli;ɒ
vapiti	v'ɒpiti
vaporetto	v'ɒpoɐ̯ɛto
var	v'ɒɐ̯
varacskos	v'ɒɐ̯ɒtʃkoʃ
varangy	v'ɒɐ̯ɒŋɟ
varangyszittyó	v'ɒɐ̯ɒŋɟsiç:oː
varas	v'ɒɐ̯ɒʃ
varasodik	v'ɒɐ̯ɒʃodik
varga	v'ɒɐ̯gɒ
vargabéles	v'ɒɐ̯gɒbeːlɛʃ
vargánya	v'ɒɐ̯gaːɲɒ
variabilitás	v'ɒɐ̯i;ɒbilitaːʃ
variabútor	v'ɒɐ̯i;ɒbuːtoɐ̯
variancia	v'ɒɐ̯i;ɒntsi;ɒ
varieté	v'ɒɐ̯i;ɛteː
variogram	v'ɒɐ̯i;ogɐ̯ɒm
variométer	v'ɒɐ̯i;omeːtɛɐ̯
variszkuszi	v'ɒɐ̯iskusi
varisztor	v'ɒɐ̯istoɐ̯
variábilis	v'ɒɐ̯i;aːbiliʃ
variáció	v'ɒɐ̯i;aːtsi;oː
variál	v'ɒɐ̯i;aːl
variálódik	v'ɒɐ̯i;aːloːdik
variáns	v'ɒɐ̯i;aːnʃ
varjak	v'ɒɐ̯jɒk
varjú	v'ɒɐ̯juː
varjúháj	v'ɒɐ̯juːhaːj
varjúhájak	v'ɒɐ̯juːhaːjɒk
varjútanya	v'ɒɐ̯juːtɒɲɒ
varjútövis	v'ɒɐ̯juːtøviʃ
varkocs	v'ɒɐ̯kotʃ
varr	v'ɒr
varrat	v'ɒrɒt
varratlan	v'ɒrɒtlɒn
varratos	v'ɒrɒtoʃ
varrnivaló	v'ɒrnivɒloː
varroda	v'ɒrodɒ
varrogat	v'ɒrogɒt
varrott	v'ɒrot
varrottas	v'ɒrotɒʃ
varrásos	v'ɒraːʃoʃ
varró	v'ɒroː
varrógép	v'ɒroːgeːp
varrókészlet	v'ɒroːkeːslɛt
varrónő	v'ɒroːnøː
varróráma	v'ɒroːɐ̯aːmɒ
varrótáska	v'ɒroːtaːʃkɒ
varsa	v'ɒɐ̯ʃɒ
vartyog	v'ɒɐ̯çog
varyi	v'ɒɐ̯i;i
varádics	v'ɒɐ̯aːditʃ
varásza	v'ɒɐ̯aːsɒ
varázs	v'ɒɐ̯aːʒ
varázsige	v'ɒɐ̯aːʒigɛ
varázsital	v'ɒɐ̯aːʒitɒl
varázslat	v'ɒɐ̯aːʒlɒt
varázslatos	v'ɒɐ̯aːʒlɒtoʃ
varázslás	v'ɒɐ̯aːʒlaːʃ
varázsló	v'ɒɐ̯aːʒloː
varázslófüvek	v'ɒɐ̯aːʒloːfyvɛk
varázslófű	v'ɒɐ̯aːʒloːfyː
varázsol	v'ɒɐ̯aːʒol
varázsolás	v'ɒɐ̯aːʒolaːʃ
varázsoló	v'ɒɐ̯aːʒoloː
varázsszer	v'ɒɐ̯aːʒsɛɐ̯
varázsvessző	v'ɒɐ̯aːʒvɛssøː
varég	v'ɒɐ̯eːg
varégbarát	v'ɒɐ̯eːgbɒɐ̯aːt
varégellenes	v'ɒɐ̯eːgɛllɛnɛʃ
varéggyűlölő	v'ɒɐ̯eːɟ:yːløløː
varúháj	v'ɒɐ̯uːhaːj
vas	v'ɒʃ
vasak	v'ɒʃɒk
vasal	v'ɒʃɒl
vasalat	v'ɒʃɒlɒt
vasalatlan	v'ɒʃɒlɒtlɒn
vasalt	v'ɒʃɒlt
vasalódeszka	v'ɒʃɒloːdɛskɒ
vasas	v'ɒʃɒʃ
vasasszakszervezet	v'ɒʃɒssɒksɛɐ̯vɛzɛt
vasaz	v'ɒʃɒz
vasbeton	v'ɒʃbɛton
vasbetét	v'ɒʃbɛteːt
vasbádog	v'ɒʃbaːdog
vasfa	v'ɒʃfɒ
vasforgács	v'ɒʃfoɐ̯gaːtʃ
vasfüvek	v'ɒʃfyvɛk
vasfű	v'ɒʃfyː
vasgyár	v'ɒʃɟaːɐ̯
vasgyárak	v'ɒʃɟaːɐ̯ɒk
vasgyűrű	v'ɒʃɟyːɐ̯yː
vashulladék	v'ɒʃhullɒdeːk
vashuta	v'ɒʃhutɒ
vaskalapos	v'ɒʃkɒlɒpoʃ
vaskapcsok	v'ɒʃkɒptʃok
vaskapocs	v'ɒʃkɒpotʃ
vaskarika	v'ɒʃkɒɐ̯ikɒ
vaskezű	v'ɒʃkɛzyː
vaskor	v'ɒʃkoɐ̯
vaskos	v'ɒʃkoʃ
vaslemez	v'ɒʃlɛmɛz
vaslépcső	v'ɒʃleːptʃøː
vasmacska	v'ɒʃmɒtʃkɒ
vasmedve	v'ɒʃmɛdvɛ
vasmű	v'ɒʃmyː
vasművek	v'ɒʃmyːvɛk
vasművesség	v'ɒʃmyːvɛʃʃeːg
vasnyílvessző	v'ɒʃɲiːlvɛssøː
vasolvasztó	v'ɒʃolvɒstoː
vasoxid	v'ɒʃoksid
vaspor	v'ɒʃpoɐ̯
vasszerkezet	v'ɒssɛɐ̯kɛzɛt
vassín	v'ɒʃʃiːn
vastag	v'ɒʃtɒg
vastagbelek	v'ɒʃtɒgbɛlɛk
vastagbél	v'ɒʃtɒgbeːl
vastagbőrű	v'ɒʃtɒgbøːɐ̯yː
vastagfejű	v'ɒʃtɒgfɛjyː
vastagnyakú	v'ɒʃtɒgɲɒkuː
vastagodik	v'ɒʃtɒgodik
vastagszanak	v'ɒʃtɒgsɒnɒk
vastagszik	v'ɒʃtɒgsik
vastagszok	v'ɒʃtɒgsok
vastagszol	v'ɒʃtɒgsol
vastagszom	v'ɒʃtɒgsom
vastagszotok	v'ɒʃtɒgsotok
vastagszunk	v'ɒʃtɒgsuŋk
vastagít	v'ɒʃtɒgiːt
vastalanít	v'ɒʃtɒlɒniːt
vastartalmú	v'ɒʃtɒɐ̯tɒlmuː
vastraverz	v'ɒʃtɐ̯ɒvɛɐ̯z
vastüdő	v'ɒʃtydøː
vasutak	v'ɒʃutɒk
vasutas	v'ɒʃutɒʃ
vasutasság	v'ɒʃutɒʃʃaːg
vasutazik	v'ɒʃutɒzik
vasvilla	v'ɒʃvillɒ
vasár	v'ɒʃaːɐ̯
vasárak	v'ɒʃaːɐ̯ɒk
vasárnap	v'ɒʃaːɐ̯nɒp
vasárnapi	v'ɒʃaːɐ̯nɒpi
vasáru	v'ɒʃaːɐ̯u
vasút	v'ɒʃuːt
vasúthatóság	v'ɒʃuːthɒtoːʃaːg
vasútállomás	v'ɒʃuːtaːllomaːʃ
vatelin	v'ɒtɛlin
vatta	v'ɒtɒ
vattacsomó	v'ɒtɒtʃomoː
vattapamat	v'ɒtɒpɒmɒt
vattáz	v'ɒtaːz
vazallus	v'ɒzɒlluʃ
vazelin	v'ɒzɛlin
vazelinezik	v'ɒzɛlinɛzik
vazoaktív	v'ɒzoɒktiːv
vazomotorikus	v'ɒzomotoɐ̯ikuʃ
vecsernye	v'ɛtʃɛɐ̯ɲɛ
vedd	v'ɛdd
vedel	v'ɛdɛl
veder	v'ɛdɛɐ̯
vedled	v'ɛdlɛd
vedlek	v'ɛdlɛk
vedlem	v'ɛdlɛm
vedlene	v'ɛdlɛnɛ
vedlened	v'ɛdlɛnɛd
vedlenek	v'ɛdlɛnɛk
vedlenem	v'ɛdlɛnɛm
vedlenetek	v'ɛdlɛnɛtɛk
vedleni	v'ɛdlɛni
vedlenie	v'ɛdlɛni;ɛ
vedleniök	v'ɛdlɛni;øk
vedleniük	v'ɛdlɛni;yk
vedlené	v'ɛdlɛneː
vedlenéd	v'ɛdlɛneːd
vedlenék	v'ɛdlɛneːk
vedlenél	v'ɛdlɛneːl
vedlenélek	v'ɛdlɛneːlɛk
vedleném	v'ɛdlɛneːm
vedlenének	v'ɛdlɛneːnɛk
vedlenénk	v'ɛdlɛneːŋk
vedlenétek	v'ɛdlɛneːtɛk
vedlenünk	v'ɛdlɛnyŋk
vedlesz	v'ɛdlɛs
vedlet	v'ɛdlɛt
vedletek	v'ɛdlɛtɛk
vedlett	v'ɛdlɛt
vedlette	v'ɛdlɛtɛ
vedletted	v'ɛdlɛtɛd
vedlettek	v'ɛdlɛtɛk
vedlettelek	v'ɛdlɛtɛlɛk
vedlettem	v'ɛdlɛtɛm
vedlettetek	v'ɛdlɛtɛtɛk
vedlették	v'ɛdlɛteːk
vedlettél	v'ɛdlɛteːl
vedlettétek	v'ɛdlɛteːtɛk
vedlettük	v'ɛdlɛtyk
vedlettünk	v'ɛdlɛtyŋk
vedli	v'ɛdli
vedlik	v'ɛdlik
vedlitek	v'ɛdlitɛk
vedlünk	v'ɛdlyŋk
vedrek	v'ɛdɐ̯ɛk
veendő	v'ɛɛndøː
vegetarianizmus	v'ɛgɛtɒɐ̯i;ɒnizmuʃ
vegetatív	v'ɛgɛtɒtiːv
vegetáció	v'ɛgɛtaːtsi;oː
vegetál	v'ɛgɛtaːl
vegetáriánus	v'ɛgɛtaːɐ̯i;aːnuʃ
vegye	v'ɛɟɛ
vegyed	v'ɛɟɛd
vegyek	v'ɛɟɛk
vegyelek	v'ɛɟɛlɛk
vegyelemez	v'ɛɟɛlɛmɛz
vegyelemzés	v'ɛɟɛlɛmzeːʃ
vegyem	v'ɛɟɛm
vegyen	v'ɛɟɛn
vegyenek	v'ɛɟɛnɛk
vegyes	v'ɛɟɛʃ
vegyesbolt	v'ɛɟɛʃbolt
vegyesipari	v'ɛɟɛʃipɒɐ̯i
vegyeskereskedés	v'ɛɟɛʃkɛɐ̯ɛʃkɛdeːʃ
vegyeskereskedő	v'ɛɟɛʃkɛɐ̯ɛʃkɛdøː
vegyesszorzat	v'ɛɟɛssoɐ̯zɒt
vegyesvállalat	v'ɛɟɛʃvaːllɒlɒt
vegyetek	v'ɛɟɛtɛk
vegyhatás	v'ɛɟhɒtaːʃ
vegyi	v'ɛɟi
vegyifülke	v'ɛɟifylkɛ
vegyiművek	v'ɛɟimyːvɛk
vegyipar	v'ɛɟipɒɐ̯
vegyivédelem	v'ɛɟiveːdɛlɛm
vegyivédelmek	v'ɛɟiveːdɛlmɛk
vegyjel	v'ɛɟ:ɛl
vegyjelet	v'ɛɟ:ɛlɛt
vegykezelt	v'ɛɟkɛzɛlt
vegykonyha	v'ɛɟkoɲhɒ
vegyrokonság	v'ɛɟɐ̯okonʃaːg
vegyszer	v'ɛɟssɛɐ̯
vegytan	v'ɛɟtɒn
vegytinta	v'ɛɟtintɒ
vegytiszta	v'ɛɟtistɒ
vegytisztítás	v'ɛɟtistiːtaːʃ
vegytisztító	v'ɛɟtistiːtoː
vegyvizsgálat	v'ɛɟviʒgaːlɒt
vegyvizsgáló	v'ɛɟviʒgaːloː
vegyvédelem	v'ɛɟveːdɛlɛm
vegyvédelmek	v'ɛɟveːdɛlmɛk
vegyék	v'ɛɟeːk
vegyél	v'ɛɟeːl
vegyérték	v'ɛɟeːɐ̯teːk
vegyértékűség	v'ɛɟeːɐ̯teːkyːʃeːg
vegyész	v'ɛɟeːs
vegyészet	v'ɛɟeːsɛt
vegyészeti	v'ɛɟeːsɛti
vegyésztechnikus	v'ɛɟeːstɛCnikuʃ
vegyétek	v'ɛɟeːtɛk
vegyít	v'ɛɟiːt
vegyítetlen	v'ɛɟiːtɛtlɛn
vegyíték	v'ɛɟiːteːk
vegyük	v'ɛɟyk
vegyül	v'ɛɟyl
vegyület	v'ɛɟylɛt
vegyülék	v'ɛɟyleːk
vegyünk	v'ɛɟyŋk
vegzatúra	v'ɛgzɒtuːɐ̯ɒ
vegzál	v'ɛgzaːl
vehemencia	v'ɛhɛmɛntsi;ɒ
vehemens	v'ɛhɛmɛnʃ
vehet	v'ɛhɛt
vehetetlen	v'ɛhɛtɛtlɛn
vehetetlenség	v'ɛhɛtɛtlɛnʃeːg
vehető	v'ɛhɛtøː
vehetőség	v'ɛhɛtøːʃeːg
vej	v'ɛj
vejek	v'ɛjɛk
vejsze	v'ɛjsɛ
vekker	v'ɛk:ɛɐ̯
vekkeróra	v'ɛk:ɛɐ̯oːɐ̯ɒ
vekni	v'ɛkni
vektor	v'ɛktoɐ̯
vektorinvariáns	v'ɛktoɐ̯invɒɐ̯i;aːnʃ
vektorizál	v'ɛktoɐ̯izaːl
vektoriális	v'ɛktoɐ̯i;aːliʃ
vektorösszetevő	v'ɛktoɐ̯øssɛtɛvøː
vele	v'ɛlɛ
veled	v'ɛlɛd
velej	v'ɛlɛj
velejár	v'ɛlɛjaːɐ̯
velejáró	v'ɛlɛjaːɐ̯oː
velem	v'ɛlɛm
velencei	v'ɛlɛntsɛi
veleszületett	v'ɛlɛsylɛtɛt
veletek	v'ɛlɛtɛk
veleérzés	v'ɛlɛeːɐ̯zeːʃ
velin	v'ɛlin
velleitás	v'ɛllɛitaːʃ
veláris	v'ɛlaːɐ̯iʃ
velúr	v'ɛluːɐ̯
velük	v'ɛlyk
velünk	v'ɛlyŋk
velő	v'ɛløː
velős	v'ɛløːʃ
velőtlen	v'ɛløːtlɛn
velőtrázó	v'ɛløːtɐ̯aːzoː
vemhedzik	v'ɛmhɛd:zik
vemhes	v'ɛmhɛʃ
vemhesül	v'ɛmhɛʃyl
vemhezik	v'ɛmhɛzik
vend	v'ɛnd
vendbarát	v'ɛndbɒɐ̯aːt
vendellenes	v'ɛndɛllɛnɛʃ
vendgyűlölő	v'ɛndɟyːløløː
vendég	v'ɛndeːg
vendégel	v'ɛndeːgɛl
vendégeskedik	v'ɛndeːgɛʃkɛdik
vendéghallgató	v'ɛndeːghɒllgɒtoː
vendégház	v'ɛndeːghaːz
vendégházak	v'ɛndeːghaːzɒk
vendéglátóhely	v'ɛndeːglaːtoːhɛj
vendéglátóipar	v'ɛndeːglaːtoːipɒɐ̯
vendéglátós	v'ɛndeːglaːtoːʃ
vendéglő	v'ɛndeːgløː
vendéglőhelyiség	v'ɛndeːgløːhɛjiʃeːg
vendégoldal	v'ɛndeːgoldɒl
vendégoldalak	v'ɛndeːgoldɒlɒk
vendégszerepel	v'ɛndeːgsɛɐ̯ɛpɛl
vendégszereplő	v'ɛndeːgsɛɐ̯ɛpløː
vendégszeretet	v'ɛndeːgsɛɐ̯ɛtɛt
vendégszerető	v'ɛndeːgsɛɐ̯ɛtøː
vendégszoba	v'ɛndeːgsobɒ
venereás	v'ɛnɛɐ̯ɛaːʃ
venne	v'ɛnnɛ
venned	v'ɛnnɛd
vennem	v'ɛnnɛm
vennetek	v'ɛnnɛtɛk
venni	v'ɛnni
vennie	v'ɛnni;ɛ
venniök	v'ɛnni;øk
venniük	v'ɛnni;yk
venné	v'ɛnneː
vennéd	v'ɛnneːd
vennék	v'ɛnneːk
vennél	v'ɛnneːl
vennélek	v'ɛnneːlɛk
venném	v'ɛnneːm
vennének	v'ɛnneːnɛk
vennénk	v'ɛnneːŋk
vennétek	v'ɛnneːtɛk
vennünk	v'ɛnnyŋk
vennők	v'ɛnnøːk
ventilcella	v'ɛntiltsɛllɒ
ventiláció	v'ɛntilaːtsi;oː
ventilál	v'ɛntilaːl
ventilátor	v'ɛntilaːtoɐ̯
ventrikuláris	v'ɛntɐ̯ikulaːɐ̯iʃ
venyige	v'ɛɲigɛ
