g e ʧ	гэж
tʰ ɔ r χ ə ɮ ə g	Торхилог
tʰ ɔ r rʲ ə s i g	Торресийг
tʰ ɔ r ɢ ʊ t ʊ t ə ŋ	Торгуудуудын
tʰ ɔɔ ʃ ə s ɔ ɢ ə ŋ	Тоошисоокен
tʰ ɔ n ʃ ʊ ɮ	Тоншуул
tʰ ɔ n ɮʲ ə ɔ	Тонляо
tʰ ɔ ɴ ɢ	Тонга
tʰ ɔ m ʧʰ ʊ t ə ŋ	Томчуудын
tʰ ɔ m ʧʰ ʊ t ə t	Томчуудад
tʰ ɔ m s g	Томск
tʰ ɔ m ɔ χ n ɔ s	Томоохноос
tʰ ɔ m ɔ tʰ ɔi	Томоотой
tʰ ɔ ɮʲ ə wʲ ə n	Тольявина
tʰ ɔ ɮʲ tʰʲ ə g	Тольтек
tʰ ɔ ɮʲ tʰ	Тольт
tʰ ɔ ɢ tʰ n ə ɮ ə ŋ	Тогтнолын
tʰ ɔ g ɔ n tʰ ə m ə rʲ i g	Тогоонтөмөрийг
tʰ ɔ ɢ ɔ	Тогоо
tʰ ɔ ɢ ə n	Тогоны
tʰ ɔ ɢ	Того
tʰ ɔ ɢ ɮ ə χ	Тоглох
tʰ ɔ ɢ ɮ ɔ m ə g	Тоглоомыг
tʰ ɔ p ə gʲ i ŋ	Тобагийн
tʰʲ i x ə n ə w	Тихонов
tʰʲ i tʰ ə w	Титов
tʰʲ i tʰ ɔ	Тито
tʰʲ i r rʲ ə nʲ i	Тиррений
tʰʲ i m ə r ɮ ə nʲ e	Тимурлане
tʰʲ i g ə ɮ	Тикал
tʰʲ ii ʃ e	Тийшээ
tʰʲ ii m ə r x u	Тиймэрхүү
tʰʲ i g r ə n a s	Тигранаас
tʰ ʧ ʊ tʰ a	Тжута
tʰʲ i x n ə ɮ ə gʲ ɔ	Технологио
tʰʲ i r m ə tʲ ə n ə mʲ ə g	Термодинамик
tʰʲ i n nʲ ə s nʲ i	Теннисний
tʰʲ i ŋ g g ə r a	Тенггара
tʰʲ e ɮʲ	Тель
tʰʲ i ɮʲ ə g r ə pʰ	Телеграф
tʰʲ i ɮʲ ə wʲ ə ʦ ə r	Телевизээр
tʰʲ i g tʰ ə nʲ ə g	Тектоник
tʰʲ i gʲ ə r ə n	Тегераны
tʰʲ i a tʰ r ə ŋ x ə ŋ	Театрынхан
tʰ wʲ i tʰ tʰʲ ə r	Твиттер
tʰ a ʊ ŋ	Таун
tʰ a tʰ ɢ ə ɮ ʦ ə χ	Татгалзах
tʰ a tʰ ə r s tʰ ə ŋ	Татарстан
tʰ a tʰ a	Тата
tʰ a s ɮ ə ɮ ə g	Таслалыг
tʰ a s ɮ ə ɮ	Таслал
tʰ a s ə ɮ ɢ a n	Тасалгааны
tʰ a r χ ə ŋ	Тархан
tʰ a r ə r	Тарр
tʰ a r m ə ʃ ə rʲ ə ŋ	Тармаширин
tʰ a rʲ ə m ə ŋ	Таримын
tʰ a rʲ a ʧʰ ə ŋ	Тариачин
tʰ a rʲ a ɮ ə ŋ gʲ i ŋ	Тариалангийн
tʰ a rʲ a	Тариа
tʰ a r ɢ ə t ai	Таргудай
tʰ a r a t	Тараад
tʰ a ɔ ə ʦ ə m	Таоизм
tʰ a nʲ t ə g	Таньдаг
tʰ a nʲ	Тань
tʰ a ɴ χ ə ɮ χ ə ŋ	Танхилхан
tʰ a ɴ χ ə ɮ	Танхил
tʰ a nʲ ə ɮ ʦʰ a t	Танилцаад
tʰ a nʲ ə g t ə ʃ g ui	Танигдашгүй
tʰ a n tʲ ə r	Тандер
tʰ a n ai χ ə ŋ	Танайхан
tʰ a m p ə w	Тамбов
tʰ a ɮ ɮʲ ə ŋ	Таллин
tʰ a ɮʲ ə p ʧʰ ʊ t	Талибчууд
tʰ a ɮʲ ə p ə n	Талибаны
tʰ a ɮ ə g	Талак
tʰ a ɢ ə t a	Такэда
tʰ a ɢ ə n ə χ ə n	Таканохана
tʰ ai ʃ i ŋ	Тайшийн
tʰ ai χ	Тайхо
tʰ ai χ ə r	Тайхар
tʰ ai ɮ ə r	Тайлор
tʰ ai i pʰ	Тайип
tʰ ai ʦ ə n	Тайзны
tʰ ai w ə n	Тайвны
tʰ a g ə ʧʰ i	Тагүчи
tʰ a ɢ tʰ ə ŋ	Тагтан
tʰ a ɢ n ə ŋ	Тагнын
tʰ a ɢ n ʊ ɮ	Тагнуул
tʰ a wʲ ə ŋ	Тавин
tʰ a wʲ ə ɮ ə ŋ	Тавилан
tʰ aa r ə x g ui	Таарахгүй
tʰ i n ə g	ТЭНЭГ
tʰ i ŋ g ə rʲ i ŋ	ТЭНГЭРИЙН
tʰ ʊ ʦ	ТУЗ
tʰ ɔ ɢ tʰ n ə ɮ ə ŋ	ТОГТНОЛЫН
tʰ m a	ТМА
tʰ a nʲ ə ɮ ʦʰ ʊ ɮ ɢ	ТАНИЛЦУУЛГА
tʰ a m a	ТАМАА
tʰ a ɮ ʊ t	ТАЛУУД
tʰ a ɮ a r χ	ТАЛААРХ
s o u ɮ t	Сөүлд
s uu tʰ e	Сүүтэй
s uu ʧ i ŋ	Сүүжийн
s uu t ə r tʰ	Сүүдэрт
s uu t r e	Сүүдрээ
s u x	Сүх
s u s ə g	Сүсэг
s u r xʲ i	Сүрхий
s u n s tʰ e	Сүнстэй
s u ŋ g	Сүнг
s u m ə gʲ i ŋ	Сүмогийн
s ui tʰ	Сүйт
s u ʧ ə g tʰ u	Сүжигтү
s u g ə tʰ a	Сүгата
s u g	Сүг
s uu ɮ ʧʰ i ŋ	СҮҮЛЧИЙН
s a nʲ pʲ i ŋ	Сяньбийн
s a ŋ	Сян
s uu ʧ	Сюүж
s ʊ a nʲ	Сюань
s i tʰ g u ɮ ʧʰ i ŋ	Сэтгүүлчийн
s i tʰ g u ɮ ʧʰ tʲ i ŋ	Сэтгүүлчдийн
s i tʰ g ə ʃ g ui	Сэтгэшгүй
s i tʰ g ə g t ɮʲ i ŋ	Сэтгэгдлийн
s i r u	Сэрүү
s i r e t	Сэрээд
s i r ə m ʧ ɮ ə x	Сэрэмжлэх
s i r ə ɮ	Сэрэл
s e r ʧ	Сэрж
s i n ʧ ə tʰ	Сэнжит
s i n t ə r	Сэндэр
s i mʲ ə ə ɮ	Сэмюэл
s i m ə r s ə ŋ	Сэмэрсэн
s i m ʧ u x e	Сэмжүүхэй
s i ɮ tʰʲ ə g s	Сэлтикс
s i ɮ g e	Сэлгээ
s i g s e x e	Сэгсээхэй
s i g s g ə r	Сэгсгэр
s i r r a	Сьерра
s ʦʰ i pʰʲ ɔ	Сципио
s ʊ pʰ pʰʲ ə ɮʲ t	Суффильд
s ʊʊ ʧ	Сууж
s ʊʊ t ə ɮ	Суудал
s ʊ tʰ ai	Сутай
s ʊ r tʰ ə ɮ ʧʰ ə ɮ ɢ a g	Сурталчилгааг
s ʊ r ɮ ə ɢ	Сурлага
s ʊ r ɢ ʊ ɮʲ t a	Сургуульдаа
s ʊ r ɢ ʊ ɮʲ ʊ t ə ŋ	Сургуулиудын
s ʊ r ɢ ʊ ɮʲ ʊ t	Сургуулиуд
s ʊ r ɢ a ɮ tʰ	Сургаалт
s ʊ r ə ɮ ʦʰ ə ʧ	Суралцаж
s ʊ r ə ɢ ʧʰ	Сурагч
s ʊ ɔ n s i	Суонси
s ʊ n t ʊi	Сундуй
s ʊ m ə n t a	Сумандаа
s ʊ ɮ tʰ ə n tʰ	Султант
s ʊ ɮ ɮ ə gʲ i ŋ	Суллагийн
s ʊ t ə s ə n	Судасны
s ʊ t ə r	Судар
s ʊ t ə ɮ ɢ a g	Судалгааг
s ʊ ɢ ə r tʰ	Сугарт
s ʊ w ə r ə w	Суворов
s ʊ w t a	Сувдаа
s ʊ w ə r ɢ	Суварга
s ʊ a rʲ ə s	Суарес
s tʰ ee tʰ	Стэйт
s tʰ ɔ ʊ ɴ χ ə n ʧ	Стоунхенж
s tʰ ɔ ʊ ŋ	Стоун
s tʰ ɔ ɢ χ ə ɮʲ m t	Стокхольмд
s tʰ ɔ ɢ ə ɮʲ ə m	Стокольм
s tʰʲ i pʰ ə ŋ	Степан
s tʰ a pʰ pʰ ə r t ʃ ə r	Стаффордшир
s tʰ a ɮʲ ə n tʰ ai	Сталинтай
s tʰ a ɮʲ ə n t	Сталинд
s tʰ a w r ə pʰ ə ɮʲ s gʲ i ŋ	Ставропольскийн
s tʰ a w r ə pʰ ə ɮʲ	Ставрополь
s pʰ ʊ tʰ nʲ ə g	Спутник
s pʰʲ i r s	Спирс
s pʰʲ i g tʰ ə r	Спектор
s pʰ a r tʰ	Спарт
s pʰ a r s	Спарс
s ɔ j ə ɮ ə gʲ i ŋ	Соёлоогийн
s ɔ ʃ ɔ	Сошо
s ɔ ʦʰ ə ɮ ə gʲ i	Социологи
s ɔ ʦʰ	Соц
s ɔ r x ə g tʰ ə nʲ i	Сорхогтани
s ɔ r g ə g tʰ ə nʲ i	Соргагтани
s ɔɔ tʰ ə ŋ	Соотон
s ɔ n s ɔ t	Сонсоод
s ɔ n s ɔ g ui	Сонсоогүй
s ɔ n ə r ə r	Сонороор
s ɔ n ə m	Соном
s ɔ nʲ ə r χ ʊ ɮ ʧ	Сонирхуулж
s ɔ ɴ ɢ ə s ə ŋ	Сонгосон
s ɔ ɴ ɢ ə n ə χ ai r χ ə ŋ	Сонгинохайрхан
s ɔ ɮ tʰ ə nʲ ə j ə χ	Солтаниех
s ɔ ɮ tʰ	Солт
s ɔ ɮ ə ɴ ɢ ə s tʰ ɔi	Солонгостой
s ɔ ɮ ə ɴ ɢ ə s ə t	Солонгосд
s ɔ ɮʲ ə r ə ɮ	Солиорол
s ɔ ɮ ɢ ɔi	Солгой
s ɔ ɢ ə ɮ ə w a	Соколова
s ɔ ɢ t	Согд
s m ɔ ɮʲ ə n s g	Смоленск
s mʲ i tʰ ə n	Сметана
s m ai ɮ e gʲ i ŋ	Смайлэйгийн
s ɮ i mʲ i ŋ	Слэмийн
s ɮ a w ʊ t	Славууд
s g ɔ r s ə ʦ e	Скорсезе
s ʊʊ	Сиу
s i rʲ i g	Сирийг
s i r ə gʲ ə ʦ	Сиракюз
s i nʲ ə rʲ i	Синьори
s i ŋ g ə pʰ ə r ʧʰ ə t ə ŋ	Сингапурчуудын
s i ŋ g ə pʰ ə r a s	Сингапураас
s i ɮʲ wʲ ə s tʰ ə r	Сильвестр
s i ɮʲ ə g ə ŋ	Силикон
s i ɮʲ ə ʦ i ŋ	Силезийн
s i r xʲ ɔ	Серхио
s i rʲ ə j	Серие
s i r gʲ ə j ə ŋ	Сергейн
s i nʲ ə g ə ɮʲ i ŋ	Сенегалийн
s i n ə tʰ ə t	Сенатад
s i ɮ ʧ ə g	Селжүк
s i ɮʲ ə w gʲ ə tʲ i ŋ	Селевкидийн
s e p χ	Себха
s i pʲ ə r	Себир
s a χ ʊ s	Сахиус
s a tʰ ə ɢ	Сатакэ
s a r χ ə t	Сархад
s a r ʊ ɮ ə ŋ	Саруулын
s a r tʰ ə ə ɮ	Сартаул
s a r tʰ ai	Сартай
s a r n ai ɴ χ ə ŋ	Сарнайнхан
s a r ɢ ə ʦ ə g	Саркозиг
s a r tʲ ə s	Сардис
s a r ə tʰ ə w	Саратов
s a r a gʲ i ŋ	Сараагийн
s a pʰ pʰ ɔ	Сапфо
s a n ʧʰ ə ɢ ə n	Санчигны
s a n tʰʲ ə ɢ	Сантьяго
s a n ə ŋ	Санан
s a m ə a	Самоа
s a m t ə ŋ	Самдан
s a m p ʊ	Самбуу
s a m p ə r	Самбар
s a m ə n tʰ a	Саманта
s a m ə nʲ ə t ə ŋ	Саманидын
s a ɮ χ ə ʧʰ	Салхич
s a ɮ χ ə n t	Салхинд
s a ɮ χ ə ŋ	Салхин
s a ɢ s ə n	Саксоны
s a g s ə nʲ i	Саксони
s a ɢ ə m ə tʰ ɔ	Сакамото
s ai χ n ə g	Сайхныг
s ai tʰ ə t	Сайтад
s ai r ə m	Сайрам
s ai n ə g	Сайныг
s ai t a r	Сайдаар
s ai ɢ ɔ	Сайгоо
s a t ə r	Садр
s a ɢ s ə n	Сагсны
s a ɢ ə ŋ	Саган
s a g ə mʲ i	Сагами
s a w ɔ	Саво
s a w a	Сава
s a p ə χ	Сабах
s aa r ai	Саарай
s aa ɢ ə ʃ wʲ ə ɮʲ ə g	Саакашвилиг
s ʊʊ rʲ	СУУРЬ
s ʊ r ə ɮ ʦʰ	СУРАЛЦ
s ʊ i s	СУИС
s tʰ s	СТС
s s s ə r	СССР
s ɔ ɴ ɢ ʊ ɮʲ t	СОНГУУЛЬД
s g ʦ	СГЗ
s a r	САР
s a n ə s a r	САНАСААР
s a n ə ɮ ə g	САНАЛЫГ
s a ŋ	САН
r ee mʲ i	Рэйми
r ʊ tʰ ʧ ə r s	Рутжерс
r ʊ s ɮ ə ŋ	Руслан
r ʊ pʲ ə ŋ	Рубен
r ɔ j ə ɮʲ	Рояль
r ɔ χ	Рохо
r ɔ n ə ɮ t ʊ	Роналду
r ɔ n ə ɮ t ɔ	Роналдо
r ɔ n ə ɮ tʲ ə nʲ ɔ	Роналдиньо
r ɔ m tʰ ɔi	Ромтой
r ɔ mʲ ə ɔ	Ромео
r ɔ g ə s s ə w s gʲ i ŋ	Рокоссовскийн
r ɔ g gʲ ə gʲ i ŋ	Роккигийн
r ɔ ɢ ə tʰ ə s	Рокетс
r ɔi a ɮ	Ройал
r ɔ t ə s	Родос
r ɔ ɢ m ɔ	Рогмо
r ɔ p ə r tʰ	Робэрт
r ɔ pʲ ə n ʦ ə ŋ	Робинзон
r ɔ p pʲ i	Робби
rʲ i ʧʰ ə r t s ə ŋ	Ричардсон
rʲ i pʰ	Риф
rʲ i n ʧʰ ə ŋ	Ринчин
rʲ i m ə n	Риманы
rʲ i gʲ ə gʲ i ŋ	Рикигийн
rʲ i ɢ	Рика
rʲ i g	Рик
rʲ aa	Риа
rʲ i rʲ ə xʲ i ŋ	Рерихийн
rʲ i n ə ə r	Ренуар
rʲ i n nʲ ə r	Реннер
rʲ i g ɮ ə m	Реклам
rʲ i ʦ ə xʲ ə ŋ	Резухин
rʲ i t g ɮʲ ə pʰ pʰ	Редклифф
rʲ e t	Ред
rʲ i pʲ ə g ɢ	Ребекка
rʲ i a ɮ ə ŋ	Реалын
r a ʃ a n	Рашааны
r a ʃ a n tʰ ə ŋ	Рашаантын
r a ʊ ɮ	Раул
r a s s ə ɮ ə ɮ	Расселл
r ai ŋ	Райн
r ai ʦ	Райз
r ai a ŋ	Райан
r a t n a	Раднаа
pʰ o m p ə g ə r	Пөмбөгөр
pʰ uu ʧ ə t	Пүүжид
pʰ uu ʧ	Пүүж
pʰ u r ə w ʧ ə w ə ŋ	Пүрэвжавын
pʰ u r ə w ʧ ə w	Пүрэвжав
pʰ i rʲ ə s	Пэрис
pʰ i ɮ t ə ŋ	Пэлдэн
pʰ ee s ə r s	Пэйсерс
pʰ ee n tʰ s ə ɮ	Пэйнтсил
pʰ χ ɔ ŋ g	Пхонг
pʰ ʊ e r tʰ ɔ	Пуэрто
pʰ ʊʊ ʧ ə ŋ gʲ i ŋ	Пуужингийн
pʰ ʊ n ʦʰ ə gʲ i ŋ	Пунцагийн
pʰ ʊ ɮ ɢ ə w ɔ	Пулково
pʰ ʊ ʧ a	Пужа
pʰ tʰ ɔ ɮʲ ə mʲ ə j ə ŋ	Птолемейн
pʰ r ʊ s tʰ ə ŋ	Прустын
pʰ r ʊ s s tʰ	Прусст
pʰ r ɔ ɢ ə r ə r ə ŋ	Прокурорын
pʰ r ɔ tʲ ə gʲ i ŋ	Продигийн
pʰ r ɔ ɢ r ə m m ʧʰ ɮ ə ɮ ə ŋ	Программчлалын
pʰ r ɔ ɢ r ə m mʲ ə s tʰ	Программист
pʰ rʲ i mʲ ə r a	Примера
pʰ rʲ e s ə s	Пресс
pʰ rʲ i s ɮ e gʲ i ŋ	Преслэйгийн
pʰ rʲ i s ɮʲ ə gʲ i ŋ	Преслигийн
pʰ rʲ i mʲ ə j ə r	Премиер
pʰ r a tʲ ə ʃ	Прадеш
pʰ r a ɢ ə t	Прагад
pʰ r a p ə ŋ g	Прабанг
pʰ ɔ tʰ tʰʲ ə r	Поттер
pʰ ɔ tʰ ə nʲ ə ŋ	Потанин
pʰ ɔ tʰ ə ɮ a	Потала
pʰ ɔ r tʰ s m ə tʰ	Портсмут
pʰ ɔ r tʰʲ ə r	Портер
pʰ ɔ pʰʲ e	Попе
pʰ ɔ pʰ	Поп
pʰ ɔ ɮ ɮ ə g	Поллок
pʰ ɔ ɮʲ ə nʲ ə ʦ i ŋ	Полинезийн
pʰ ɮʲ i s ə ʦʰ g ə j	Плисецкая
pʰ ɮ a ŋ g	Планк
pʰ ɮ a ʦ a	Плаза
pʰʲ i ʧʰ ə ʧʰ i	Пичичи
pʰʲ i tʰ	Пит
pʰʲ i r ə mʲ ə t ə ŋ	Пирамидын
pʰʲ i n ə ʧʰ ə tʰ ə ŋ	Пиночетын
pʰʲ i n ə g gʲ ə gʲ i ŋ	Пиноккиогийн
pʰʲ i ɮ	Пил
pʰʲ i ʦ a	Пиза
pʰʲ i tʰ tʰʲ ə ŋ g	Петтинг
pʰʲ i tʰ r ə w ə ŋ	Петровын
pʰʲ i r s ə n ə ɮ	Персонал
pʰʲ i r s i	Перси
pʰʲ i r s ə j	Персей
pʰʲ e pʰ tʰ	Пепт
pʰʲ i pʰ s i	Пепси
pʰʲ i n s ə ɮʲ w ə nʲ i	Пенсильвани
pʰʲ e n ə ŋ	Пенн
pʰʲ i t r ɔ	Педро
pʰʲ i g gʲ i	Пегги
pʰ a ʊ ɮ ə ŋ	Паулын
pʰ a tʰ rʲ ə s	Патрис
pʰ a s tʰ ə r	Пастор
pʰ a s ə r ɢ ə t a	Пасаргада
pʰ a r s ə n s	Парсонс
pʰ a r ɮ ə mʲ ə n tʰ ə t	Парламентад
pʰ a r gʲ ə rʲ i ŋ	Паркерийн
pʰ a rʲ ə nʲ i	Парени
pʰ a pʰ ə ŋ	Папын
pʰ a nʲ ə g	Паник
pʰ a n ə m a	Панама
pʰ a ɮʲ ə ə n tʰ ə ɮ ə gʲ i ŋ	Палеонтологийн
pʰ a ɮʲ ə ə ɮʲ ə tʰʲ ə gʲ i ŋ	Палеолитикийн
pʰ a ɮʲ ə ə ɮʲ ə tʰʲ ə g	Палеолитик
pʰ a ɢ tʰ	Пакт
pʰ a ɢ s w a	Паксва
pʰ a t ə ə ŋ g	Падаунг
pʰ a w ɮ ə wʲ ə ʧʰ	Павлович
ɔ j ʊ tʰ ə n ʊ t	Оюутанууд
ɔ j ʊ n ʦʰ ə ʦʰ ə g	Оюунцэцэг
ɔ j ʊ n a t	Оюунаад
ɔ ʧʰ ə r w a nʲ i ŋ	Очирваанийн
ɔ ʧʰ ə r	Очир
ɔ χ ə n ɔ r ɔ	Охиноороо
ɔ χ ə t ə ŋ	Охидын
ɔ pʰʲ ə ʦʰ ə r	Офицер
ɔ tʰ rʲ ə t ə ŋ	Отрядын
ɔ tʰ g ə n tʰ ə ŋ g ə rʲ i ŋ	Отгонтэнгэрийн
ɔ tʰ ɢ ə n pʰ ə r ə w	Отгонпүрэв
ɔ s tʰ w ə ɮʲ t ə ŋ	Оствальдын
ɔ s pʰ ə n tʰ ai	Оспантай
ɔ s ə rʲ ɔ	Осорио
ɔ s ə p ʊ	Особу
ɔ s ɮ ɔ	Осло
ɔ s ɢ ə r ə g	Оскарыг
ɔ s wʲ ə n ʦʰ ə m	Освенцим
ɔ rʲ	Орь
ɔ r ʧʰ ə ŋ	Орчон
ɔ r ʧʰ ɮ ə ŋ g	Орчлонг
ɔ r ʦʰ ə n	Орцны
ɔ r s ʊ t	Орсууд
ɔ r ə s ə ɴ χ	Оросынх
ɔ r ə s ə t	Оросд
ɔ r ə ŋ gʲ i ŋ	Оронгийн
ɔ r ə ɮ ʦʰ ə χ	Оролцох
ɔ r ə ɮ ʦʰ ə ɢ ʧʰ t ə ŋ	Оролцогчдын
ɔ r ɢ ə t ə ɮ	Оргодол
ɔ r ɢ ə ɮ t	Оргилд
ɔ r ɢ ə nʲ ə ʦ ə m	Организм
ɔɔ ʃ ə m a	Оошима
ɔɔ r tʰ ə ŋ	Оортын
ɔɔ t ə ŋ	Оодон
ɔɔ	Оо
ɔ nʲ s ə ɢ ə ŋ	Оньсогын
ɔ n ə ʃ	Онош
ɔ n ə n	Ононы
ɔ ŋ gʲ i	Онги
ɔ m s g	Омск
ɔ m ə n	Оманы
ɔ m	Ом
ɔ ɮ ʊ ɮ a	Олуулаа
ɔ ɮ ɔ ŋ	Олоон
ɔ ɮ ə ŋ xʲ i	Олонхи
ɔ ɮ ə ɴ χ	Олонх
ɔ ɮ ə n ɮ ə g	Олонлог
ɔ ɮʲ ə w ə ŋ	Оливын
ɔ ɮʲ ə w	Олив
ɔ ɮ ʧ	Олж
ɔ ɮʲ e	Оле
ɔ ɮ t s ə ŋ	Олдсон
ɔ ɢ tʰʲ ə p r ə ŋ	Октябрын
ɔ gʲ ə n ə w ə gʲ i ŋ	Окинавагийн
ɔi r χ	Ойрх
ɔi m s	Оймс
ɔi ɮ ɢ ə ɮ ɔ	Ойлголоо
ɔi t ə w	Ойдов
ɔi gʲ i ŋ	Ойгийн
ɔ t ɔ g	Одоог
ɔ t p ə j ə r	Одбаяр
ɔ ɢ ə s tʰ	Огюст
ɔ w ə ŋ	Овэн
ɔ wʲ ə t ə ŋ	Овидын
ɔ p ə ŋ	Обон
ɔ χ ə ŋ	ОХИН
ɔ r tʰ	ОРТ
ɔ r ə s ə ŋ	ОРОСЫН
ɔ r t ə ŋ	ОРДОН
ɔɔ gʲ i n ɔ	ООГИЙНОО
ɔ n ʦʰ	ОНЦ
ɔ ŋ	ОН
ɔ ɮ s ə ŋ	ОЛСОН
ɔi r t	ОЙрд
ɔ t ɔ	ОДОО
ɔ t	ОД
ɔ w r	ОВР
n uu r nʲ i	Нүүрний
n uu n e	Нүүнээ
nʲ a m s ə r ə ŋ gʲ i ŋ	Нямсүрэнгийн
nʲ a m ɢ	Нямка
nʲ a m t ə r ʧ i ŋ	Нямдоржийн
nʲ ʊ m ə ŋ	Нюман
n ee tʰ	Нээт
n i r e r	Нэрээр
n i r ə ɮ x u	Нэрэлхүү
n i r tʰ e g e r	Нэртэйгээр
n i m ə x	Нэмэх
n ee ʃ i ŋ	Нэйшийн
n i g e s	Нэгээс
n e w tʰ	Нэвт
nʲ ʊ w ə r g	Ньюварк
nʲ ɔ ŋ	Ньон
ɴ χ	Нха
n ʊʊ ʦʰ ɮ ə ɮ ə ŋ	Нууцлалын
n ʊʊ ʦʰ ɮ ə ɮ	Нууцлал
n ʊʊ ʦʰ ɮ ə g	Нууцлаг
n ʊʊ ʦʰ ə t	Нууцад
n ʊʊ r ʊ t	Нуурууд
n ʊʊ ɢ t ə ʧ	Нуугдаж
n ʊ tʰ gʲ i ŋ x a	Нутгийнхаа
n ʊ s a	Нуса
n ʊ r ʊ g	Нурууг
n ʊ r s ə ɮ tʰ ə ŋ	Нурсултан
n ʊ r mʲ i	Нурми
n ʊ m ə ŋ	Нумын
n ʊ ɮʲ ə m s a	Нулимсаа
n ɔ tʰʲ ə r ə ŋ	Нотерн
n ɔ s tʰ r ə t ə m ə s	Нострадамус
n ɔ r ə w p ə n ʦ ə t	Норовбанзад
n ɔ r ə w	Норов
n ɔ r t	Норд
n ɔ r wʲ ə ɢ ə t	Норвегид
n ɔɔ ɮ ʊ r	Ноолуур
n ɔɔ ɮ	Ноол
n ɔ m ʧʰ	Номч
n ɔ m ə ŋ	Номун
n ɔ m ə n t	Номонд
n ɔ m ə n	Номны
n ɔ m n ɔ s	Номноос
n ɔ ɮ ə ŋ	Нолан
n ɔi r ə n	Нойрны
n ɔ ɢ ɔ n n ʊ r	Ногооннуур
n ɔ ɢ ai g	Ногайг
nʲ i s g ə g ʧʰ	Нисгэгч
nʲ ɔɔ	Нио
nʲ i n ʧ ə gʲ i ŋ	Нинжагийн
nʲ i n ʧ a	Нинжа
nʲ i ɮʲ i ŋ	Нилийн
nʲ i g s ə ŋ	Никсон
nʲ i g ə ɮʲ ə ʧʰ	Николич
nʲ i g gʲ i	Никки
nʲ i gʲ i ŋ	Никийн
nʲ i g ə r ə g ə ə gʲ i ŋ	Никарагуагийн
nʲ ii tʰ ɮ ə g t s ə ŋ	Нийтлэгдсэн
nʲ ii s ɮ ə ɮ ə s	Нийслэлээс
nʲ ii g mʲ i g	Нийгмийг
nʲ i ʧ ə g ə r ə t	Нижегород
nʲ i gʲ ə rʲ i ŋ	Нигерийн
nʲ i ɔ ɮʲ ə tʰʲ ə g	Неолитик
nʲ i nʲ ə ʦʰ i ŋ	Ненецийн
nʲ i j r ə ŋ	Нейрон
nʲ i g r ɔ	Негро
n a j ə n ə g	Наяныг
n a j a t	Наяад
n a ʦʰ ə s tʰ ə ŋ	Нацистын
n a ʊ r ʊ	Науру
n a tʰ rʲ i ŋ	Натрийн
n a tʰ rʲ i	Натрий
n a s rʲ i	Насри
n a r tʰ	Нарт
n a r s χ ə ŋ	Нарсхан
n a r s ə n	Нарсны
n a r m ai	Нармай
n a rʲ i x ə ŋ	Нарийхан
n a r ə n ʦʰ ə ʦʰ r ə ɮ tʰ	Наранцацралт
n a r ə n tʰ ʊ ɮ	Нарантуул
n a r ə ŋ g ə r w ʊ gʲ i ŋ	Нарангарвуугийн
n a r ə n p a tʰ ə r	Наранбаатар
n a r a	Нара
n a ɔ mʲ i	Наоми
n a nʲ	Нань
n a ɴ χ a t ə ŋ	Нанхиадын
n a n ʧ ə n t	Нанжинд
n a n t ə ɮ ə m	Нандулам
n a ŋ	Нан
n a mʲ ə n ʧʰ ɮ ə ɮ	Наминчлал
n a m ʧ ə ɮ m a	Намжилмаа
n a m gʲ i ŋ	Намгийн
n a m p ə r	Намбар
n a ɢ ə ʦ ə w a	Наказава
n ai r ə ŋ	Найрын
n ai r ə m t ə χ ʧʰ ʊ t ə ŋ	Найрамдахчуудын
n ai ʧ ə ɮ	Найжел
n a t r ʊ	Надруу
n a t a r	Надаар
n a t a	Надаа
n a ɢ ə s ə ɢ ə t	Нагасакид
n a g ə s ə gʲ i	Нагасаки
n a w ʧʰ ə tʰ	Навчит
n a w ʧʰ a	Навчаа
n aa n ə t ə ʧ	Наанадаж
n aa n a	Наанаа
n aa n	Наана
n aa t ə m t	Наадамд
n i g ʧ i ŋ	НЭГЖИЙН
n i g t ə g e r	НЭГДҮГЭЭР
ŋ x ɮ	НХЛ
n ʊ tʰ gʲ i ŋ	НУТГИЙН
n ɔ m	НОМ
nʲ i g	НИК
n a s ə n	НАСНЫ
n a s	НАС
n a w ʧʰ	НАВЧ
m oo n o	Мөөнөө
m o s nʲ i	Мөсний
m o r ə ŋ gʲ i ŋ	Мөрөнгийн
m o r	Мөр
m o ŋ xʲ i g	Мөнхийг
m o ŋ x ʧ ə r g ə ɮ	Мөнхжаргал
m o ŋ g o r	Мөнгөөр
m o ŋ g o	Мөнгөө
m o g ə n p ə r g	Мөгэнбүрг
m o ɴ ɢ	МӨНГӨ
m uu tʲ i	Мүүди
mʲ ɔ r pʰʲ i	Мёрфи
mʲ ɔ ɴ χ ə ɴ ɢ ɮ ə t p ə χ	Мёнхенгладбах
mʲ a ɴ ɢ ʊ ʧ ə ŋ	Мянгуужин
mʲ a ɴ ɢ ə tʰ	Мянгат
mʲ a ɴ ɢ ə n p ə j ə r	Мянганбаяр
mʲ ʊ ʦ ə g	Мюзик
m i tʰ tʰʲ ʊ	Мэттью
m e tʰ ə tʰ	Мэтт
m i tʰ g ə ɮ ʦʰ ə ŋ	Мэтгэлцээн
m i r g ə n t	Мэргэнд
m i r g ə t	Мэргэд
m i r gʲ ə t u t	Мэргидүүд
