word	prefix	stem	part of speech	french
thaˊthʊˊbɔˊ		thaˊthʊˊbɔˊ	NA	contrôle, épreuve, examen, inspection, interrogation.
thaˋtʊˋxaˋ		thaˋtʊˋxaˋ	v	grimper, monter.
thaˋtʊˋxɔˋ		thaˋtʊˋxɔˋ	NA	montée, ascension.
thaˋtʊˋlaˋ		thaˋtʊˋlaˋ	v	enlever de sur le feu.
thaˋtʊˋlʊˋxaˋnaˋ		thaˋtʊˋlʊˋxaˋnaˋ	v	succéder.
thaˋtʊˋlʊˋxaˋnɔˋ		thaˋtʊˋlʊˋxaˋnɔˋ	v	succession. - ka tlhatlologano : successivement.
thaˋtʊˋsaˋ		thaˋtʊˋsaˋ	v	faire monter, dresser.
thaˊtsaˊ		thaˊtsaˊ	v	vomir, rendre.
thaˋtsɔˋ		thaˋtsɔˋ	NA	lavage.
thaˋtswaˋ		thaˋtswaˋ	v	laver, nettoyer.
thaˋtswɛˋxaˋ		thaˋtswɛˋxaˋ	v	être lavable.
thʊˊaˊ		thʊˊaˊ	n	petit lait.
thɔˊaˊ		thɔˊaˊ	v	détester, en vouloir á.
thʊˊaˊɸaˊlaˋ		thʊˊaˊɸaˊlaˋ	v	être assidu, consciencieux, sérieux.
thʊˊaˊɸaˊlɛˋlaˋ		thʊˊaˊɸaˊlɛˋlaˋ	v	aspirer á, avoir envie de, s'ennuyer de.
thʊˊaˊɸaˊlɔˋ		thʊˊaˊɸaˊlɔˋ	NA	application. - tsaya ka tlhoafalo : prendre au sérieux.
thʊˊaˊthʊˊɛˋxaˋ		thʊˊaˊthʊˊɛˋxaˋ	v	être agité.
thʊˊaˊthʊˊɛˋxɔˋ		thʊˊaˊthʊˊɛˋxɔˋ	NA	agitation.
thʊˋbaˋ		thʊˋbaˋ	v	arracher du bout des doigts, plumer, épiler.
thʊˋbaˋɛˋlaˋ		thʊˋbaˋɛˋlaˋ	v	être inquiet, anxieux, s'agiter, s'inquiéter.
thʊˋbaˋɛˋlɔˋ		thʊˋbaˋɛˋlɔˋ	NA	anxiété, inquiétude.
thʊˋbaˋeˋtsaˋ		thʊˋbaˋeˋtsaˋ	v	inquiéter.
thɔˊbɔˊxaˊ		thɔˊbɔˊxaˊ	v	désespérer (intr.), perdre l'espoir, être condamné (malade), ne plus compter sur qc ou sur qq'un.
thɔˊbɔˊxɔˊ		thɔˊbɔˊxɔˊ	NA	désespoir.
thoˋbʊˋlaˋ		thoˋbʊˋlaˋ	v	piler pour décortiquer.
thoˋbʊˋlɔˋ		thoˋbʊˋlɔˋ	NA	pilage.
thɔˋbɔˋlɔˋ		thɔˋbɔˋlɔˋ	NA	fusil, revolver.
thoˊboˊsaˊ		thoˊboˊsaˊ	v	désesperer (tr.).
thoˊdiˊaˊ		thoˊdiˊaˊ	v	déranger en faisant du bruit.
thoˊdiˊɛˊxaˋ		thoˊdiˊɛˊxaˋ	v	être dérangé par le bruit.
thɔˊɛˊxaˊ		thɔˊɛˊxaˊ	v	être détestable.
thʊˋɸʊˋɸaˋlaˋ		thʊˋɸʊˋɸaˋlaˋ	v	être/devenir léger, facile.
thʊˋɸʊˋɸaˋtsaˋ		thʊˋɸʊˋɸaˋtsaˋ	v	rendre léger, facile.
thʊˋxaˋ		thʊˋxaˋ	v	bourgeonner, germer, lever.
thɔˊxɔˊ		thɔˊxɔˊ	NA	tête. - nna tlhogo : être intelligent.
thɔˊxɔˋnɔˊlɔˊ		thɔˊxɔˋnɔˊlɔˊ	NA	chance.
thɔˊxɔˊnɔˊlɔˊɸaˊtsaˋ		thɔˊxɔˊnɔˊlɔˊɸaˊtsaˋ	v	bénir.
thɔˊxɔˊtaˋlaˊ		thɔˊxɔˊtaˋlaˊ	n	illettré.
thɔˊxwaˊnaˊ		thɔˊxwaˊnaˊ	n	bouton.
thɔˋkaˋ		thɔˋkaˋ	v	manquer de, avoir besoin de, demander, mériter, nécessiter.
thɔˋkaˋɸaˋlaˋ		thɔˋkaˋɸaˋlaˋ	v	manquer, décéder, disparaitre, se faire rare.
thɔˋkaˋɸaˋlɔˋ		thɔˋkaˋɸaˋlɔˋ	NA	manque, mort.
thɔˋkaˋkuˊtwaˊnɔˊ		thɔˋkaˋkuˊtwaˊnɔˊ	v	mésentente.
thɔˋkɛˋxaˋ		thɔˋkɛˋxaˋ	v	manquer, falloir, être indispensable, être nécessaire, se faire rare.
thɔˋkɛˋxɔˋ		thɔˋkɛˋxɔˋ	NA	besoin.
thɔˊkɔˊ		thɔˊkɔˊ	NA	- nna tlhoko : être attentif, observateur, avoir de la mémoire. - ela tlhoko :observer, remarquer, considérer.
thʊˊkʊˊɸaˊlaˋ		thʊˊkʊˊɸaˊlaˋ	v	être/devenir triste.
thʊˊkʊˊɸaˊtsaˋ		thʊˊkʊˊɸaˊtsaˋ	v	attrister.
thɔˊkɔˊmɛˊlaˋ		thɔˊkɔˊmɛˊlaˋ	v	faire attention á, avoir á charge, se charger de, entretenir, observer, prendre soin de, tenir compte de, veiller sur.
thɔˊkɔˊmɛˊlɔˋ		thɔˊkɔˊmɛˊlɔˋ	NA	application, attention, charge, entretien, précaution, soin. - nna tlhokomelo : être attentif, prévenant, soigneux.
thoˊkoˊmʊˊlʊˋxaˋ		thoˊkoˊmʊˊlʊˋxaˋ	v	négliger, ignorer. - tlhokomologo : négligence, mépris, oubli. - nna tlhokomologo : être négligent, imprévoyant, oublieux.
thoˋkoˋtsaˋ		thoˋkoˋtsaˋ	v	aiguiser, tailler en pointe.
thɔˊlaˊ		thɔˊlaˊ	v	jeter un coup d'oeil sur, vérifier, espionner.
thɔˋlaˋ		thɔˋlaˋ	v	s'occuper á, passer son temps á.
thɔˋlaˋ		thɔˋlaˋ	v	créer.
thoˋlɪˊ		thoˋlɪˊ	NA	- sa tlhole : ne plus faire qc (aux.).
thɔˋlɛˋxaˋ		thɔˋlɛˋxaˋ	v	être créé.
thɔˋlɛˋxɔˋ		thɔˋlɛˋxɔˋ	NA	nature. - ka tlholego : par nature, de naissance.
thʊˊlʊˊxɛˊlɛˋlwaˋ		thʊˊlʊˊxɛˊlɛˋlwaˋ	v	désirer très fort.
thɔˊlɔˊlɔˊ		thɔˊlɔˊlɔˊ	NA	- nna tlhololo : être pur.
thʊˊlwaˊ		thʊˊlwaˊ	v	manquer.
thɔˋlwɛˊ		thɔˋlwɛˊ	NA	pl. bo- : lapin (sp).
thɔˋmaˋ		thɔˋmaˋ	v	fixer, dresser, ériger, installer, monter, planter.
thɔˋmaˋxaˋnaˋ		thɔˋmaˋxaˋnaˋ	v	se suivre de près.
thɔˋmaˋxaˋnɔˋ		thɔˋmaˋxaˋnɔˋ	NA	- tlhomagano ya dithaba : chaine de montagnes.
thɔˋmaˋmaˋ		thɔˋmaˋmaˋ	v	se fixer, être fixe, précis, en règle, régulier, solide.
thɔˋmaˋmiˋsaˋ		thɔˋmaˋmiˋsaˋ	v	affirmer, confirmer, vérifier.
thɔˋmaˋmiˋsɛˋxaˋ		thɔˋmaˋmiˋsɛˋxaˋ	v	être sûr, vérifiable.
thɔˋmaˋmiˋseˋtsaˋ		thɔˋmaˋmiˋseˋtsaˋ	v	rassurer, recommander.
thɔˋmaˋmiˋseˋtsoˋ		thɔˋmaˋmiˋseˋtsoˋ	NA	garantie.
thɔˋmaˋmiˋsɔˋ		thɔˋmaˋmiˋsɔˋ	NA	affirmation, confirmation, vérification. - ka tlhomamiso : naturellement. - ka tlhomamiso ya kamogelo : en recommandé.
thɔˋmaˋmɔˋ		thɔˋmaˋmɔˋ	NA	solidité, fermeté. - ka tlhomamo : certainement.
thɔˋmaˋraˋ		thɔˋmaˋraˋ	v	être tenace, ne pas lâcher prise, harceler.
thoˋmeˋsaˋ		thoˋmeˋsaˋ	v	poser la charpente d'une maison.
thoˋmeˋsoˋ		thoˋmeˋsoˋ	NA	poutre.
thoˋmeˋsʊˋlʊˋlaˋ		thoˋmeˋsʊˋlʊˋlaˋ	v	enlever le toit d'une maison.
thɔˋmɔˋ		thɔˋmɔˋ	NA	installation.
thoˋmʊˋxaˋ		thoˋmʊˋxaˋ	v	s'arracher, s'extraire. - tlhomoga pelo : avoir pitié, plaindre.
thoˋmʊˋxɛˋlɔˋpɪˋlʊˊ		thoˋmʊˋxɛˋlɔˋpɪˋlʊˊ	NA	compassion, pitié.
thoˋmʊˋlaˋ		thoˋmʊˋlaˋ	v	arracher, extraire. - tlhomola pelo : faire pitié.
thoˊmˊphaˊ		thoˊmˊphaˊ	v	respecter, estimer.
thoˊmˊphɛˊxaˋ		thoˊmˊphɛˊxaˋ	v	être respectable, estimable.
thʊˊnaˊmaˊ		thʊˊnaˊmaˊ	v	prendre un air sérieux, réservé.
thoˊɲaˊ		thoˊɲaˊ	v	avoir l'air triste.
thɔˋphaˋ		thɔˋphaˋ	v	choisir, désigner, élire, nommer, voter.
thɔˋphɔˋ		thɔˋphɔˋ	NA	choix, éléction, nomination, vote.
thʊˋraˊ		thʊˋraˊ	n	sommet.
thʊˊrʊˊ		thʊˊrʊˊ	NA	chapeau, coiffure.
thoˊroˊnˊtshaˋ		thoˊroˊnˊtshaˋ	v	tourmenter.
thɔˋthaˋ		thɔˋthaˋ	v	filtrer, passer (tr.).
thɔˋthɛˋxaˋ		thɔˋthɛˋxaˋ	v	filtrer, passer (intr.).
thoˋtheˋleˋtsaˋ		thoˋtheˋleˋtsaˋ	v	inciter, pousser, faire pression, stimuler.
thoˋtheˋleˋtsoˋ		thoˋtheˋleˋtsoˋ	NA	incitation, influence.
thoˋthoˋmiˋsaˋ		thoˋthoˋmiˋsaˋ	v	vérifier.
thoˋthoˋmiˋsɔˋ		thoˋthoˋmiˋsɔˋ	NA	vérification.
thʊˊthʊˊraˊ		thʊˊthʊˊraˊ	v	battre, secouer (pour faire tomber qc: poussière, miettes).
thʊˊthwaˊɛˊxaˋ		thʊˊthwaˊɛˊxaˋ	v	être impatient.
thʊˊthwaˊɛˊxɔˋ		thʊˊthwaˊɛˊxɔˋ	NA	impatience.
thoˋtsaˋ		thoˋtsaˋ	v	boiter.
thwaˊrɪˊ		thwaˊrɪˊ	NA	python.
thwaˋthwaˊ		thwaˋthwaˊ	n	prix, coût, valeur.
thwaˊjaˊ		thwaˊjaˊ	v	- tlhwaya tsebe : tendre l'oreille.
tiˋliˊniˋkiˊ		tiˋliˊniˋkiˊ	NA	clinique.
tiˋsaˋ		tiˋsaˋ	v	faire venir, amener, apporter, ramener.
tiˋsɔˋ		tiˋsɔˋ	NA	livraison.
toˋbʊˋxaˋ		toˋbʊˋxaˋ	v	peler (intr.).
tʊˋxaˋ		tʊˋxaˋ	v	s'en aller, être sur le point de.
tʊˋxɛˋlaˋ		tʊˋxɛˋlaˋ	v	abandonner, laisser, quitter, renoncer, retirer.
tʊˋxɛˋlɔˋ		tʊˋxɛˋlɔˋ	NA	abandon, retrait.
tɔˋlaˋ		tɔˋlaˋ	v	s'oindre.
tʊˊlaˊ		tʊˊlaˊ	v	sauter par-dessus qch, aller au-delá de. - tlola taolo : désobéir. - tlola molao : enfreindre la loi.
tʊˊlaˊxaˊɲaˋ		tʊˊlaˊxaˊɲaˋ	v	passer á côté de.
tʊˊlaˊkaˊ		tʊˊlaˊkaˊ	v	faire des bonds.
tʊˊlaˊtʊˊlaˋ		tʊˊlaˊtʊˊlaˋ	v	sautiller.
tʊˊlɔˊ		tʊˊlɔˊ	NA	saut , transgression. - tlolo ya molao : crime, délit, infraction.
tʊˋlɔˊkɔˊ		tʊˋlɔˊkɔˊ	NA	cloche, horloge, réveil, sonnette.
toˋnˋtʊˋlʊˋxaˋ		toˋnˋtʊˋlʊˋxaˋ	v	se déconsidérer.
toˋnˋtʊˋlʊˋlaˋ		toˋnˋtʊˋlʊˋlaˋ	v	déconsidérer.
tʊˋʊˊ		tʊˋʊˊ	NA	pois de terre.
tʊˊpɛˊlaˊ		tʊˊpɛˊlaˊ	v	mettre qc en trop grande quantité.
toˊpʊˊlaˊ		toˊpʊˊlaˊ	v	prendre une petite quantité de qc.
tʊˋsaˋ		tʊˋsaˋ	v	débarrasser, enlever, ôter.
tʊˋsʊˋlʊˋsaˋ		tʊˋsʊˋlʊˋsaˋ	v	annuler, remettre, renvoyer.
tʊˋsʊˋlʊˋsɔˋ		tʊˋsʊˋlʊˋsɔˋ	NA	annulation, report.
tɔˋtaˋ		tɔˋtaˋ	v	bavarder, causer, discuter.
tʊˋtaˋ		tʊˋtaˋ	v	respecter, estimer, honorer.
tʊˋtɛˋxaˋ		tʊˋtɛˋxaˋ	v	être respectable, considéré, estimable.
tʊˋtɛˋxɔˋ		tʊˋtɛˋxɔˋ	NA	respect, considération, estime, honneur.
tʊˋtɔˋ		tʊˋtɔˋ	NA	respect, considération, estime, honneur. - nna tlotlo : être respectueux.
tɔˋtɔˋɸʊˋkʊˋ		tɔˋtɔˋɸʊˋkʊˋ	NA	vocabulaire.
tʊˋtʊˋlʊˋxaˋ		tʊˋtʊˋlʊˋxaˋ	v	être déshonoré.
tʊˋtʊˋlʊˋxɔˋ		tʊˋtʊˋlʊˋxɔˋ	NA	déshonneur.
tʊˋtʊˋlʊˋlaˋ		tʊˋtʊˋlʊˋlaˋ	v	déshonorer, ne pas respecter.
tʊˋtʊˋlʊˋlɔˋ		tʊˋtʊˋlʊˋlɔˋ	NA	déshonneur, irrespect.
tʊˊtʊˊmaˊlaˋ		tʊˊtʊˊmaˊlaˋ	v	jouir d'une position dominante.
tʊˊtʊˊmaˊlɔˋ		tʊˊtʊˊmaˊlɔˋ	NA	majesté.
toˋtsaˋ		toˋtsaˋ	v	oindre.
toˋuˋ		toˋuˋ	NA	éléphant.
twaˊɛˊlaˊ		twaˊɛˊlaˊ	v	s'habituer, s'accoutumer, se faire á.
twaˊɛˊlɛˊsɛˋxaˋ		twaˊɛˊlɛˊsɛˋxaˋ	v	être habituel, commun, familier, naturel, normal, ordinaire, régulier.
twaˊɛˊlɔˊ		twaˊɛˊlɔˊ	NA	habitude, adaptation, coutume, expérience, usage. - ka tlwaelo : couramment.
twaˊeˊtsaˊ		twaˊeˊtsaˊ	v	habituer, adapter, exercer.
twaˊeˊtsoˊ		twaˊeˊtsoˊ	NA	adaptation.
twaˊʊˊlʊˊlaˋ		twaˊʊˊlʊˊlaˋ	v	déshabituer.
twaˊʊˊlʊˊsaˋ		twaˊʊˊlʊˊsaˋ	v	déshabituer.
tʊˊbaˊtʊˊbaˋ		tʊˊbaˊtʊˊbaˋ	v	s'acharner en vain.
tʊˋbɪˋkaˋnaˋ		tʊˋbɪˋkaˋnaˋ	v	être confus, embrouillé, indistinct, informe.
tʊˋbɪˋkaˋnɔˋ		tʊˋbɪˋkaˋnɔˋ	NA	confusion.
tʊˋbɪˋkaˋɲaˋ		tʊˋbɪˋkaˋɲaˋ	v	embrouiller, mélanger. - tobekanya maikutlo : secouer moralement.
toˋbeˋtsaˋ		toˋbeˋtsaˋ	v	appuyer, enfoncer, presser.
toˋbeˋtsɛˋxaˋ		toˋbeˋtsɛˋxaˋ	v	être souple, mou.
tʊˋxaˋmaˋaˋnɔˋ		tʊˋxaˋmaˋaˋnɔˋ	n	plan, procédé.
tʊˋxɔˋ		tʊˋxɔˋ	NA	tressage, tricotage.
toˋiˊsiˊ		toˋiˊsiˊ	NA	tabatière.
tɔˊkaˊ		tɔˊkaˊ	v	découper en lanières.
tʊˋkaˋɸaˋlaˋ		tʊˋkaˋɸaˋlaˋ	v	s'améliorer, valoir mieux.
tʊˋkaˋɸaˋtsaˋ		tʊˋkaˋɸaˋtsaˋ	v	améliorer.
tʊˋkaˋɸaˋtsɔˋ		tʊˋkaˋɸaˋtsɔˋ	NA	amélioration.
tɔˋkɛˋlɔˋ		tɔˋkɛˋlɔˋ	NA	petit sac, bourse.
toˋkʊˋlʊˋlɔˋ		toˋkʊˋlʊˋlɔˋ	NA	articulation, adhérent, membre. - tokoloko ya palamente : député.
tʊˋlaˋmɔˋ		tʊˋlaˋmɔˋ	NA	justice. - ka tolamo : correctement, justement.
tɔˊlɔˊkaˊ		tɔˊlɔˊkaˊ	v	traduire.
tʊˊmaˊxaˊɲɔˋ		tʊˊmaˊxaˊɲɔˋ	NA	assemblage, liaison.
tɔˋmɛˋlaˋ		tɔˋmɛˋlaˋ	v	percer.
tʊˋmeˋleˋtsoˋ		tʊˋmeˋleˋtsoˋ	NA	tromperie.
tʊˊmɔˊ		tʊˊmɔˊ	NA	morsure.
toˋmʊˋlaˋ		toˋmʊˋlaˋ	v	prendre qc entre l'index et le pouce pour l'arracher.
tʊˊnaˊ		tʊˊnaˊ	ad	grand, fort, gros, large, principal.
tʊˊnaˊ		tʊˊnaˊ	n	ministre.
tʊˊnaˋkxʊˊlʊˊ		tʊˊnaˋkxʊˊlʊˊ	NA	premier ministre.
tʊˊnaˊɲaˊnaˋ		tʊˊnaˊɲaˊnaˋ	n	mâle.
toˊŋˊkiˊ		toˊŋˊkiˊ	NA	âne.
tɔˋɔˋ		tɔˋɔˋ	NA	sorcellerie.
toˋoˋtsoˋ		toˋoˋtsoˋ	NA	meule.
tɔˊpɔˊ		tɔˊpɔˊ	NA	demande. - nna topo : être exigeant.
tɔˊrɔˊ		tɔˊrɔˊ	NA	rêve, rêverie. - nna toro : être imaginaire.
tʊˋrɔˊŋˋkɔˊ		tʊˋrɔˊŋˋkɔˊ	NA	prison.
tʊˋroˊpiˋkiˊ		tʊˋroˊpiˋkiˊ	NA	tropique.
tʊˋrɔˊpɔˊ		tʊˋrɔˊpɔˊ	NA	ville.
tʊˋrɔˊwaˋraˊ		tʊˋrɔˊwaˋraˊ	n	tiroir.
tɔˋtaˊ		tɔˋtaˊ	ad	exactement, précisement, vraiment. - -a tota : réel, vrai, véritable.
tʊˋthaˋnɔˋ		tʊˋthaˋnɔˋ	NA	dispute.
tʊˋthaˋɲɔˋ		tʊˋthaˋɲɔˋ	NA	motif de dissension.
tɔˊtɔˊbaˊ		tɔˊtɔˊbaˊ	v	marcher lentement, d'un pas hésitant.
tʊˊtʊˊbaˊlaˋ		tʊˊtʊˊbaˊlaˋ	v	être immobile.
tʊˊtʊˊmaˊlaˋ		tʊˊtʊˊmaˊlaˋ	v	être immobile.
tɔˋtɔˋmɛˋlaˋ		tɔˋtɔˋmɛˋlaˋ	v	s'enfoncer profondément.
toˊuˊlɔˋ		toˊuˊlɔˋ	NA	serviette de toilette.
toˊuˊtaˊ		toˊuˊtaˊ	v	marteler, piler, répéter.
tsaˊaˊnaˊ		tsaˊaˊnaˊ	v	se marier.
tsaˋbaˋkɛˋlaˋ		tsaˋbaˋkɛˋlaˋ	v	étinceler.
tsaˊlaˊ		tsaˊlaˊ	v	donner naissance, faire des petits.
tsaˊlaˊ		tsaˊlaˊ	n	ami, camarade.
tsaˊlaˊnaˊ		tsaˊlaˊnaˊ	v	avoir des relations amicales.
tsaˊlaˊnɔˊ		tsaˊlaˊnɔˊ	NA	amitié, relation.
tsaˊlɔˊ		tsaˊlɔˊ	NA	portée.
tsaˊlwaˊ		tsaˊlwaˊ	v	naitre.
tsaˋmaˋɛˋlaˋnaˋ		tsaˋmaˋɛˋlaˋnaˋ	v	s'accorder, correspondre, se rapporter á, avoir - trait á.
tsaˋmaˋɛˋlɔˋ		tsaˋmaˋɛˋlɔˋ	NA	tour.
tsaˋmaˋiˋsaˋ		tsaˋmaˋiˋsaˋ	v	mener, actionner, conduire, entrainer, faire marcher, promener.
tsaˋmaˋiˋsɔˋ		tsaˋmaˋiˋsɔˋ	NA	conduite, administration, commande, entrainement, marche.
tsaˋmaˋiˋsɔˋmˋmuˊsɔˊ		tsaˋmaˋiˋsɔˋmˋmuˊsɔˊ	NA	régime (politique).
tsaˋmaˋjaˋ		tsaˋmaˋjaˋ	v	marcher, s'en aller, être en marche, rouler (train, voiture), partir. - tsamaya sentle! : adieu!, au revoir!. - tsamaya mo maleng : se digérer.
tsaˊmˋmaˊ		tsaˊmˋmaˊ	n	canne.
tsaˋŋˋkaˋ		tsaˋŋˋkaˋ	v	blesser grièvement.
tsaˊpʊˊxaˊ		tsaˊpʊˊxaˊ	v	jaillir, être éclaboussé.
tsaˋtsiˊdʒeˊnʊˊ		tsaˋtsiˊdʒeˊnʊˊ	NA	aujourd'hui.
tsaˊjaˊ		tsaˊjaˊ	v	prendre, adopter, considérer comme, contenir, épouser. - tsaya botshelo : coûter la vie. - tsaya karolo : prendre part, participer. - tsaya maemo : occuper un poste, prendre une place. - tsaya nako : durer. - tsaya tsia :tenir compte.
tseˊ		tseˊ	NA	ces (cl.8/10).
tsɪˊaˊnaˊ		tsɪˊaˊnaˊ	v	être stupéfié.
tsɛˊɛˊlaˊ		tsɛˊɛˊlaˊ	v	prendre ce qui appartient á qq'un.
tsɪˊaˊɲaˊ		tsɪˊaˊɲaˊ	v	bouleverser.
tsɛˋbɛˊ		tsɛˋbɛˊ	NA	oreille, page.
tsɛˊɛˊlɔˊ		tsɛˊɛˊlɔˊ	NA	privation, retrait.
tseˊiˊsaˊ		tseˊiˊsaˊ	v	faire prendre.
tseˊiˊsɔˊmʊˊlaˋtʊˊ		tseˊiˊsɔˊmʊˊlaˋtʊˊ	n	crédit.
tsɪˋlaˋ		tsɪˋlaˋ	n	chemin, itinéraire, méthode, moyen, route, voie.
tsɪˋlaˋnaˋ		tsɪˋlaˋnaˋ	v	sentier, raie, rang.
tsɪˋnaˋ		tsɪˋnaˋ	v	devenir aigre, fermenter.
tsɛˊnaˊ		tsɛˊnaˊ	v	entrer, adhérer, se mêler de, rentrer. - tsena kereke : pratiquer (la religion).
tsɛˊnɛˊlɛˊlaˋ		tsɛˊnɛˊlɛˊlaˋ	v	prendre part, participer.
tseˊnˊtshaˊ		tseˊnˊtshaˊ	v	rendre fou.
tsɛˊnwaˊ		tsɛˊnwaˊ	v	être/devenir fou.
tseˊɲaˊ		tseˊɲaˊ	v	faire entrer, installer, mettre. - tsenya mo diphatseng : mettre en danger, risquer.
tseˊɲoˊ		tseˊɲoˊ	NA	apport, équipement, installation, pose.
tsɛˊɔˊ		tsɛˊɔˊ	NA	prise.
tsɛˊɔˋkaˊrʊˊlɔˊ		tsɛˊɔˋkaˊrʊˊlɔˊ	NA	participation.
tsɪˋpaˋ		tsɪˋpaˋ	v	planter (lance, flèche, couteau).
tsɪˋpaˋlaˋlaˋ		tsɪˋpaˋlaˋlaˋ	v	rester dressé.
tsɪˊrɪˊxaˊɲaˋ		tsɪˊrɪˊxaˊɲaˋ	v	séparer des personnes en train de se disputer ou de se battre.
tsɪˊtaˊ		tsɪˊtaˊ	v	attacher serré, langer (un bébé).
tsɛˊtsɛˊ		tsɛˊtsɛˊ	NA	mouche tsé-tsé.
tsɛˋwaˋ		tsɛˋwaˋ	v	être pris. - tsewa mo maleng : être digeste.
tshaˊbaˊ		tshaˊbaˊ	v	fuir, avoir peur, craindre.
tshaˊbɛˊxaˊ		tshaˊbɛˊxaˊ	v	être peureux.
tshaˊbɛˊlaˊ		tshaˊbɛˊlaˊ	v	se réfugier.
tshaˊbiˊsaˊ		tshaˊbiˊsaˊ	v	éloigner.
tshaˊbɔˊ		tshaˊbɔˊ	NA	fuite.
tshaˊdiˊ		tshaˊdiˊ	NA	groupe de femmes.
tshaˊɪˊnɔˊ		tshaˊɪˊnɔˊ	NA	signature.
tshaˊmɪˊkaˊ		tshaˊmɪˊkaˊ	v	s'amuser, jouer.
tshaˊmɪˊkiˊsaˋ		tshaˊmɪˊkiˊsaˋ	v	gaspiller.
tshaˊmɪˊkiˊsɔˋ		tshaˊmɪˊkiˊsɔˋ	NA	gaspillage, jouet.
tshaˊsaˊ		tshaˊsaˊ	v	appliquer, étaler, oindre.
tshɛˊbɔˊ		tshɛˊbɔˊ	NA	calomnie.
tsheˊbeˊtsoˊ		tsheˊbeˊtsoˊ	NA	confidence.
tsheˋdiˋmʊˋxɔˋ		tsheˋdiˋmʊˋxɔˋ	NA	clarté.
tsheˋdiˋsaˋ		tsheˋdiˋsaˋ	v	faire verser.
tshɪˊdiˊsaˊ		tshɪˊdiˊsaˊ	v	consoler, réconforter.
tshɪˊdiˊsɔˊ		tshɪˊdiˊsɔˊ	NA	condoléances.
tshɪˊxaˊ		tshɪˊxaˊ	n	cache-sexe.
tshɛˋxaˋ		tshɛˋxaˋ	v	se moquer, rire.
tshɪˊxeˊtsaˊ		tshɪˊxeˊtsaˊ	v	supporter, maintenir, soutenir.
tshɪˊxeˊtsoˊ		tshɪˊxeˊtsoˊ	NA	appui, maintien, soutènement, tenue.
tsheˋxiˋsaˋ		tsheˋxiˋsaˋ	v	faire rire, être comique, ridicule, risible.
tshɛˋxɔˋ		tshɛˋxɔˋ	NA	rire.
tshɪˊxɔˊ		tshɪˊxɔˊ	NA	coupure.
tshɪˊxɔˊɸaˊtsaˋ		tshɪˊxɔˊɸaˊtsaˋ	v	bénir.
tshɪˊxɔˊɸaˊtsɔˋ		tshɪˊxɔˊɸaˊtsɔˋ	NA	bénédiction.
tshɛˋxwaˋ		tshɛˋxwaˋ	v	être l'objet de moqueries.
tshɪˊkaˊtshɪˊkɔˋ		tshɪˊkaˊtshɪˊkɔˋ	NA	enquête, calcul, étude, évaluation, examen, révision.
tshɛˋkɛˋlɔˋ		tshɛˋkɛˋlɔˋ	NA	tribunal.
tshɛˊkxɛˊ		tshɛˊkxɛˊ	NA	- re tshekge : inciser.
tsheˋkiˋsɔˋ		tsheˋkiˋsɔˋ	NA	accusation.
tshɛˋkɔˋ		tshɛˋkɔˋ	NA	procès. - isa kwa tshekong : poursuivre.
tshɪˊlaˊ		tshɪˊlaˊ	v	exister, être vivant, vivre.
tshɪˊlaˊ		tshɪˊlaˊ	v	traverser.
tshɛˋlaˋ		tshɛˋlaˋ	v	couler, verser.
tshɛˋlɛˋxɛˋlaˋ		tshɛˋlɛˋxɛˋlaˋ	v	affluer.
tsheˋnʊˋlɔˋ		tsheˋnʊˋlɔˋ	NA	exposé, révélation.
tshɪˊɲɛˊxɛˊlɔˋ		tshɪˊɲɛˊxɛˊlɔˋ	NA	dépense, frais.
tshɪˊɲɛˊxɔˊ		tshɪˊɲɛˊxɔˊ	NA	destruction.
tshɪˊɲɔˊ		tshɪˊɲɔˊ	NA	dégât, destruction, gaspillage.
tshɛˊpaˊ		tshɛˊpaˊ	v	faire confiance.
tshɛˊphɛˊ		tshɛˊphɛˊ	NA	springbok.
tsheˊpiˊsaˊ		tsheˊpiˊsaˊ	v	promettre, faire miroiter.
tshɛˊpɔˊ		tshɛˊpɔˊ	NA	confiance, espoir.
tshɪˋrɪˋaˋnaˋ		tshɪˋrɪˋaˋnaˋ	v	devenir stupide.
tshɪˋteˋdiˋ		tshɪˋteˋdiˋ	NA	ancre.
tshɪˊtsaˊ		tshɪˊtsaˊ	v	maintenir en vie.
tshɪˊtsaˊnaˋ		tshɪˊtsaˊnaˋ	n	groupe de filles.
tshɛˊtshɛˊthaˊ		tshɛˊtshɛˊthaˊ	v	trier les morceaux de grains qui restent dans la farine.
tshiˊaˊmɛˊlɔˋ		tshiˊaˊmɛˊlɔˋ	NA	droit.
tshiˊaˊmiˊsɔˋ		tshiˊaˊmiˊsɔˋ	NA	correction, rectification.
tshiˊaˊmɔˊ		tshiˊaˊmɔˊ	NA	justice. - ka tshiamo : justement.
tshiˊaˊmʊˊlʊˋlɔˋ		tshiˊaˊmʊˊlʊˋlɔˋ	NA	injustice.
tshiˊaˊnɔˊ		tshiˊaˊnɔˊ	NA	course.
tshiˊkaˊ		tshiˊkaˊ	n	parenté.
tshiˋkiˋɲaˋ		tshiˋkiˋɲaˋ	v	agiter, remuer, secouer.
tshiˋkiˋɲɛˋxaˋ		tshiˋkiˋɲɛˋxaˋ	v	bouger.
